,Cancellation Policy,Neighbourhood_Charlottenburg,Neighbourhood_Friedrichshain,Neighbourhood_Kreuzberg,Neighbourhood_Mitte,Neighbourhood_Moabit,Neighbourhood_Neukölln,Neighbourhood_Pankow,Neighbourhood_Prenzlauer Berg,Neighbourhood_Schöneberg,Neighbourhood_Tempelhof,Neighbourhood_Wedding,Accommodates,Bathrooms,Bedrooms,Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Availability 365,Number of Reviews,Room Type_Private
10450,2.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,1.0,95.0,400.0,50.0,2,15,7,30,348,7,1
10452,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,42.0,100.0,5.0,1,15,2,7,127,18,1
10482,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,40.0,100.0,20.0,1,25,1,3,300,17,1
10484,1.0,0,0,0,0,0,1,0,0,0,0,0,1,10.0,1.0,48.0,150.0,45.0,1,20,2,7,188,9,1
10486,2.0,0,0,0,0,0,1,0,0,0,0,0,1,15.0,1.0,28.0,200.0,15.0,1,0,3,28,316,36,1
10488,2.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,2.0,59.0,500.0,35.0,2,20,5,1125,22,0,1
10489,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,80.0,300.0,40.0,1,20,2,7,0,4,1
10494,0.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,30.0,100.0,10.0,1,0,2,1125,0,0,1
10500,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,25.0,150.0,5.0,1,10,2,3,46,1,1
10508,1.0,0,0,0,0,0,1,0,0,0,0,0,4,20.0,2.0,89.0,250.0,25.0,3,10,2,28,230,38,1
10543,0.0,1,0,0,0,0,0,0,0,0,0,0,3,10.0,0.0,40.0,500.0,20.0,1,0,4,1125,310,0,1
10563,1.0,0,1,0,0,0,0,0,0,0,0,0,5,10.0,1.0,49.0,100.0,24.0,3,10,1,1125,256,58,1
10564,0.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,87.0,200.0,30.0,1,0,5,1125,0,1,1
10571,2.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,35.0,250.0,40.0,1,0,4,1125,0,3,1
10576,2.0,0,1,0,0,0,0,0,0,0,0,0,5,10.0,2.0,62.0,600.0,60.0,1,60,3,1125,336,17,1
10581,2.0,0,1,0,0,0,0,0,0,0,0,0,5,10.0,1.0,170.0,700.0,35.0,5,0,2,1125,54,0,1
10591,0.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,41.0,150.0,7.0,1,15,2,14,274,6,1
10595,1.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1.0,35.0,200.0,20.0,1,15,3,120,127,30,1
10610,1.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,2.0,60.0,500.0,60.0,1,0,7,23,0,2,1
10611,2.0,0,1,0,0,0,0,0,0,0,0,0,1,10.0,1.0,28.0,70.0,15.0,1,0,27,90,37,23,1
10631,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,61.0,200.0,20.0,1,10,2,5,26,16,1
10636,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,40.0,100.0,5.0,1,0,2,1125,0,3,1
10637,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,75.0,300.0,20.0,2,5,3,1125,0,1,1
10638,2.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,1.0,45.0,150.0,25.0,1,15,1,6,360,20,1
10639,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,85.0,300.0,30.0,1,20,3,1125,0,2,1
10648,0.0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,1.0,26.0,200.0,30.0,1,0,1,14,28,1,1
10662,2.0,0,1,0,0,0,0,0,0,0,0,0,4,15.0,2.0,70.0,200.0,30.0,2,10,3,7,0,1,1
10663,0.0,0,1,0,0,0,0,0,0,0,0,0,6,10.0,1.0,150.0,150.0,30.0,4,0,2,1125,0,4,1
10665,2.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,1.0,65.0,180.0,20.0,2,18,3,1125,325,20,1
10666,1.0,0,1,0,0,0,0,0,0,0,0,0,2,15.0,1.0,80.0,100.0,30.0,1,0,3,30,336,55,1
10669,2.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,0.0,40.0,100.0,15.0,2,10,60,364,40,80,1
10672,0.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,35.0,100.0,15.0,1,0,2,1125,0,5,1
10673,1.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1.0,44.0,100.0,18.0,2,15,30,1125,6,7,1
10677,1.0,0,1,0,0,0,0,0,0,0,0,0,2,15.0,1.0,50.0,150.0,30.0,2,0,2,1125,88,6,1
10678,1.0,0,0,1,0,0,0,0,0,0,0,0,4,5.0,2.0,30.0,150.0,35.0,1,15,2,1125,0,0,1
10680,1.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,0.0,89.0,150.0,35.0,2,25,2,31,325,1,1
10682,2.0,0,0,1,0,0,0,0,0,0,0,0,3,10.0,1.0,70.0,85.0,20.0,1,15,2,1125,275,28,1
10687,2.0,0,0,0,1,0,0,0,0,0,0,0,3,10.0,1.0,145.0,300.0,20.0,2,15,4,10,365,20,1
10688,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,69.0,150.0,38.0,1,15,2,1125,365,11,1
10691,1.0,0,0,0,1,0,0,0,0,0,0,0,8,10.0,3.0,129.0,400.0,30.0,1,0,5,13,53,0,1
10697,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,42.0,200.0,30.0,1,15,6,60,31,94,1
10698,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,65.0,85.0,15.0,1,0,1,1125,354,1,1
10699,2.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,1.0,74.0,100.0,30.0,2,40,2,10,132,6,1
10701,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,45.0,300.0,30.0,1,20,2,37,91,5,1
10703,2.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,2.0,65.0,300.0,47.0,2,25,6,1125,152,21,1
10706,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,55.0,400.0,20.0,1,0,5,9,0,5,1
10708,2.0,0,0,0,0,0,0,0,1,0,0,0,6,10.0,3.0,220.0,500.0,60.0,1,0,3,1125,275,55,1
10717,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,35.0,150.0,5.0,1,31,1,1125,42,71,1
10720,2.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,2.0,125.0,100.0,35.0,3,12,4,1125,61,21,1
10724,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,0.0,115.0,300.0,30.0,2,0,3,7,310,89,1
10725,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,60.0,250.0,25.0,1,0,3,15,53,122,1
10726,0.0,0,0,0,1,0,0,0,0,0,0,0,4,15.0,2.0,160.0,300.0,30.0,1,0,3,1125,18,3,1
10729,2.0,0,0,0,1,0,0,0,0,0,0,0,5,20.0,4.0,0.0,200.0,35.0,2,20,2,1125,211,0,1
10730,0.0,0,0,0,1,0,0,0,0,0,0,0,1,10.0,1.0,16.0,200.0,10.0,1,15,1,14,70,17,1
10732,2.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,1.0,70.0,200.0,30.0,2,15,2,1125,70,72,1
10733,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,40.0,100.0,30.0,2,15,1,1125,0,9,1
10735,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,115.0,390.0,30.0,1,0,2,1125,259,48,1
10736,0.0,0,0,0,1,0,0,0,0,0,0,0,3,10.0,1.0,75.0,250.0,29.0,1,15,4,1125,0,0,1
10738,1.0,0,0,0,0,1,0,0,0,0,0,0,4,10.0,1.0,82.0,500.0,36.0,2,0,1,1125,0,0,1
10740,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,55.0,100.0,20.0,1,7,1,4,55,77,1
10741,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,47.0,150.0,20.0,1,20,3,14,359,0,1
10745,2.0,0,0,0,1,0,0,0,0,0,0,0,8,25.0,4.0,150.0,500.0,50.0,6,20,5,365,30,25,1
10751,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,65.0,200.0,35.0,1,15,2,60,291,74,1
10753,2.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,35.0,100.0,5.0,1,0,2,3,60,13,1
10758,1.0,0,0,0,0,0,0,0,0,0,0,1,4,10.0,1.0,25.0,100.0,10.0,1,0,18,25,0,0,1
10761,1.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,25.0,100.0,20.0,1,15,1,20,339,5,1
10766,1.0,0,0,0,0,0,0,0,0,0,0,1,4,10.0,2.0,98.0,200.0,65.0,1,0,5,20,146,31,1
10770,0.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,41.0,86.0,9.0,1,0,1,1125,0,4,1
10774,0.0,0,0,1,0,0,0,0,0,0,0,0,3,10.0,1.0,69.0,100.0,30.0,1,0,1,1125,0,23,1
10777,1.0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,1.0,20.0,100.0,15.0,1,0,3,1125,0,1,1
10780,2.0,0,0,1,0,0,0,0,0,0,0,0,4,15.0,1.0,60.0,600.0,59.0,1,19,3,3000,246,104,1
10787,2.0,0,0,1,0,0,0,0,0,0,0,0,6,10.0,3.0,100.0,300.0,40.0,6,60,4,1125,0,5,1
10791,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,95.0,200.0,30.0,1,12,5,21,347,8,1
10796,0.0,0,0,0,0,0,0,0,0,0,0,1,1,10.0,1.0,30.0,150.0,15.0,1,0,1,1125,0,0,1
10797,1.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,25.0,100.0,10.0,1,10,7,14,0,0,1
10803,0.0,0,0,0,0,1,0,0,0,0,0,0,3,10.0,1.0,45.0,200.0,30.0,1,0,1,1125,0,0,1
10804,0.0,0,0,0,0,1,0,0,0,0,0,0,8,10.0,1.0,70.0,100.0,20.0,2,12,1,1125,100,0,1
10805,1.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,44.0,100.0,25.0,1,10,5,365,207,23,1
10818,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,55.0,150.0,20.0,1,0,1,1125,0,3,1
10831,1.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,45.0,250.0,30.0,1,20,1,1125,342,1,1
10835,2.0,0,0,0,0,0,0,0,0,0,0,1,3,10.0,2.0,70.0,200.0,40.0,1,35,2,1125,0,3,1
10842,2.0,0,0,0,0,0,0,1,0,0,0,0,3,10.0,2.0,75.0,200.0,30.0,1,0,4,1125,0,3,1
10843,2.0,0,0,0,0,0,0,1,0,0,0,0,8,20.0,3.0,149.0,600.0,60.0,6,10,5,10,6,7,1
10846,2.0,0,0,0,0,0,0,1,0,0,0,0,4,10.0,2.0,51.0,500.0,20.0,1,0,5,1125,0,5,1
10851,0.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,1.0,40.0,100.0,30.0,2,0,5,1125,0,3,1
10854,0.0,0,0,0,0,0,0,0,1,0,0,0,1,10.0,1.0,26.0,200.0,15.0,1,0,14,30,337,1,1
10861,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,70.0,300.0,30.0,1,0,2,1125,1,14,1
10865,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,0.0,50.0,300.0,15.0,1,0,4,1125,1,61,1
10868,2.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,1.0,45.0,170.0,18.0,2,8,14,1125,185,7,1
10872,2.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,30.0,200.0,32.0,1,0,1,1125,0,0,1
10882,1.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,2.0,84.0,350.0,45.0,2,15,5,50,320,4,1
10890,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,65.0,250.0,44.0,1,0,5,27,35,45,1
10891,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,96.0,350.0,20.0,1,0,5,23,44,1,1
10897,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,0.0,59.0,150.0,20.0,1,0,2,1125,328,11,1
10901,0.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,16.0,250.0,15.0,1,0,14,28,266,0,1
10903,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,50.0,200.0,20.0,1,0,3,1125,0,6,1
10905,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,70.0,200.0,25.0,1,0,7,16,0,2,1
10906,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,68.0,200.0,24.0,1,25,3,1125,168,19,1
10932,2.0,0,0,0,0,0,0,0,1,0,0,0,5,10.0,2.0,100.0,150.0,39.0,2,15,2,365,291,41,1
10934,1.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,2.0,65.0,100.0,70.0,3,20,2,1125,186,3,1
10942,0.0,0,0,0,0,0,0,0,1,0,0,0,2,20.0,1.0,60.0,100.0,15.0,1,30,2,1125,96,7,1
10945,0.0,0,0,0,0,0,0,0,1,0,0,0,2,20.0,1.0,28.0,500.0,20.0,1,10,2,1125,0,5,1
10946,0.0,0,0,0,0,0,0,0,1,0,0,0,6,10.0,3.0,101.0,182.0,36.0,4,9,3,30,0,5,1
10947,2.0,0,0,0,0,0,0,0,1,0,0,0,6,10.0,2.0,119.0,200.0,40.0,2,30,4,365,0,50,1
10952,2.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,1.0,139.0,200.0,60.0,2,0,2,1125,127,0,1
10956,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,71.0,150.0,35.0,2,0,3,7,31,40,1
10957,2.0,0,0,0,0,0,0,0,1,0,0,0,7,10.0,3.0,170.0,150.0,75.0,4,10,2,1125,276,61,1
10962,2.0,0,0,0,0,0,0,0,1,0,0,0,4,20.0,2.0,168.0,750.0,50.0,1,0,4,1125,179,47,1
10970,2.0,0,0,0,0,0,0,0,1,0,0,0,2,20.0,1.0,50.0,500.0,50.0,1,0,3,14,0,1,1
10973,1.0,0,0,0,0,0,0,0,1,0,0,0,6,10.0,3.0,95.0,200.0,56.0,1,0,3,1125,0,2,1
10974,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,50.0,100.0,20.0,1,10,2,7,0,3,1
10980,1.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,30.0,200.0,20.0,1,20,2,90,278,24,1
10986,1.0,0,0,0,0,0,0,0,0,0,0,0,4,10.0,0.0,50.0,150.0,30.0,1,0,2,30,0,2,1
10996,2.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,0.0,40.0,250.0,60.0,2,12,3,30,180,35,1
11001,1.0,0,0,1,0,0,0,0,0,0,0,0,5,10.0,3.0,70.0,500.0,40.0,2,20,3,7,3,71,1
11007,2.0,0,0,1,0,0,0,0,0,0,0,0,8,20.0,3.0,400.0,100.0,70.0,6,25,2,1125,331,18,1
11008,2.0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,1.0,29.0,100.0,15.0,1,0,2,30,11,24,1
11011,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,25.0,100.0,20.0,1,5,7,31,4,8,1
11013,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,58.0,200.0,30.0,1,10,120,1125,311,0,1
11018,2.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,82.0,200.0,37.0,2,20,1,90,0,64,1
11026,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,50.0,200.0,30.0,2,10,7,1125,126,32,1
11031,1.0,0,0,0,0,0,1,0,0,0,0,0,1,10.0,1.0,20.0,500.0,20.0,1,30,3,78,249,8,1
11034,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,33.0,100.0,5.0,1,10,2,7,78,5,1
11040,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,39.0,95.0,5.0,1,0,4,1125,72,110,1
11045,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,35.0,300.0,25.0,1,10,1,12,64,1,1
11050,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,33.0,300.0,25.0,1,10,2,90,176,1,1
11051,0.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,2.0,50.0,200.0,20.0,2,10,4,1125,0,4,1
11056,2.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,1.0,92.0,200.0,30.0,1,15,7,1125,281,5,1
11057,2.0,0,0,0,0,0,1,0,0,0,0,0,5,10.0,2.0,97.0,150.0,30.0,3,15,3,1125,323,45,1
11063,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,80.0,300.0,50.0,1,0,7,9,0,0,1
11070,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,35.0,100.0,5.0,1,0,3,10,0,0,1
11071,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,38.0,150.0,20.0,1,20,3,1125,0,2,1
11083,2.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,1.0,60.0,300.0,25.0,2,10,2,1125,56,5,1
11084,1.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,0.0,45.0,200.0,15.0,2,5,4,7,0,8,1
11112,2.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,150.0,200.0,35.0,1,0,2,1125,87,0,1
11114,2.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,67.0,200.0,35.0,2,10,5,14,127,2,1
11138,2.0,0,0,0,0,0,0,0,0,1,0,0,3,10.0,1.0,30.0,100.0,15.0,1,8,1,1125,42,16,1
11160,2.0,0,0,0,0,0,1,0,0,0,0,0,10,20.0,3.0,120.0,500.0,65.0,6,10,7,1125,153,3,1
11161,1.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,34.0,120.0,15.0,1,0,3,1125,65,34,1
11165,1.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,2.0,44.0,150.0,20.0,2,10,4,1125,0,0,1
11167,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,43.0,250.0,20.0,1,0,2,1125,127,1,1
11185,2.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,1.0,65.0,350.0,35.0,1,0,3,1125,0,16,1
11186,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,24.0,250.0,9.0,1,5,1,1125,46,3,1
11188,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,0.0,45.0,100.0,20.0,1,0,2,1125,21,0,1
11212,2.0,0,1,0,0,0,0,0,0,0,0,0,2,15.0,1.0,70.0,300.0,30.0,1,0,3,30,0,5,1
11216,1.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,1.0,95.0,200.0,20.0,2,10,8,1125,3,12,1
11220,1.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1.0,75.0,150.0,35.0,2,20,3,1125,0,27,1
11232,0.0,0,0,0,0,0,0,0,0,1,0,0,8,10.0,6.0,109.0,500.0,50.0,1,0,25,30,0,0,1
11236,1.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,48.0,300.0,30.0,1,0,120,1125,189,30,1
11239,2.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,49.0,300.0,40.0,1,15,1,60,308,18,1
11240,2.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,28.0,200.0,15.0,1,10,2,1125,0,0,1
11243,1.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,99.0,300.0,30.0,2,10,6,1125,0,3,1
11244,2.0,0,0,0,0,0,0,0,0,1,0,0,6,10.0,3.0,130.0,200.0,30.0,4,25,10,1125,25,3,1
11249,1.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,33.0,100.0,5.0,1,17,1,1125,0,23,1
11250,1.0,0,0,0,0,0,0,0,0,1,0,0,1,10.0,1.0,16.0,100.0,10.0,1,0,5,30,0,0,1
11256,2.0,0,0,0,0,0,0,0,0,0,1,0,2,10.0,2.0,39.0,350.0,20.0,2,5,5,1125,12,0,1
11257,1.0,0,0,0,0,0,0,0,0,0,1,0,2,20.0,1.0,50.0,150.0,20.0,1,50,2,1125,78,0,1
11261,2.0,0,0,0,0,0,0,0,0,0,1,0,6,10.0,2.0,49.0,100.0,50.0,2,10,1,365,134,0,1
11266,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,36.0,100.0,20.0,1,6,3,21,5,48,1
11284,2.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,39.0,300.0,10.0,1,0,2,31,72,88,1
11291,2.0,0,0,0,0,0,0,0,0,0,0,1,6,10.0,2.0,28.0,100.0,15.0,1,6,2,1125,102,59,1
11293,1.0,0,0,0,0,0,0,0,0,0,0,1,1,10.0,1.0,20.0,200.0,10.0,1,0,7,90,0,2,1
11311,2.0,0,0,0,0,0,1,0,0,0,0,0,1,10.0,1.0,40.0,200.0,15.0,1,0,2,11,16,4,1
11313,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,65.0,150.0,30.0,2,20,3,90,127,15,1
11320,0.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,26.0,90.0,8.0,1,9,3,1125,0,1,1
11321,2.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,70.0,200.0,40.0,1,20,4,120,362,8,1
11323,1.0,0,0,0,0,0,0,0,0,1,0,0,5,10.0,1.0,47.0,354.0,59.0,2,35,60,1125,283,10,1
11324,0.0,0,0,0,0,0,0,0,0,1,0,0,5,10.0,2.0,140.0,400.0,30.0,1,0,2,3,9,0,1
11325,2.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,79.0,100.0,35.0,1,0,4,1125,242,69,1
11326,0.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,37.0,150.0,10.0,1,18,3,11,0,1,1
11327,1.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,24.0,130.0,25.0,1,0,3,16,0,1,1
11336,0.0,0,0,0,0,0,0,0,0,0,1,0,4,10.0,1.0,20.0,150.0,30.0,1,15,3,60,331,23,1
11350,0.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,20.0,85.0,28.0,1,13,2,1125,236,22,1
11360,2.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,2.0,142.0,500.0,20.0,2,27,1,10,0,26,1
11361,2.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,2.0,125.0,200.0,50.0,1,25,3,1125,333,57,1
11368,1.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,1.0,65.0,150.0,36.0,3,5,3,1125,0,6,1
11378,2.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,40.0,500.0,50.0,1,7,50,366,281,13,1
11379,2.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,1.0,45.0,250.0,20.0,1,10,1,1125,154,43,1
11385,0.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1.0,43.0,150.0,40.0,2,5,4,1125,10,2,1
11387,1.0,0,1,0,0,0,0,0,0,0,0,0,1,20.0,1.0,27.0,100.0,10.0,1,0,6,1125,0,28,1
11389,1.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,0.0,100.0,100.0,40.0,2,10,31,365,226,23,1
11401,1.0,0,0,0,0,1,0,0,0,0,0,0,4,10.0,2.0,99.0,100.0,50.0,4,25,3,1125,61,33,1
11404,0.0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,1.0,40.0,200.0,15.0,1,20,2,10,75,1,1
11406,0.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,55.0,200.0,20.0,1,15,2,1125,74,21,1
11408,0.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,30.0,150.0,20.0,1,15,2,1125,0,7,1
11430,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,100.0,100.0,20.0,1,0,3,1125,0,3,1
11433,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,33.0,300.0,20.0,1,9,1,1125,0,2,1
11439,0.0,0,0,0,0,0,0,0,0,0,0,0,4,10.0,2.0,59.0,200.0,20.0,1,0,2,21,136,3,1
11441,1.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,35.0,200.0,15.0,1,7,1,1125,34,60,1
11443,2.0,0,0,0,0,0,0,0,0,0,0,1,1,10.0,1.0,34.0,100.0,30.0,1,0,2,1125,293,15,1
11446,1.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,28.0,150.0,7.0,2,10,3,1125,0,4,1
11449,1.0,0,0,0,0,1,0,0,0,0,0,0,4,10.0,1.0,84.0,250.0,35.0,2,10,2,1125,6,14,1
11452,0.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,20.0,400.0,40.0,1,0,3,1125,0,0,1
11457,0.0,0,0,0,0,1,0,0,0,0,0,0,1,10.0,1.0,35.0,100.0,15.0,1,0,2,7,308,15,1
11460,2.0,0,0,0,0,1,0,0,0,0,0,0,4,10.0,2.0,76.0,150.0,40.0,2,20,3,364,249,0,1
11465,2.0,0,0,0,0,0,0,0,0,0,0,1,4,10.0,2.0,49.0,250.0,20.0,2,10,3,1125,0,5,1
11467,2.0,0,0,0,0,0,0,0,0,0,0,1,4,10.0,2.0,61.0,200.0,30.0,2,10,4,365,9,2,1
11470,2.0,0,0,0,0,1,0,0,0,0,0,0,4,10.0,1.0,65.0,300.0,30.0,1,0,7,16,10,0,1
11471,1.0,0,0,0,0,0,0,0,0,0,0,1,6,10.0,1.0,50.0,500.0,50.0,2,15,4,1125,7,5,1
11487,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,39.0,100.0,5.0,1,0,2,1125,0,13,1
11496,1.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,55.0,200.0,25.0,1,0,5,1125,63,1,1
11503,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,32.0,150.0,15.0,1,15,1,1125,8,23,1
11505,2.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,1.0,80.0,250.0,30.0,1,30,2,1125,151,2,1
11529,2.0,0,0,0,1,0,0,0,0,0,0,0,3,10.0,2.0,92.0,500.0,40.0,1,0,5,50,70,0,1
11530,1.0,0,0,0,1,0,0,0,0,0,0,0,2,15.0,1.0,60.0,150.0,15.0,1,0,1,20,103,39,1
11532,2.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,40.0,150.0,50.0,1,20,5,21,362,3,1
11534,2.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,0.0,50.0,400.0,80.0,1,100,30,180,280,0,1
11538,1.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,0.0,53.0,0.0,12.0,1,0,5,1125,74,1,1
11541,0.0,0,0,0,0,0,0,0,0,1,0,0,4,20.0,2.0,76.0,100.0,30.0,4,20,30,1125,0,1,1
