,Cancellation Policy,Neighbourhood_Charlottenburg,Neighbourhood_Friedrichshain,Neighbourhood_Kreuzberg,Neighbourhood_Mitte,Neighbourhood_Moabit,Neighbourhood_Neukölln,Neighbourhood_Pankow,Neighbourhood_Prenzlauer Berg,Neighbourhood_Schöneberg,Neighbourhood_Tempelhof,Neighbourhood_Wedding,Accommodates,Bathrooms,Bedrooms,Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Availability 365,Number of Reviews,Room Type_Private
9237,2.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,31.0,120.0,59.0,1,0,60,1125,0,16,1
9238,2.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,60.0,450.0,50.0,2,0,14,14,0,0,1
9243,0.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,2.0,70.0,200.0,30.0,1,0,1,1125,361,8,1
9247,2.0,0,0,0,0,0,0,0,0,1,0,0,4,10.0,2.0,100.0,200.0,30.0,1,0,2,1125,259,8,1
9250,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,25.0,100.0,10.0,1,15,1,15,11,53,1
9253,2.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,79.0,250.0,30.0,1,14,2,1125,147,5,1
9263,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,55.0,300.0,30.0,1,10,2,1125,324,9,1
9264,1.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,1.0,55.0,100.0,20.0,2,10,2,1125,60,46,1
9266,0.0,0,0,0,0,0,0,0,0,0,0,1,4,10.0,1.0,35.0,85.0,10.0,2,15,2,6,0,6,1
9274,0.0,0,0,0,0,0,0,0,0,0,0,1,1,10.0,1.0,30.0,100.0,10.0,1,10,7,1125,0,1,1
9289,2.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1.0,22.0,300.0,10.0,1,10,1,364,270,7,1
9299,1.0,0,1,0,0,0,0,0,0,0,0,0,3,15.0,1.0,45.0,200.0,30.0,1,0,3,60,311,2,1
9300,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,45.0,200.0,20.0,1,0,2,1125,0,12,1
9333,2.0,1,0,0,0,0,0,0,0,0,0,0,4,10.0,1.0,45.0,300.0,15.0,1,0,2,17,0,1,1
9339,0.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1.0,65.0,150.0,20.0,1,0,3,1125,0,6,1
9351,2.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,2.0,45.0,150.0,15.0,1,15,3,1125,0,4,1
9352,0.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,42.0,100.0,10.0,1,0,3,3,0,1,1
9363,1.0,0,1,0,0,0,0,0,0,0,0,0,8,10.0,3.0,119.0,250.0,59.0,5,10,1,1125,258,106,1
9364,2.0,0,1,0,0,0,0,0,0,0,0,0,6,10.0,2.0,62.0,300.0,60.0,2,25,2,10,31,12,1
9365,1.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1.0,40.0,85.0,15.0,1,10,2,1125,20,6,1
9366,2.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,1.0,85.0,250.0,50.0,2,20,1,1125,256,70,1
9367,0.0,0,1,0,0,0,0,0,0,0,0,0,6,10.0,2.0,90.0,300.0,79.0,4,22,2,1125,280,32,1
9377,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,89.0,400.0,30.0,1,10,4,60,353,30,1
9385,1.0,0,0,0,0,0,0,0,0,0,1,0,1,10.0,1.0,28.0,100.0,30.0,1,15,3,23,0,1,1
9397,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,21.0,159.0,15.0,1,5,3,1125,127,8,1
9422,1.0,0,1,0,0,0,0,0,0,0,0,0,4,5.0,1.0,22.0,150.0,10.0,1,10,1,1125,304,61,1
9430,0.0,0,1,0,0,0,0,0,0,0,0,0,6,10.0,1.0,80.0,200.0,50.0,4,35,3,21,205,5,1
9434,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,35.0,100.0,15.0,1,15,3,4,0,10,1
9439,0.0,0,0,0,0,0,0,0,0,0,0,1,1,10.0,1.0,30.0,200.0,50.0,1,0,2,1125,267,0,1
9464,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,43.0,100.0,10.0,1,10,4,1125,257,9,1
9470,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,44.0,200.0,20.0,1,5,4,30,53,23,1
9480,0.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,34.0,100.0,20.0,1,15,1,1125,231,6,1
9482,0.0,0,0,0,0,0,0,0,0,1,0,0,5,10.0,2.0,60.0,250.0,45.0,1,0,14,21,12,5,1
9486,2.0,0,0,0,0,0,0,0,0,1,0,0,3,10.0,1.0,69.0,200.0,35.0,2,9,20,365,236,68,1
9487,0.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,85.0,200.0,40.0,1,0,1,1125,0,0,1
9490,2.0,0,0,0,0,0,0,0,0,1,0,0,3,10.0,1.0,70.0,100.0,15.0,2,15,4,5,0,1,1
9492,2.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,2.0,99.0,150.0,30.0,1,30,1,1125,343,15,1
9496,0.0,0,0,0,0,0,0,0,0,1,0,0,6,20.0,3.0,109.0,200.0,85.0,1,0,7,1125,0,5,1
9500,1.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,2.0,102.0,90.0,50.0,2,15,3,100,145,80,1
9503,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,80.0,500.0,50.0,1,0,1,1125,0,1,1
9506,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,75.0,200.0,25.0,2,25,2,1125,138,6,1
9507,0.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,1.0,85.0,200.0,20.0,2,10,3,1125,259,26,1
9513,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,66.0,300.0,25.0,1,10,3,30,268,26,1
9516,1.0,0,0,0,0,0,0,0,1,0,0,0,1,10.0,1.0,34.0,100.0,15.0,1,25,2,1125,120,34,1
9520,1.0,0,0,0,0,0,0,0,1,0,0,0,5,10.0,3.0,120.0,500.0,60.0,3,10,2,1125,74,3,1
9521,1.0,0,0,0,0,0,0,0,1,0,0,0,2,20.0,1.0,39.0,400.0,15.0,1,39,3,1125,133,6,1
9523,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,25.0,300.0,20.0,1,10,3,21,0,32,1
9528,1.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,2.0,70.0,300.0,25.0,1,20,21,270,159,14,1
9540,2.0,0,0,0,0,0,0,0,1,0,0,0,6,10.0,2.0,200.0,450.0,60.0,4,25,3,1125,140,64,1
9541,1.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,2.0,106.0,800.0,50.0,2,6,60,500,194,24,1
9543,1.0,0,0,0,0,0,0,0,1,0,0,0,5,20.0,3.0,99.0,350.0,55.0,4,15,9,1125,0,5,1
9565,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,35.0,200.0,10.0,2,0,1,1125,0,9,1
9571,1.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,1.0,60.0,90.0,30.0,1,15,3,1125,49,75,1
9581,2.0,1,0,0,0,0,0,0,0,0,0,0,4,10.0,1.0,80.0,200.0,40.0,1,25,1,500,84,7,1
9582,1.0,0,0,1,0,0,0,0,0,0,0,0,3,10.0,1.0,33.0,100.0,20.0,1,15,3,1125,306,31,1
9584,2.0,0,0,1,0,0,0,0,0,0,0,0,2,15.0,1.0,35.0,100.0,10.0,1,10,3,1125,0,13,1
9591,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,40.0,85.0,25.0,1,10,3,29,164,3,1
9598,0.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,55.0,100.0,20.0,1,0,1,7,18,15,1
9609,2.0,0,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,43.0,100.0,50.0,1,15,3,160,293,20,1
9636,2.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,75.0,200.0,25.0,2,25,5,30,337,6,1
9638,2.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,1.0,69.0,200.0,15.0,2,10,2,1125,285,98,1
9639,1.0,0,0,0,0,0,1,0,0,0,0,0,1,10.0,1.0,48.0,150.0,30.0,1,25,1,1125,0,3,1
9640,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,0.0,84.0,500.0,40.0,1,0,2,1125,86,8,1
9653,2.0,0,0,0,1,0,0,0,0,0,0,0,6,10.0,2.0,137.0,350.0,50.0,3,20,3,1125,178,148,1
9654,1.0,0,0,0,1,0,0,0,0,0,0,0,6,15.0,2.0,99.0,199.0,39.0,6,0,1,1125,301,13,1
9656,2.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,0.0,99.0,100.0,60.0,2,10,3,1125,129,130,1
9665,2.0,0,0,0,0,0,0,0,0,0,0,1,3,10.0,2.0,50.0,150.0,30.0,2,15,3,90,0,21,1
9671,2.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,0.0,40.0,100.0,15.0,1,15,3,1125,355,0,1
9672,2.0,0,0,0,0,0,0,0,0,1,0,0,3,10.0,1.0,45.0,200.0,40.0,2,0,99,1125,250,84,1
9673,1.0,0,0,0,0,0,0,0,0,1,0,0,3,10.0,1.0,79.0,300.0,30.0,2,15,2,1125,303,43,1
9690,0.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,28.0,200.0,30.0,1,10,7,30,0,1,1
9692,2.0,1,0,0,0,0,0,0,0,0,0,0,6,10.0,2.0,118.0,150.0,55.0,4,25,2,1125,111,6,1
9693,2.0,1,0,0,0,0,0,0,0,0,0,0,6,10.0,1.0,40.0,500.0,40.0,1,5,60,1125,281,16,1
9696,2.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,1.0,32.0,200.0,100.0,1,20,60,360,356,18,1
9702,2.0,0,1,0,0,0,0,0,0,0,0,0,5,10.0,2.0,60.0,100.0,35.0,3,28,1,30,96,41,1
9710,2.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,1.0,85.0,250.0,50.0,2,20,1,1125,235,21,1
9711,2.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,1.0,79.0,300.0,10.0,1,10,1,365,329,32,1
9730,2.0,0,0,0,0,0,0,0,0,1,0,0,1,10.0,1.0,36.0,546.0,14.0,1,0,4,1125,142,10,1
9741,0.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,49.0,500.0,30.0,2,10,1,1125,0,3,1
9742,1.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,55.0,150.0,35.0,2,10,1,17,2,74,1
9759,2.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,1.0,50.0,250.0,30.0,2,10,4,5,0,1,1
9766,1.0,0,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,50.0,100.0,10.0,1,0,1,1125,283,1,1
9767,1.0,0,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,45.0,200.0,10.0,1,0,5,60,0,2,1
9773,2.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,45.0,100.0,25.0,2,5,2,1125,288,80,1
9780,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,39.0,150.0,25.0,1,0,5,1125,288,15,1
9787,2.0,0,0,0,0,0,1,0,0,0,0,0,3,20.0,2.0,109.0,400.0,50.0,2,0,7,1125,295,4,1
9789,2.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,1.0,80.0,200.0,25.0,2,20,1,1125,282,94,1
9792,1.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,1.0,59.0,550.0,25.0,1,15,15,60,0,3,1
9794,1.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,2.0,60.0,600.0,40.0,1,10,3,9,6,1,1
9807,2.0,0,0,0,0,0,0,0,1,0,0,0,2,15.0,1.0,79.0,200.0,10.0,2,10,2,1125,2,8,1
9808,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,44.0,100.0,20.0,1,15,1,14,351,7,1
9811,2.0,0,0,0,0,0,0,0,1,0,0,0,8,20.0,2.0,200.0,250.0,250.0,4,20,30,1125,341,127,1
9832,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,0.0,35.0,600.0,50.0,1,0,25,1125,0,1,1
9858,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,30.0,200.0,15.0,1,10,2,3,0,0,1
9865,1.0,0,0,0,0,0,1,0,0,0,0,0,4,15.0,2.0,79.0,500.0,35.0,2,28,1,1125,336,18,1
9868,0.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,25.0,250.0,35.0,1,7,5,1125,69,2,1
9870,2.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,1.0,45.0,100.0,30.0,3,15,2,14,354,11,1
9881,0.0,0,0,0,0,0,1,0,0,0,0,0,2,20.0,1.0,25.0,100.0,10.0,1,10,3,18,0,2,1
9882,2.0,0,0,0,1,0,0,0,0,0,0,0,6,10.0,2.0,180.0,300.0,55.0,3,25,2,1125,129,19,1
9884,0.0,0,0,0,0,0,1,0,0,0,0,0,1,10.0,1.0,50.0,100.0,10.0,1,0,1,1125,2,10,1
9886,0.0,0,0,0,0,0,1,0,0,0,0,0,1,10.0,1.0,30.0,200.0,5.0,1,0,1,1125,281,0,1
9891,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,60.0,200.0,40.0,2,15,60,365,280,63,1
9899,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,29.0,100.0,20.0,1,20,5,27,0,6,1
9901,0.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,55.0,100.0,15.0,1,0,1,1125,0,3,1
9902,2.0,0,0,1,0,0,0,0,0,0,0,0,2,15.0,1.0,50.0,500.0,10.0,2,0,7,30,0,3,1
9904,0.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,0.0,62.0,100.0,30.0,1,15,5,25,46,29,1
9915,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,45.0,250.0,30.0,1,0,3,10,0,3,1
9918,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,50.0,200.0,10.0,1,15,2,1125,319,15,1
9920,2.0,0,0,1,0,0,0,0,0,0,0,0,5,10.0,1.0,85.0,200.0,45.0,3,20,2,1125,307,16,1
9921,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,50.0,300.0,50.0,1,0,1,1125,0,0,1
9929,0.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,80.0,700.0,20.0,1,0,2,31,344,14,1
9938,2.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,2.0,80.0,250.0,40.0,1,0,1,1125,76,2,1
9939,2.0,0,0,0,1,0,0,0,0,0,0,0,5,10.0,1.0,99.0,150.0,40.0,4,35,3,1125,190,153,1
9941,1.0,0,0,0,0,1,0,0,0,0,0,0,4,10.0,1.0,60.0,100.0,50.0,2,10,3,1125,248,15,1
9953,2.0,0,0,0,1,0,0,0,0,0,0,0,5,10.0,2.0,60.0,250.0,30.0,2,10,2,1125,1,3,1
9962,1.0,0,1,0,0,0,0,0,0,0,0,0,6,10.0,3.0,90.0,150.0,40.0,1,10,3,1125,246,27,1
9965,2.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,80.0,370.0,50.0,1,25,2,1125,361,14,1
9973,2.0,0,1,0,0,0,0,0,0,0,0,0,8,20.0,4.0,200.0,250.0,100.0,1,30,1,1125,0,0,1
9979,1.0,0,0,0,0,0,0,0,0,0,0,1,5,10.0,1.0,79.0,150.0,25.0,2,15,2,1125,56,21,1
9981,0.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,25.0,100.0,5.0,1,8,2,5,96,0,1
9991,1.0,0,0,0,0,1,0,0,0,0,0,0,4,10.0,1.0,48.0,100.0,35.0,2,15,2,270,58,142,1
9992,0.0,0,0,0,0,1,0,0,0,0,0,0,4,10.0,1.0,49.0,150.0,18.0,2,12,2,1125,0,3,1
10000,2.0,0,0,0,0,1,0,0,0,0,0,0,3,10.0,1.0,40.0,300.0,50.0,1,0,7,70,0,1,1
10002,2.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,45.0,318.0,55.0,1,9,7,200,37,5,1
10011,1.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,22.0,250.0,10.0,1,8,2,1125,0,1,1
10013,2.0,0,0,1,0,0,0,0,0,0,0,0,6,10.0,2.0,70.0,200.0,40.0,4,10,3,2000,314,91,1
10016,0.0,0,0,0,1,0,0,0,0,0,0,0,1,20.0,1.0,44.0,200.0,20.0,1,15,3,1125,0,2,1
10022,1.0,0,0,0,1,0,0,0,0,0,0,0,5,10.0,2.0,78.0,250.0,30.0,2,9,2,120,28,34,1
10025,2.0,0,0,0,1,0,0,0,0,0,0,0,6,10.0,3.0,140.0,100.0,40.0,4,10,4,100,14,37,1
10027,2.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,1.0,80.0,500.0,40.0,2,20,3,21,0,8,1
10029,1.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,40.0,100.0,12.0,1,0,2,1125,18,5,1
10032,0.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,55.0,100.0,30.0,1,25,1,1125,0,0,1
10034,1.0,0,0,0,0,1,0,0,0,0,0,0,6,10.0,2.0,80.0,150.0,50.0,4,12,2,1125,8,3,1
10039,2.0,0,0,0,0,1,0,0,0,0,0,0,4,10.0,2.0,50.0,100.0,15.0,2,10,1,30,0,3,1
10050,1.0,0,0,0,1,0,0,0,0,0,0,0,3,20.0,1.0,38.0,100.0,10.0,1,25,1,1125,0,35,1
10058,2.0,0,0,0,1,0,0,0,0,0,0,0,9,15.0,3.0,70.0,200.0,60.0,4,30,3,1125,290,25,1
10065,2.0,0,1,0,0,0,0,0,0,0,0,0,6,10.0,3.0,60.0,70.0,50.0,2,7,1,1125,0,12,1
10070,0.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,60.0,250.0,15.0,1,15,2,1125,0,5,1
10072,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,15.0,500.0,15.0,1,5,7,16,0,1,1
10073,2.0,0,0,1,0,0,0,0,0,0,0,0,5,15.0,1.0,42.0,250.0,50.0,3,10,5,1125,0,3,1
10076,2.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,1.0,85.0,400.0,40.0,1,0,90,365,128,92,1
10091,2.0,0,0,0,0,0,0,1,0,0,0,0,2,10.0,1.0,55.0,99.0,19.0,1,22,2,1125,360,22,1
10093,0.0,0,0,0,0,0,0,1,0,0,0,0,4,20.0,2.0,50.0,500.0,50.0,1,0,14,21,0,1,1
10095,1.0,0,0,0,0,0,0,1,0,0,0,0,2,10.0,1.0,20.0,150.0,15.0,1,10,1,1125,303,0,1
10097,1.0,0,0,0,0,0,0,1,0,0,0,0,2,10.0,1.0,23.0,100.0,25.0,1,23,2,31,35,11,1
10120,2.0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,1.0,18.0,100.0,30.0,1,30,20,25,0,0,1
10121,2.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,1.0,70.0,100.0,80.0,3,35,5,1125,65,16,1
10122,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,65.0,100.0,30.0,2,15,3,7,150,25,1
10124,0.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,2.0,140.0,300.0,0.0,2,30,3,1125,344,0,1
10125,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,55.0,300.0,20.0,1,15,2,50,195,36,1
10129,1.0,0,1,0,0,0,0,0,0,0,0,0,2,15.0,1.0,59.0,100.0,30.0,1,25,2,1125,314,13,1
10139,2.0,0,0,1,0,0,0,0,0,0,0,0,5,10.0,2.0,35.0,100.0,40.0,3,5,60,365,218,99,1
10141,1.0,0,0,1,0,0,0,0,0,0,0,0,5,10.0,2.0,145.0,150.0,50.0,4,18,3,1125,268,18,1
10150,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,30.0,100.0,8.0,1,5,3,1125,0,6,1
10151,1.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,55.0,250.0,20.0,1,15,3,1125,0,5,1
10153,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,39.0,200.0,30.0,2,0,5,1125,0,0,1
10154,0.0,0,0,0,0,0,1,0,0,0,0,0,1,10.0,1.0,99.0,450.0,35.0,1,49,3,10,355,3,1
10157,2.0,0,0,0,0,0,0,0,0,0,0,0,8,10.0,3.0,140.0,150.0,45.0,4,15,4,1125,129,12,1
10169,2.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,1.0,85.0,250.0,15.0,2,20,3,1125,4,7,1
10209,2.0,1,0,0,0,0,0,0,0,0,0,0,3,10.0,0.0,39.0,120.0,30.0,1,13,2,1125,104,32,1
10219,0.0,0,0,0,0,0,0,0,0,0,0,0,3,10.0,1.0,79.0,150.0,20.0,2,15,1,4,38,1,1
10223,2.0,0,0,0,0,0,0,0,0,0,0,0,4,10.0,3.0,55.0,250.0,30.0,1,0,4,50,10,4,1
10244,2.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,48.0,250.0,40.0,1,15,4,1125,129,74,1
10250,1.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,90.0,150.0,25.0,2,25,3,1125,19,0,1
10255,2.0,0,0,0,0,0,1,0,0,0,0,0,4,20.0,2.0,125.0,500.0,50.0,1,0,20,1125,64,3,1
10264,0.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,35.0,250.0,80.0,1,0,14,36,0,0,1
10265,2.0,1,0,0,0,0,0,0,0,0,0,0,6,10.0,2.0,125.0,200.0,45.0,4,39,1,1125,82,55,1
10271,1.0,0,0,0,0,0,0,1,0,0,0,0,3,10.0,1.0,55.0,300.0,30.0,2,20,3,200,301,16,1
10274,0.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,1.0,99.0,200.0,40.0,1,0,1,7,84,1,1
10281,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,35.0,101.0,13.0,2,13,2,7,0,1,1
10283,2.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,1.0,55.0,99.0,19.0,1,10,3,20,37,57,1
10289,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,50.0,400.0,25.0,1,0,20,1125,175,15,1
10290,0.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,2.0,50.0,200.0,30.0,2,10,5,14,0,1,1
10298,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,60.0,400.0,50.0,1,15,2,90,364,0,0
10301,2.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,0.0,65.0,300.0,40.0,1,0,2,1125,343,79,1
10305,0.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,2.0,55.0,100.0,40.0,1,0,3,1125,265,15,1
10319,2.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,2.0,69.0,300.0,45.0,2,10,4,62,52,37,1
10320,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,68.0,180.0,18.0,1,0,3,31,179,0,1
10325,0.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,0.0,45.0,150.0,20.0,1,10,3,5,4,0,1
10327,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,55.0,150.0,15.0,1,0,1,1125,326,27,1
10332,1.0,0,0,1,0,0,0,0,0,0,0,0,5,10.0,3.0,150.0,300.0,50.0,4,20,5,14,0,4,1
10343,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,69.0,200.0,20.0,1,10,2,5,46,21,1
10345,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,50.0,300.0,40.0,1,10,5,1125,7,16,1
10347,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,84.0,200.0,25.0,2,20,14,1125,0,3,1
10353,2.0,0,0,1,0,0,0,0,0,0,0,0,6,15.0,3.0,120.0,500.0,40.0,6,0,8,14,206,5,1
10368,0.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,34.0,375.0,60.0,1,19,4,50,238,4,1
10371,0.0,0,0,1,0,0,0,0,0,0,0,0,5,10.0,3.0,80.0,300.0,50.0,1,0,10,17,0,0,1
10380,2.0,0,0,1,0,0,0,0,0,0,0,0,5,10.0,2.0,95.0,200.0,79.0,2,16,3,1125,244,97,1
10382,2.0,0,0,1,0,0,0,0,0,0,0,0,5,15.0,2.0,55.0,250.0,35.0,2,15,3,1125,275,58,1
10385,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,58.0,100.0,30.0,1,0,4,1125,96,5,1
10388,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,49.0,500.0,20.0,1,5,5,1125,102,0,1
10391,0.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,30.0,100.0,10.0,1,15,3,1125,0,14,1
10393,0.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,60.0,150.0,40.0,2,20,5,1125,0,7,1
10395,1.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,2.0,120.0,500.0,40.0,2,15,2,1125,46,1,1
10397,0.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,38.0,150.0,15.0,1,15,2,14,146,20,1
10398,1.0,0,0,0,0,0,0,0,1,0,0,0,5,30.0,3.0,109.0,250.0,55.0,4,10,1,1125,226,168,1
10399,2.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,2.0,139.0,150.0,35.0,2,30,2,1125,0,3,1
10405,2.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,2.0,70.0,400.0,20.0,1,10,2,1125,2,13,1
10410,2.0,0,0,0,0,0,0,0,1,0,0,0,5,10.0,1.0,50.0,100.0,25.0,1,15,1,20,274,90,1
10417,1.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,1.0,113.0,300.0,50.0,2,15,4,365,298,7,1
10418,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,35.0,100.0,15.0,1,20,1,1125,320,50,1
10423,1.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,1.0,69.0,150.0,30.0,2,10,90,365,189,14,1
10426,2.0,0,0,0,0,0,0,0,1,0,0,0,4,15.0,2.0,99.0,200.0,50.0,2,30,2,1125,260,71,1
10431,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,90.0,500.0,40.0,1,20,3,60,128,47,1
10433,2.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,1.0,65.0,100.0,30.0,1,10,2,365,231,141,1
10436,1.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,85.0,160.0,20.0,1,0,4,1125,135,1,1
10441,2.0,0,0,0,0,0,1,0,0,0,0,0,14,20.0,5.0,530.0,400.0,140.0,8,45,3,1125,312,26,1
10445,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,26.0,100.0,10.0,1,0,3,7,0,1,1
10447,0.0,0,0,0,0,0,1,0,0,0,0,0,1,10.0,1.0,26.0,120.0,15.0,1,7,3,16,0,6,1
