,Neighbourhood,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Price,Guests Included,Extra People,Minimum Nights,Maximum Nights,Availability 365,Number of Reviews,Cancellation Policy
13443,Neukölln,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,0,1,5,311,11,flexible
13444,Mitte,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,60.0,1,0,1,1125,0,1,flexible
13445,Neukölln,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,70.0,2,15,2,1125,10,4,moderate
13446,Neukölln,Apartment,Entire home/apt,4,1.0,2.0,2.0,Futon,47.0,1,13,2,7,340,7,flexible
13447,Neukölln,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,98.0,1,0,3,9,127,4,strict
13448,Mitte,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,50.0,1,15,10,30,0,4,moderate
13449,Neukölln,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,49.0,2,15,2,1125,309,17,flexible
13450,Neukölln,House,Private room,3,1.0,1.0,3.0,Real Bed,50.0,1,10,3,1125,0,6,moderate
13451,Mitte,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,58.0,2,20,4,1125,157,8,strict
13452,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,39.0,1,10,7,26,0,0,flexible
13453,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,72.0,1,15,4,1125,1,7,moderate
13454,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,37.0,1,10,6,1125,56,9,moderate
13455,Mitte,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,40.0,1,35,1,30,268,1,moderate
13456,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,35.0,1,15,1,1125,158,0,moderate
13457,Neukölln,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,12.0,1,0,1,7,43,3,moderate
13458,Mitte,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,23.0,1,0,1,1125,0,0,flexible
13459,Mitte,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,25.0,1,0,2,30,31,1,flexible
13464,Charlottenburg,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,69.0,4,10,60,1125,249,5,flexible
13465,Charlottenburg,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,49.0,2,10,30,1125,230,3,strict
13466,Charlottenburg,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,55.0,1,20,1,1125,64,213,strict
13468,Charlottenburg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,145.0,1,0,4,365,321,12,moderate
13469,Charlottenburg,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,69.0,3,10,60,1125,322,5,strict
13470,Charlottenburg,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,68.0,1,0,7,180,335,2,strict
13471,Charlottenburg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,39.0,1,0,7,1125,340,1,strict
13472,Charlottenburg,Bed & Breakfast,Private room,1,0.0,1.0,1.0,Real Bed,40.0,1,20,1,7,361,2,flexible
13484,Mitte,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,55.0,1,10,3,14,9,117,strict
13485,Mitte,Bed & Breakfast,Private room,4,1.0,1.0,4.0,Real Bed,65.0,1,20,2,20,80,110,moderate
13486,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,38.0,1,18,3,25,31,269,strict
13490,Mitte,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,40.0,1,0,1,10,0,2,flexible
13492,Mitte,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,71.0,1,0,1,1125,307,12,flexible
13493,Mitte,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,170.0,4,50,2,1125,18,29,flexible
13495,Mitte,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,34.0,1,0,1,1125,249,5,flexible
13496,Mitte,Apartment,Entire home/apt,4,1.0,0.0,3.0,Real Bed,80.0,2,35,1,1125,256,41,strict
13497,Mitte,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,125.0,2,25,1,364,345,80,moderate
13498,Mitte,Apartment,Entire home/apt,6,1.0,1.0,3.0,Real Bed,50.0,2,25,3,1125,349,15,strict
13500,Mitte,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,75.0,2,25,2,1125,205,6,moderate
13502,Mitte,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,109.0,2,19,2,10,344,41,strict
13503,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,50.0,2,15,3,1125,0,1,moderate
13504,Mitte,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,80.0,2,12,1,1125,330,128,moderate
13505,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,48.0,1,15,2,1125,43,106,moderate
13506,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,45.0,1,0,3,60,3,5,strict
13510,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,45.0,1,30,1,7,82,11,flexible
13512,Mitte,Apartment,Private room,2,3.0,1.0,1.0,Real Bed,60.0,1,0,3,1125,127,10,flexible
13514,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,75.0,1,0,3,1125,0,6,moderate
13516,Mitte,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,30.0,1,0,2,40,128,0,moderate
13517,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,39.0,1,6,9,12,0,1,strict
13518,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,68.0,1,5,5,14,7,28,strict
13519,Mitte,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,50.0,1,0,1,1125,58,209,flexible
13520,Mitte,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,105.0,1,0,2,30,0,19,moderate
13523,Mitte,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,36.0,1,0,3,1125,0,0,flexible
13525,Mitte,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,80.0,2,15,60,180,220,22,strict
13526,Mitte,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,69.0,1,0,2,1125,299,18,flexible
13528,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,44.0,1,10,1,1125,0,1,moderate
13529,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,130.0,1,0,1,6,292,9,strict
13531,Mitte,Apartment,Entire home/apt,6,2.5,4.0,4.0,Real Bed,380.0,4,25,3,1125,204,26,moderate
13532,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,0,2,1125,0,2,moderate
13533,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,55.0,1,0,7,1125,5,0,flexible
13534,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,78.0,1,0,28,1125,302,130,moderate
13535,Mitte,Apartment,Entire home/apt,2,1.0,2.0,3.0,Real Bed,155.0,2,55,1,1125,0,1,flexible
13552,Kreuzberg,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,40.0,1,15,1,1125,88,38,moderate
13553,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,39.0,1,54,1,7300,363,106,moderate
13580,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,24.0,1,8,3,20,180,2,flexible
13581,Kreuzberg,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,120.0,1,0,14,31,113,0,strict
13582,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,29.0,1,10,1,5,49,3,moderate
13584,Kreuzberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,25.0,1,0,5,10,69,53,flexible
13585,Kreuzberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,35.0,1,0,1,1125,0,1,flexible
13586,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,55.0,2,25,2,1125,0,9,moderate
13588,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,3.0,Real Bed,50.0,1,0,2,1125,3,2,flexible
13589,Kreuzberg,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,140.0,2,25,2,8,66,67,strict
13590,Kreuzberg,Apartment,Private room,1,0.5,1.0,1.0,Futon,23.0,1,9,3,16,300,36,flexible
13591,Kreuzberg,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,120.0,1,20,2,1125,126,15,moderate
13593,Kreuzberg,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,55.0,1,0,1,1125,0,0,flexible
13594,Kreuzberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,50.0,1,0,3,1125,0,2,flexible
13595,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,0,3,14,0,0,flexible
13596,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,50.0,1,15,3,1125,0,1,moderate
13597,Kreuzberg,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,38.0,1,0,20,22,0,0,moderate
13598,Kreuzberg,Serviced apartment,Entire home/apt,4,1.0,0.0,3.0,Real Bed,69.0,2,10,1,1125,113,10,flexible
13599,Kreuzberg,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,80.0,4,20,2,14,14,16,flexible
13600,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,80.0,1,80,7,1125,0,0,strict
13602,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,45.0,1,0,1,1125,0,2,flexible
13603,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,1,10,3,3,34,11,strict
13604,Kreuzberg,Apartment,Private room,4,1.0,1.0,4.0,Real Bed,39.0,1,54,1,7300,362,55,moderate
13605,Kreuzberg,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,75.0,2,15,1,1125,0,3,moderate
13606,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,23.0,1,0,1,1125,0,0,flexible
13607,Kreuzberg,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,54.0,1,20,2,1125,306,81,strict
13608,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,29.0,1,15,150,365,200,71,strict
13609,Kreuzberg,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,75.0,1,0,2,4,14,2,flexible
13611,Kreuzberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,45.0,1,0,3,14,0,1,flexible
13612,Kreuzberg,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,49.0,1,12,5,18,292,1,flexible
13613,Kreuzberg,Loft,Entire home/apt,6,1.5,3.0,4.0,Real Bed,165.0,4,35,2,365,257,59,strict
13615,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Futon,35.0,1,0,1,1125,0,2,flexible
13616,Kreuzberg,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,49.0,2,25,2,365,31,77,strict
13617,Kreuzberg,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,25.0,2,10,3,1125,0,6,strict
13618,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,95.0,1,0,4,1125,328,16,strict
13619,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,20,3,1125,1,8,flexible
13620,Friedrichshain,Condominium,Entire home/apt,3,1.0,1.0,1.0,Futon,75.0,1,0,2,7,0,6,flexible
13621,Friedrichshain,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,54.0,1,0,1,1125,0,2,moderate
13622,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,1,18,2,60,223,7,moderate
13623,Friedrichshain,Apartment,Entire home/apt,2,1.0,2.0,2.0,Real Bed,37.0,1,0,10,14,0,0,flexible
13624,Friedrichshain,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,94.0,2,10,4,1125,0,5,moderate
13627,Friedrichshain,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,50.0,1,8,7,1125,314,18,flexible
13628,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,0,1,1125,127,1,flexible
13629,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,5,2,1125,0,2,flexible
13633,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,45.0,1,10,2,1125,82,29,moderate
13635,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,120.0,1,5,4,18,249,11,moderate
13636,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30.0,1,5,85,1125,303,149,strict
13637,Kreuzberg,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,70.0,1,20,3,6,0,1,strict
13638,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,70.0,1,0,2,4,22,0,flexible
13639,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,29.0,1,0,3,1125,68,6,moderate
13640,Kreuzberg,Apartment,Private room,4,1.0,2.0,2.0,Real Bed,150.0,1,0,1,14,84,1,flexible
13643,Kreuzberg,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,30.0,1,0,4,1125,0,10,strict
13645,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,55.0,1,0,4,1125,0,2,flexible
13646,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,20.0,1,8,15,1125,309,5,moderate
13647,Kreuzberg,Apartment,Entire home/apt,4,1.0,2.0,4.0,Real Bed,119.0,4,20,4,1125,22,6,moderate
13648,Kreuzberg,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,130.0,1,0,3,1125,67,3,moderate
13649,Kreuzberg,Apartment,Private room,4,1.0,1.0,1.0,Real Bed,45.0,2,30,2,1125,320,4,moderate
13650,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,55.0,1,0,4,40,5,46,strict
13651,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,0,6,1125,0,0,flexible
13652,Kreuzberg,Apartment,Entire home/apt,3,1.0,2.0,3.0,Real Bed,50.0,1,20,7,1125,265,2,strict
13653,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,105.0,2,0,3,1125,143,9,strict
13654,Kreuzberg,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,55.0,1,0,5,1125,0,4,flexible
13655,Kreuzberg,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,45.0,1,10,7,20,0,4,strict
13656,Kreuzberg,Apartment,Entire home/apt,4,1.0,2.0,4.0,Real Bed,100.0,2,20,2,14,25,4,strict
13660,Charlottenburg,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,50.0,2,15,14,240,234,1,moderate
13661,Charlottenburg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,49.0,1,0,4,1125,1,3,strict
13662,Charlottenburg,Apartment,Private room,4,1.0,1.0,4.0,Real Bed,22.0,1,12,1,1125,184,63,moderate
13663,Pankow,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,60.0,1,0,7,9,0,0,flexible
13664,Pankow,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30.0,1,0,3,3,0,7,flexible
13665,Pankow,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,49.0,1,0,1,1125,125,0,moderate
13666,Pankow,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,20.0,1,5,4,30,0,1,strict
13667,Pankow,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,29.0,1,0,1,12,0,0,strict
13668,Pankow,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,65.0,1,0,3,1125,0,7,flexible
13669,Pankow,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,34.0,1,0,1,1125,288,90,strict
13670,Pankow,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,30.0,1,20,6,1125,0,0,strict
13671,Pankow,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,15.0,1,0,1,1125,0,0,flexible
13672,Pankow,Apartment,Private room,2,1.0,1.0,1.0,Couch,35.0,1,8,3,7,339,11,strict
13743,Charlottenburg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,19.0,1,9,2,1125,0,8,moderate
13744,Charlottenburg,Apartment,Entire home/apt,7,1.0,3.0,6.0,Real Bed,134.0,3,25,5,45,1,11,strict
13745,Charlottenburg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,50.0,1,0,1,1125,127,1,strict
13746,Charlottenburg,Apartment,Entire home/apt,4,1.5,1.0,2.0,Real Bed,120.0,1,0,7,90,0,1,strict
13764,Neukölln,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,34.0,1,0,3,28,295,71,moderate
13765,Neukölln,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,75.0,1,25,2,180,0,71,strict
13766,Neukölln,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,48.0,1,14,4,1125,35,6,moderate
13767,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,26.0,1,10,1,1125,289,2,moderate
13768,Neukölln,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,25.0,1,10,5,1125,0,0,flexible
13769,Neukölln,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,90.0,1,0,5,1125,5,3,moderate
13770,Neukölln,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,60.0,2,15,1,1125,0,9,flexible
13773,Neukölln,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,48.0,1,0,1,1125,0,0,flexible
13775,Neukölln,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,29.0,1,15,3,1125,0,6,moderate
13776,Neukölln,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,35.0,2,0,1,1125,3,14,moderate
13777,Mitte,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,19.0,1,0,7,1125,0,1,moderate
13778,Neukölln,Apartment,Private room,2,2.0,1.0,2.0,Real Bed,20.0,1,0,1,1125,0,2,flexible
13779,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,79.0,1,20,3,20,164,29,strict
13780,Mitte,Apartment,Private room,4,1.0,1.0,1.0,Real Bed,29.0,3,5,20,25,0,0,strict
13781,Neukölln,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,59.0,2,18,1,90,270,111,flexible
13782,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,39.0,1,0,2,1125,35,2,flexible
13785,Köpenick,Bed & Breakfast,Private room,1,1.0,1.0,2.0,Real Bed,45.0,1,20,1,30,0,0,flexible
13786,Köpenick,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,19.0,1,6,2,1125,176,5,moderate
13787,Köpenick,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,2,20,2,30,0,0,flexible
13790,Neukölln,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,30.0,1,14,2,1125,142,110,strict
13791,Neukölln,Apartment,Private room,3,2.0,1.0,2.0,Real Bed,60.0,2,15,2,1125,35,0,moderate
13792,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,40.0,1,0,1,1125,0,0,flexible
13793,Neukölln,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,18.0,1,0,8,10,0,0,flexible
13796,Neukölln,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,30.0,1,0,6,1125,0,4,moderate
13797,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,0,4,1125,4,0,flexible
13798,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,20.0,1,0,2,1125,0,3,moderate
13799,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,10,7,15,135,1,flexible
13800,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,2,0,2,1125,14,4,moderate
13801,Neukölln,Apartment,Entire home/apt,3,1.0,2.0,2.0,Futon,40.0,1,30,1,20,338,8,flexible
13802,Neukölln,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,25.0,1,0,1,1,0,0,flexible
13803,Neukölln,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,67.0,4,0,14,1125,7,4,moderate
13804,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30.0,1,8,2,31,0,2,flexible
13805,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,28.0,1,28,5,1125,0,1,flexible
13806,Mitte,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,80.0,1,10,3,1125,3,3,flexible
13807,Neukölln,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,55.0,2,0,5,30,0,3,flexible
13808,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,1,20,2,30,351,4,strict
13809,Mitte,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,38.0,4,5,14,1125,0,1,strict
13810,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,45.0,1,0,20,25,98,0,flexible
13811,Mitte,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,22.0,1,0,1,7,0,1,flexible
13812,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,40.0,2,0,3,1125,14,17,strict
13814,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Futon,15.0,1,0,1,1125,0,0,flexible
13815,Neukölln,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,41.0,2,11,8,1125,5,7,moderate
13816,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,55.0,1,0,5,1125,0,11,moderate
13818,Neukölln,Apartment,Entire home/apt,4,1.0,2.0,1.0,Real Bed,65.0,2,10,5,8,0,2,moderate
13819,Neukölln,Condominium,Entire home/apt,5,1.0,2.0,2.0,Real Bed,70.0,1,0,4,1125,0,2,strict
13820,Neukölln,Guest suite,Entire home/apt,1,1.0,1.0,1.0,Pull-out Sofa,22.0,1,60,21,1125,338,0,moderate
13821,Neukölln,Apartment,Entire home/apt,2,1.0,2.0,2.0,Real Bed,50.0,1,0,1,1125,0,1,flexible
13822,Neukölln,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,94.0,2,10,5,15,16,24,strict
13823,Neukölln,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,70.0,1,20,2,1125,365,5,strict
13824,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,50.0,1,0,8,1125,0,1,flexible
13833,Lichtenberg,Apartment,Shared room,3,1.0,1.0,3.0,Real Bed,150.0,1,0,1,1125,364,0,flexible
13834,Lichtenberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,5,2,1125,10,1,moderate
13839,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,23.0,1,10,2,1125,3,15,flexible
13840,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,10,1,1125,0,1,strict
13842,Neukölln,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,40.0,1,0,1,1125,0,2,flexible
13843,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30.0,2,15,3,1125,10,0,strict
13844,Neukölln,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,30.0,1,0,4,62,74,49,moderate
13846,Neukölln,Apartment,Entire home/apt,1,1.0,0.0,1.0,Real Bed,20.0,1,0,1,1125,0,0,flexible
13847,Neukölln,Apartment,Entire home/apt,4,1.0,2.0,1.0,Real Bed,59.0,1,0,4,1125,1,38,moderate
13849,Neukölln,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,80.0,2,10,4,18,66,3,strict
13850,Charlottenburg,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,32.0,1,12,1,21,194,23,moderate
13851,Charlottenburg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,80.0,1,0,5,17,127,0,flexible
13852,Charlottenburg,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,18.0,1,10,4,13,330,46,moderate
13854,Charlottenburg,Apartment,Entire home/apt,1,1.0,0.0,1.0,Real Bed,84.0,1,0,7,1125,0,2,moderate
13856,Charlottenburg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,63.0,1,0,3,7,360,2,moderate
13859,Wilmersdorf,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,40.0,2,0,4,1125,130,5,strict
13860,Wilmersdorf,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,30.0,1,10,1,1125,10,0,strict
13862,Wilmersdorf,Apartment,Entire home/apt,4,1.0,3.0,5.0,Real Bed,65.0,2,10,5,14,156,2,strict
13863,Wilmersdorf,House,Private room,2,1.0,1.0,1.0,Real Bed,40.0,2,10,2,1125,56,0,moderate
13864,Wilmersdorf,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,75.0,2,20,5,1125,4,33,strict
13865,Wilmersdorf,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,100.0,2,20,7,7,0,1,flexible
13866,Wilmersdorf,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,46.0,1,0,3,50,137,30,moderate
13867,Wilmersdorf,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,50.0,2,15,3,30,127,2,flexible
13868,Wilmersdorf,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,80.0,1,0,1,1125,8,0,strict
13870,Steglitz,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,55.0,2,20,3,1125,30,14,moderate
13871,Steglitz,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,15,2,10,177,0,flexible
13872,Steglitz,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,500.0,2,10,7,1125,0,0,flexible
13873,Spandau,Apartment,Private room,4,1.0,1.0,4.0,Real Bed,100.0,3,15,3,15,365,0,strict
13874,Steglitz,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,0,3,1125,1,0,flexible
13875,Zehlendorf,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,47.0,1,20,1,1125,364,16,flexible
13881,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,24.0,1,5,2,1125,0,3,moderate
13882,Neukölln,Apartment,Shared room,2,1.0,1.0,2.0,Real Bed,39.0,1,0,1,1125,0,4,flexible
13884,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,85.0,1,0,4,1125,0,2,strict
13885,Neukölln,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,35.0,1,15,1,1125,344,21,flexible
13886,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,22.0,1,0,2,5,0,0,flexible
13887,Neukölln,Apartment,Entire home/apt,1,1.0,0.0,1.0,Real Bed,35.0,1,0,2,6,99,0,flexible
13888,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,50.0,1,0,4,7,0,4,moderate
