,Neighbourhood,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Price,Guests Included,Extra People,Minimum Nights,Maximum Nights,Availability 365,Number of Reviews,Cancellation Policy
12963,Friedrichshain,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,17.0,1,0,42,1125,61,1,strict
12964,Friedrichshain,Apartment,Private room,2,2.5,1.0,2.0,Real Bed,25.0,1,25,1,1125,128,18,strict
12979,Wilmersdorf,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,95.0,1,0,1,1125,0,0,moderate
12982,Mitte,Apartment,Entire home/apt,2,1.0,0.0,1.0,Pull-out Sofa,65.0,1,0,1,1125,0,0,flexible
12983,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,49.0,1,15,2,365,284,112,moderate
12984,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,0,1,2,2,0,flexible
12985,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,60.0,1,20,2,1125,149,50,strict
12987,Mitte,Other,Entire home/apt,2,1.0,1.0,1.0,Real Bed,80.0,1,0,4,30,49,30,strict
12989,Mitte,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,60.0,1,5,10,1125,256,6,strict
12990,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,65.0,1,0,3,1125,37,30,strict
12993,Mitte,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,92.0,2,20,8,1125,243,3,strict
12994,Mitte,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,83.0,1,20,3,1125,45,2,moderate
12995,Mitte,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,80.0,1,0,1,1125,0,0,flexible
12996,Mitte,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,95.0,1,0,3,120,90,0,strict
12997,Mitte,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,90.0,1,0,7,25,0,2,flexible
12998,Mitte,Condominium,Entire home/apt,5,1.0,2.0,4.0,Real Bed,149.0,1,0,3,1125,10,5,flexible
13000,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,39.0,1,10,2,1125,37,0,flexible
13001,Mitte,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,89.0,1,15,1,1125,82,16,moderate
13002,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,82.0,1,0,7,1125,198,16,strict
13007,Mitte,Apartment,Entire home/apt,10,3.0,6.0,7.0,Real Bed,375.0,6,30,3,1125,17,0,strict
13008,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,60.0,1,0,4,11,9,3,flexible
13009,Mitte,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,80.0,2,10,1,1125,132,14,strict
13010,Mitte,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,170.0,2,5,6,1125,0,1,strict
13011,Mitte,Apartment,Entire home/apt,4,1.0,3.0,4.0,Real Bed,140.0,4,0,1,365,328,74,strict
13013,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,12,2,60,294,54,moderate
13014,Mitte,Apartment,Entire home/apt,4,1.0,1.0,4.0,Real Bed,26.0,1,0,1,1125,21,2,flexible
13015,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,45.0,1,0,2,1125,0,5,moderate
13017,Kreuzberg,Apartment,Private room,1,2.0,1.0,1.0,Real Bed,25.0,1,0,3,20,0,2,flexible
13018,Kreuzberg,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,70.0,1,10,2,1125,243,121,flexible
13021,Mitte,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,70.0,1,0,1,1125,338,22,flexible
13022,Mitte,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,30.0,1,0,1,1125,0,2,flexible
13023,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,69.0,1,0,3,6,0,0,flexible
13024,Mitte,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,45.0,1,18,2,1125,218,35,flexible
13025,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,36.0,1,0,1,8,0,1,moderate
13027,Mitte,Apartment,Entire home/apt,7,1.0,1.0,4.0,Real Bed,110.0,2,15,2,1125,277,22,strict
13028,Mitte,Apartment,Entire home/apt,6,1.0,2.0,1.0,Real Bed,110.0,2,25,2,1125,347,43,strict
13029,Mitte,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,58.0,2,20,2,1125,0,7,strict
13030,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,70.0,1,0,4,21,0,114,flexible
13031,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Pull-out Sofa,40.0,1,10,6,21,136,21,strict
13032,Mitte,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,48.0,1,0,2,3,0,4,flexible
13034,Mitte,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,65.0,1,0,1,1125,0,0,flexible
13036,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,24.0,1,15,4,23,2,17,strict
13037,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,15,1,1125,0,0,flexible
13038,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,1,5,1,4,73,154,strict
13039,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,80.0,1,0,2,1125,0,1,moderate
13056,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,60.0,1,0,2,1125,346,40,strict
13058,Kreuzberg,Apartment,Private room,1,1.5,1.0,1.0,Pull-out Sofa,35.0,1,10,2,88,250,209,moderate
13084,Mitte,Apartment,Entire home/apt,6,1.0,3.0,3.0,Real Bed,140.0,4,25,36,365,365,4,moderate
13097,Charlottenburg,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,40.0,2,30,2,1125,187,1,moderate
13098,Charlottenburg,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,34.0,2,15,3,1125,0,9,flexible
13099,Charlottenburg,Apartment,Entire home/apt,3,2.0,1.0,1.0,Real Bed,60.0,1,0,3,1125,11,0,moderate
13100,Charlottenburg,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,65.0,1,0,21,1125,0,0,flexible
13101,Pankow,Apartment,Entire home/apt,2,1.0,1.0,1.0,Pull-out Sofa,41.0,1,0,2,1125,59,5,flexible
13102,Pankow,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,50.0,1,0,3,14,0,2,flexible
13103,Pankow,Apartment,Private room,3,1.0,1.0,2.0,Pull-out Sofa,30.0,1,20,1,1125,274,6,strict
13104,Pankow,Apartment,Private room,2,0.0,1.0,1.0,Real Bed,22.0,1,19,2,1125,127,26,flexible
13105,Pankow,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,30.0,1,0,1,1125,0,0,flexible
13106,Pankow,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,47.0,2,8,60,1125,302,23,moderate
13107,Pankow,House,Private room,3,1.0,1.0,1.0,Real Bed,23.0,1,10,3,1125,313,0,flexible
13108,Pankow,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,80.0,2,15,3,1125,323,112,strict
13112,Kreuzberg,Apartment,Entire home/apt,5,1.5,2.0,5.0,Real Bed,79.0,4,15,6,13,268,7,strict
13113,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,50.0,2,20,14,1125,0,0,strict
13114,Kreuzberg,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,70.0,2,20,3,1125,218,47,strict
13117,Kreuzberg,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,35.0,1,0,10,1125,92,15,strict
13118,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30.0,1,4,2,56,273,73,strict
13119,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,50.0,1,0,3,1125,0,1,flexible
13120,Kreuzberg,Apartment,Private room,3,2.0,1.0,3.0,Real Bed,98.0,1,0,3,15,0,3,flexible
13122,Kreuzberg,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,85.0,2,15,5,1125,0,1,moderate
13124,Kreuzberg,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,50.0,1,0,1,15,286,19,strict
13125,Kreuzberg,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,39.0,2,12,1,1125,344,120,moderate
13126,Kreuzberg,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,84.0,1,15,3,30,15,10,strict
13127,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,22.0,1,0,2,15,7,6,moderate
13130,Kreuzberg,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,60.0,1,0,28,1125,325,1,strict
13132,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,5,3,1125,7,0,flexible
13133,Kreuzberg,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,80.0,1,0,7,1125,160,8,strict
13134,Kreuzberg,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,110.0,1,0,2,1125,0,1,flexible
13135,Kreuzberg,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,49.0,1,0,3,1125,190,8,moderate
13138,Kreuzberg,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,30.0,1,0,7,1125,0,2,strict
13139,Kreuzberg,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,150.0,2,20,2,1125,292,28,strict
13140,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,82.0,2,0,2,1125,33,31,moderate
13141,Kreuzberg,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,23.0,1,0,4,1125,0,1,moderate
13142,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,64.0,1,0,2,1125,0,14,flexible
13143,Kreuzberg,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,110.0,2,10,1,14,0,5,strict
13145,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,0,3,1125,0,1,flexible
13146,Kreuzberg,Apartment,Private room,2,1.0,2.0,4.0,Real Bed,53.0,1,20,2,16,176,0,strict
13147,Kreuzberg,Apartment,Private room,1,2.0,1.0,1.0,Real Bed,25.0,1,0,5,20,0,0,moderate
13148,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,40.0,1,20,7,12,0,1,strict
13149,Kreuzberg,Apartment,Entire home/apt,2,0.5,1.0,1.0,Real Bed,51.0,1,15,2,1125,127,22,moderate
13151,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,38.0,1,10,3,1125,0,0,flexible
13152,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,50.0,1,0,1,1125,0,0,flexible
13153,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,35.0,1,5,1,1125,0,1,flexible
13155,Kreuzberg,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,29.0,1,10,2,7,65,123,moderate
13156,Kreuzberg,Apartment,Private room,2,1.0,2.0,2.0,Real Bed,35.0,1,0,1,55,158,17,moderate
13157,Kreuzberg,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,100.0,1,0,1,1125,0,2,flexible
13158,Kreuzberg,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,140.0,2,30,3,1125,360,0,flexible
13159,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,32.0,1,10,7,1125,0,0,flexible
13160,Kreuzberg,Apartment,Entire home/apt,3,1.0,2.0,1.0,Real Bed,68.0,2,25,2,1125,356,41,flexible
13161,Kreuzberg,Apartment,Private room,4,1.5,1.0,4.0,Real Bed,25.0,2,15,1,1125,101,114,strict
13162,Kreuzberg,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,43.0,1,0,7,16,128,0,flexible
13163,Kreuzberg,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,45.0,2,15,1,1125,84,186,strict
13165,Kreuzberg,Apartment,Private room,2,2.0,1.0,2.0,Real Bed,60.0,1,0,2,1125,249,0,flexible
13166,Neukölln,House,Entire home/apt,2,1.5,1.0,1.0,Real Bed,50.0,1,0,1,30,30,11,strict
13167,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,0,1,3,0,0,flexible
13168,Kreuzberg,Apartment,Entire home/apt,2,1.0,2.0,1.0,Real Bed,80.0,1,0,1,1125,73,0,strict
13169,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,55.0,1,15,2,4,20,1,flexible
13170,Kreuzberg,Apartment,Entire home/apt,5,2.0,0.0,5.0,Real Bed,100.0,4,20,3,1125,28,0,strict
13171,Kreuzberg,Apartment,Entire home/apt,4,1.0,0.0,4.0,Real Bed,59.0,1,10,1,20,152,46,moderate
13173,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,0,1,7,274,0,flexible
13174,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,39.0,1,16,4,10,144,4,moderate
13175,Kreuzberg,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,46.0,1,15,2,1125,90,6,strict
13177,Kreuzberg,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,58.0,2,50,3,1125,175,3,strict
13179,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,38.0,1,0,1,1125,43,27,moderate
13180,Kreuzberg,Bed & Breakfast,Private room,1,1.0,1.0,1.0,Real Bed,48.0,1,0,1,7,90,12,flexible
13181,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,28.0,1,10,2,1125,52,0,moderate
13182,Kreuzberg,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,85.0,2,10,6,30,0,26,moderate
13183,Kreuzberg,Apartment,Entire home/apt,3,1.5,1.0,2.0,Real Bed,85.0,2,25,2,1125,0,5,moderate
13184,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,70.0,1,0,3,1125,0,0,flexible
13203,Kreuzberg,Apartment,Entire home/apt,6,1.0,2.0,6.0,Real Bed,96.0,3,10,2,365,259,70,flexible
13204,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,0,6,8,126,2,flexible
13208,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,37.0,1,12,2,14,0,8,moderate
13209,Friedrichshain,Loft,Entire home/apt,5,1.5,4.0,5.0,Real Bed,150.0,1,0,1,1125,0,0,flexible
13210,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,45.0,1,15,24,600,342,3,moderate
13211,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,59.0,2,0,61,1125,0,39,strict
13212,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,35.0,2,8,6,30,0,12,strict
13233,Charlottenburg,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,70.0,1,10,2,1125,318,32,strict
13234,Charlottenburg,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,45.0,1,10,2,1125,16,9,moderate
13235,Wilmersdorf,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,26.0,1,20,1,90,46,14,flexible
13236,Steglitz,Apartment,Entire home/apt,4,1.0,0.0,3.0,Real Bed,95.0,1,0,1,1125,303,11,flexible
13241,Zehlendorf,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,56.0,1,0,1,1125,342,16,flexible
13243,Zehlendorf,House,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,0,2,1125,338,4,moderate
13247,Zehlendorf,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,98.0,2,20,3,60,300,27,strict
13252,Schöneberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,8,1,1125,2,16,strict
13255,Charlottenburg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,39.0,1,10,4,1125,96,12,moderate
13256,Charlottenburg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,28.0,1,17,6,1125,250,26,moderate
13258,Wilmersdorf,Bed & Breakfast,Private room,2,1.0,1.0,2.0,Real Bed,55.0,1,15,2,1125,362,2,moderate
13259,Wilmersdorf,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,45.0,1,10,1,1125,306,12,moderate
13261,Wilmersdorf,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,55.0,1,0,4,14,3,1,flexible
13262,Wilmersdorf,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,55.0,1,10,3,1125,0,0,flexible
13263,Wilmersdorf,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,111.0,4,20,3,10,119,9,strict
13264,Wilmersdorf,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,35.0,1,15,1,1125,54,1,flexible
13265,Wilmersdorf,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,38.0,1,0,6,9,0,1,flexible
13266,Wilmersdorf,Apartment,Private room,1,1.0,1.0,1.0,Futon,35.0,1,0,1,3,62,1,moderate
13267,Wilmersdorf,Apartment,Private room,2,1.0,1.0,1.0,Futon,30.0,1,12,2,1125,355,2,moderate
13268,Wilmersdorf,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,31.0,1,15,2,1125,250,7,strict
13281,Pankow,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,20.0,1,0,4,1125,0,0,moderate
13316,Neukölln,Apartment,Entire home/apt,1,1.0,2.0,2.0,Real Bed,50.0,1,10,5,1125,135,0,moderate
13317,Neukölln,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,25.0,1,0,5,11,0,0,flexible
13318,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,45.0,1,0,1,1125,0,2,flexible
13319,Neukölln,Apartment,Entire home/apt,2,1.0,0.0,1.0,Futon,100.0,1,0,2,1125,364,0,moderate
13320,Neukölln,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,30.0,2,5,3,1125,0,4,flexible
13321,Neukölln,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,45.0,1,12,2,7,62,2,moderate
13322,Neukölln,Apartment,Private room,4,1.0,1.0,1.0,Real Bed,50.0,2,15,1,30,85,23,moderate
13323,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,44.0,1,0,2,1125,311,0,flexible
13324,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,2,0,10,24,0,4,strict
13325,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30.0,1,0,28,1125,3,3,moderate
13327,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,35.0,1,10,10,14,0,0,moderate
13330,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,55.0,1,10,30,365,284,66,strict
13331,Neukölln,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,40.0,1,0,3,14,0,3,moderate
13333,Neukölln,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,40.0,1,10,3,7,0,4,moderate
13334,Neukölln,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,100.0,2,0,2,1125,157,11,moderate
13335,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,19.0,1,0,1,1125,0,0,flexible
13339,Neukölln,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,99.0,1,0,5,21,0,0,moderate
13341,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,85.0,1,0,1,1125,0,0,flexible
13342,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,20.0,1,0,6,10,0,0,flexible
13344,Neukölln,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,53.0,1,9,1,1125,345,70,strict
13345,Neukölln,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,55.0,1,0,1,1125,0,27,strict
13346,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,49.0,1,0,4,15,0,1,flexible
13347,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,84.0,1,0,5,1125,311,119,strict
13348,Neukölln,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,21.0,1,10,3,1125,0,0,moderate
13349,Neukölln,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,45.0,1,0,10,20,0,0,flexible
13350,Neukölln,Apartment,Private room,1,2.0,1.0,2.0,Real Bed,20.0,1,0,1,1125,86,0,flexible
13351,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30.0,1,5,2,1125,0,8,flexible
13352,Neukölln,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,77.0,1,0,4,11,47,0,strict
13353,Neukölln,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,21.0,1,9,4,40,0,2,flexible
13354,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,50.0,1,0,2,21,0,4,flexible
13355,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30.0,1,10,2,30,41,4,moderate
13356,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,0,2,1125,315,11,strict
13357,Mitte,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,44.0,3,11,2,14,0,4,moderate
13360,Köpenick,Apartment,Entire home/apt,5,1.5,2.0,4.0,Real Bed,102.0,6,15,6,180,141,4,moderate
13361,Köpenick,Apartment,Private room,4,2.0,1.0,3.0,Real Bed,35.0,1,12,3,1125,82,0,strict
13362,Neukölln,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,49.0,1,14,1,1125,357,43,moderate
13365,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,49.0,1,0,3,10,309,33,strict
13366,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,34.0,2,10,1,1125,7,11,strict
13367,Neukölln,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,80.0,2,10,2,1125,3,3,strict
13368,Neukölln,Bed & Breakfast,Private room,1,1.5,1.0,1.0,Pull-out Sofa,27.0,1,0,4,6,365,10,moderate
13369,Neukölln,Apartment,Private room,3,1.0,2.0,2.0,Real Bed,50.0,1,0,3,14,15,7,strict
13370,Neukölln,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,45.0,1,10,2,1125,0,2,strict
13371,Neukölln,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,21.0,1,20,3,1125,0,1,flexible
13372,Neukölln,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,25.0,1,0,1,1125,20,11,flexible
13373,Neukölln,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,33.0,1,18,2,14,86,2,flexible
13374,Neukölln,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,76.0,1,0,2,1125,365,0,flexible
13375,Neukölln,Apartment,Shared room,2,1.0,1.0,1.0,Pull-out Sofa,50.0,1,20,1,7,365,0,flexible
13377,Schöneberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,38.0,1,10,2,14,354,7,moderate
13380,Schöneberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Couch,38.0,1,10,10,14,0,0,flexible
13383,Treptow,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,40.0,3,10,5,1125,0,2,strict
13385,Treptow,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,46.0,1,15,1,1125,3,5,flexible
13388,Treptow,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,0,15,1125,183,1,strict
13389,Treptow,Apartment,Private room,4,1.0,1.0,1.0,Real Bed,36.0,1,10,2,1125,156,55,moderate
13398,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30.0,1,0,6,10,0,0,moderate
13399,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,38.0,1,0,3,1125,18,17,flexible
13400,Neukölln,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,25.0,1,15,2,1125,0,5,flexible
13401,Neukölln,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,25.0,1,0,3,1125,302,1,moderate
13403,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,20.0,1,5,2,1125,0,8,strict
13404,Neukölln,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,65.0,1,0,2,1125,0,6,moderate
13405,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,35.0,1,0,2,1125,0,1,moderate
13406,Neukölln,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,35.0,1,15,2,7,86,1,flexible
13408,Neukölln,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,59.0,1,0,14,1125,365,1,flexible
13409,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,42.0,2,0,2,15,15,8,flexible
13413,Neukölln,Apartment,Entire home/apt,2,1.0,3.0,2.0,Real Bed,32.0,1,0,7,40,18,0,flexible
13414,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,37.0,2,10,14,1125,0,3,moderate
13416,Neukölln,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,30.0,1,0,3,10,0,1,flexible
13417,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,24.0,1,0,2,1125,0,0,flexible
13418,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,49.0,1,0,2,1125,0,0,flexible
13425,Lichtenberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,22.0,1,15,1,5,85,4,flexible
13426,Lichtenberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,80.0,1,0,6,60,190,0,flexible
13427,Lichtenberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,0,3,1125,0,1,flexible
13428,Lichtenberg,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,35.0,1,9,2,10,363,4,moderate
13429,Lichtenberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,34.0,1,0,5,1125,0,4,flexible
13430,Lichtenberg,Condominium,Entire home/apt,4,1.0,0.0,1.0,Real Bed,72.0,2,17,2,1125,136,37,moderate
13431,Lichtenberg,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,40.0,1,0,1,7,8,0,moderate
13435,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,21.0,1,10,2,1125,0,3,flexible
13436,Neukölln,Apartment,Private room,2,0.0,1.0,1.0,Real Bed,25.0,1,5,1,1125,0,10,strict
13438,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,50.0,1,10,30,1125,32,51,strict
13439,Neukölln,Loft,Private room,2,2.0,1.0,1.0,Real Bed,35.0,1,0,1,13,0,0,flexible
13440,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,0,1,1125,12,12,flexible
13441,Neukölln,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,75.0,1,12,3,31,83,14,strict
13442,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,50.0,1,0,2,1125,0,0,moderate
