,id,superhost,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,beds,price,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms
14308,591352092528919967,f,Álvaro Obregón,19.36738,-99.26087,Private room in serviced apartment,Private room,1,1.0,1,607,330,1,0,0,5.0,5.0,5.0,3,0,3
14309,600892519384569197,t,Venustiano Carranza,19.439045,-99.079597,Private room in home,Private room,1,1.0,1,302,84,195,102,7,4.83,4.89,4.84,8,0,8
14310,591372729657584552,f,Cuauhtémoc,19.42186,-99.16315,Private room in rental unit,Private room,1,1.0,1,416,3,3,3,0,4.67,4.33,4.67,2,0,2
14311,597653617769251382,t,Coyoacán,19.34788,-99.16607,Entire home,Entire home/apt,6,2.5,3,2800,0,62,38,3,4.98,4.92,4.92,1,1,0
14312,591403135465662108,t,Miguel Hidalgo,19.440244674682617,-99.19959259033205,Entire rental unit,Entire home/apt,4,2.0,3,2563,360,46,22,2,4.91,4.96,4.96,43,43,0
14313,601353751728719540,t,Miguel Hidalgo,19.438013,-99.199814,Entire condo,Entire home/apt,4,2.0,2,2178,186,68,40,2,4.93,4.93,4.91,12,12,0
14314,591412907693724865,t,Miguel Hidalgo,19.440244674682617,-99.19959259033205,Entire rental unit,Entire home/apt,4,2.0,3,1904,1,60,26,2,4.75,4.87,4.85,43,43,0
14315,601461880249314506,t,Gustavo A. Madero,19.50679,-99.11887,Entire serviced apartment,Entire home/apt,4,1.0,4,680,330,9,1,0,4.89,4.89,4.89,2,2,0
14316,597685302736609125,f,Miguel Hidalgo,19.44484,-99.18627,Private room in condo,Private room,2,1.0,1,350,361,20,11,2,4.55,4.9,4.7,2,1,1
14317,591443610193427882,f,Álvaro Obregón,19.37254,-99.19498,Private room in casa particular,Private room,2,1.5,1,300,360,3,0,0,5.0,5.0,4.67,8,0,8
14319,601464013037841990,t,Cuauhtémoc,19.41555933807796,-99.16899085396729,Entire rental unit,Entire home/apt,5,2.5,3,2651,0,13,11,0,5.0,5.0,5.0,1,1,0
14320,591456273344810858,f,Benito Juárez,19.387138,-99.179543,Entire serviced apartment,Entire home/apt,2,1.0,1,700,351,163,112,5,4.89,4.91,4.87,1,1,0
14321,597710769082603073,t,Miguel Hidalgo,19.42959,-99.20072,Entire rental unit,Entire home/apt,6,1.5,3,4904,359,33,23,0,5.0,5.0,4.97,4,4,0
14323,597711717150457097,t,Venustiano Carranza,19.44734,-99.10289,Entire condo,Entire home/apt,4,1.0,2,777,240,82,64,0,4.83,4.85,4.77,2,2,0
14324,601485470424879149,f,Miguel Hidalgo,19.40205,-99.18189,Entire rental unit,Entire home/apt,3,1.0,2,770,360,35,25,3,4.69,4.8,4.51,29,29,0
14325,601488089383237784,f,Miguel Hidalgo,19.40293,-99.18346,Entire rental unit,Entire home/apt,3,1.0,2,771,353,32,29,4,4.5,4.59,4.25,29,29,0
14326,604194368965314732,t,Cuauhtémoc,19.432013216749628,-99.14317948269152,Entire condo,Entire home/apt,2,1.0,1,495,0,167,149,7,4.78,4.75,4.8,2,2,0
14327,601513071994211897,t,Miguel Hidalgo,19.44088,-99.16849,Private room in condo,Private room,2,1.0,1,510,64,17,7,0,4.65,4.65,4.65,1,0,1
14328,597804729499679147,t,La Magdalena Contreras,19.310997,-99.223877,Entire condo,Entire home/apt,4,2.0,3,1143,354,120,58,4,4.98,4.98,4.91,1,1,0
14329,597840308915006492,f,Benito Juárez,19.39661,-99.15439,Private room in serviced apartment,Private room,1,1.0,1,350,352,28,11,0,4.86,4.86,4.86,1,0,1
14330,604198354322446624,f,Cuauhtémoc,19.41475,-99.15893,Shared room in boutique hotel,Shared room,1,4.0,4,600,300,1,1,0,4.0,5.0,5.0,11,0,5
14332,597842645581123816,t,Benito Juárez,19.38386,-99.16661,Entire vacation home,Entire home/apt,2,1.0,1,600,118,48,21,2,4.71,4.88,4.79,3,3,0
14333,601645425889748097,t,Benito Juárez,19.38908,-99.16784,Entire condo,Entire home/apt,10,4.0,5,3988,158,73,43,1,4.82,4.79,4.79,1,1,0
14334,604256410216410388,t,Benito Juárez,19.38262,-99.156387,Entire condo,Entire home/apt,4,1.0,3,801,346,17,14,1,4.76,4.76,4.88,1,1,0
14335,602031817302973082,f,Miguel Hidalgo,19.42598,-99.17749,Entire condo,Entire home/apt,3,1.0,1,900,22,3,0,0,4.67,5.0,4.33,1,1,0
14336,597906030578333692,t,Cuauhtémoc,19.419414520263672,-99.16326904296876,Entire rental unit,Entire home/apt,4,1.5,2,1650,328,64,33,2,4.88,4.88,4.75,266,266,0
14337,604282734805675291,f,Cuauhtémoc,19.4165,-99.15573,Entire condo,Entire home/apt,5,2.0,3,2500,126,22,11,0,4.73,4.73,4.68,5,5,0
14338,604424537299654564,t,Cuauhtémoc,19.42241668701172,-99.15524291992188,Entire serviced apartment,Entire home/apt,6,2.0,3,2057,0,44,29,1,4.89,4.78,4.82,266,266,0
14339,604438168190213291,t,Benito Juárez,19.38732,-99.16136,Entire condo,Entire home/apt,4,2.0,3,1700,355,22,9,1,5.0,5.0,4.95,1,1,0
14340,597911249063650151,f,Miguel Hidalgo,19.445883,-99.203331,Entire condo,Entire home/apt,2,2.0,1,1174,281,7,1,0,4.71,4.86,4.71,1,1,0
14341,602048427228310135,t,Cuauhtémoc,19.42967545374377,-99.16772705524193,Entire condo,Entire home/apt,6,2.0,3,2256,29,18,18,1,5.0,5.0,5.0,1,1,0
14342,604481429174654888,t,Miguel Hidalgo,19.43166732788086,-99.20013427734376,Entire rental unit,Entire home/apt,4,2.5,2,3648,255,45,25,2,4.73,4.82,4.73,43,43,0
14343,602383882831515007,t,Cuauhtémoc,19.42169,-99.16614,Entire condo,Entire home/apt,3,1.0,1,2510,338,115,67,3,4.91,4.94,4.85,9,9,0
14344,597915155431399462,t,Cuauhtémoc,19.41677,-99.17137,Entire home,Entire home/apt,8,4.0,5,8374,343,12,7,0,4.92,4.92,4.75,1,1,0
14345,597923970623932387,f,Tlalpan,19.28972,-99.16602,Shared room in guesthouse,Shared room,2,1.0,1,420,365,18,7,0,4.28,4.33,4.22,5,1,3
14346,604540975740411709,f,Miguel Hidalgo,19.43315,-99.181,Room in hotel,Private room,2,1.0,1,515,0,51,28,0,4.56,4.67,4.62,26,13,13
14347,597931807297765121,f,Tlalpan,19.29185,-99.16464,Private room in guest suite,Private room,4,1.0,4,700,365,1,0,0,5.0,5.0,5.0,5,1,3
14348,602387820443160688,t,Cuauhtémoc,19.42906,-99.16434,Entire rental unit,Entire home/apt,4,2.0,2,1313,344,70,42,3,4.87,4.84,4.88,11,8,3
14349,602412960703390796,f,Coyoacán,19.35188,-99.1483,Private room in home,Private room,2,2.0,1,500,344,37,25,1,4.97,4.92,4.89,1,0,1
14350,604564213227464936,f,Miguel Hidalgo,19.43306,-99.18047,Entire rental unit,Entire home/apt,2,1.0,1,501,176,54,26,1,4.63,4.72,4.5,26,13,13
14351,602413412775071968,t,Venustiano Carranza,19.43135,-99.09826,Private room in home,Private room,1,1.0,1,750,365,23,14,2,4.65,4.74,4.61,1,0,1
14352,602745956403647863,t,Cuauhtémoc,19.41817,-99.15176,Entire condo,Entire home/apt,6,1.0,4,1090,336,46,16,2,4.87,4.85,4.87,1,1,0
14353,597935513437474894,f,Tlalpan,19.29166,-99.1667,Private room in guesthouse,Private room,4,1.0,2,700,365,4,2,0,4.25,4.5,4.25,5,1,3
14354,604704639764152726,t,Benito Juárez,19.39353,-99.16432,Entire condo,Entire home/apt,3,1.0,2,781,344,15,12,0,5.0,4.87,4.87,7,7,0
14355,604867283473609133,t,Coyoacán,19.31837,-99.12697,Private room in home,Private room,1,1.5,1,255,54,40,17,0,4.98,4.98,4.85,3,0,3
14356,597943226485203975,f,Benito Juárez,19.390953,-99.177437,Entire rental unit,Entire home/apt,16,1.0,8,950,359,6,0,0,3.67,3.33,3.33,3,3,0
14357,602758429650081140,f,Cuauhtémoc,19.42303466796875,-99.14264678955078,Entire rental unit,Entire home/apt,4,1.0,2,895,268,2,0,0,4.0,5.0,4.5,2,2,0
14358,604986748437704802,t,Benito Juárez,19.39498,-99.17773,Private room in condo,Private room,2,1.0,1,1028,353,7,3,1,5.0,5.0,5.0,4,0,4
14359,597947695011476233,f,Cuauhtémoc,19.42763,-99.17264,Entire rental unit,Entire home/apt,4,1.0,3,1621,106,18,17,0,4.89,5.0,4.89,2,2,0
14360,597957185993531596,f,Miguel Hidalgo,19.42689,-99.20489,Entire loft,Entire home/apt,3,1.0,1,1943,275,21,9,0,4.67,4.67,4.76,5,4,1
14361,604993497275509229,t,Cuauhtémoc,19.41068,-99.16426,Entire rental unit,Entire home/apt,3,1.0,1,1609,201,54,32,1,4.89,4.93,4.78,7,7,0
14362,597978965129793548,f,Cuauhtémoc,19.41212,-99.16369,Entire loft,Entire home/apt,4,2.5,1,1400,300,4,2,1,5.0,5.0,5.0,3,3,0
14363,602802465936045483,f,Miguel Hidalgo,19.44349,-99.18582,Entire condo,Entire home/apt,3,1.0,1,1713,363,15,8,2,4.87,4.93,4.87,2,2,0
14364,605026566561971164,t,Cuauhtémoc,19.43312,-99.1461,Entire condo,Entire home/apt,3,1.0,2,1058,353,15,6,0,4.93,4.93,4.93,4,4,0
14365,602841660750171301,t,Cuauhtémoc,19.41130066,-99.17579651,Entire rental unit,Entire home/apt,6,3.0,3,3232,309,49,34,2,4.84,4.98,4.82,75,75,0
14366,605096802057937100,f,Cuauhtémoc,19.43356,-99.14504,Entire condo,Entire home/apt,2,1.0,1,1390,365,13,7,0,5.0,4.92,5.0,1,1,0
14367,602847106574573815,f,Cuauhtémoc,19.41672,-99.17599,Entire condo,Entire home/apt,4,1.5,2,1200,24,4,3,0,4.5,4.75,4.25,2,1,1
14368,602865301397647233,f,Miguel Hidalgo,19.43776,-99.19347,Private room in serviced apartment,Private room,2,1.5,2,700,0,2,0,0,5.0,5.0,5.0,2,0,2
14369,602892619899889102,t,Tlalpan,19.267955780029297,-99.17522430419922,Entire rental unit,Entire home/apt,2,1.0,2,230,329,2,2,1,4.5,4.0,4.0,3,3,0
14370,597994571348068518,t,Cuauhtémoc,19.436647,-99.1399,Entire loft,Entire home/apt,4,1.0,2,1697,173,16,7,0,4.94,5.0,4.94,1,1,0
14371,598009223985398037,f,Benito Juárez,19.390888,-99.177338,Entire rental unit,Entire home/apt,16,1.0,8,900,361,1,1,0,2.0,3.0,2.0,3,3,0
14372,598028441902949473,t,Cuauhtémoc,19.42965,-99.13149,Entire rental unit,Entire home/apt,5,1.0,3,1100,82,66,29,3,4.86,4.91,4.86,11,11,0
14373,605147776659185876,f,Benito Juárez,19.36102,-99.14527,Private room in rental unit,Private room,1,1.0,1,300,330,10,1,0,5.0,5.0,5.0,2,0,2
14374,602967733102369750,t,Miguel Hidalgo,19.432525634765625,-99.19088745117188,Entire rental unit,Entire home/apt,4,2.0,3,2972,339,51,27,2,4.82,4.96,4.84,43,43,0
14375,602968056473691152,t,Miguel Hidalgo,19.432525634765625,-99.19088745117188,Entire rental unit,Entire home/apt,4,2.0,3,2972,345,84,47,3,4.85,4.89,4.86,43,43,0
14376,605184577542931626,t,Miguel Hidalgo,19.44385,-99.20379,Entire rental unit,Entire home/apt,3,1.0,2,934,347,52,30,1,4.69,4.77,4.48,16,16,0
14377,602983343825546454,t,Cuauhtémoc,19.42555645405358,-99.16651567324466,Entire condo,Entire home/apt,2,1.0,1,974,283,19,3,0,4.74,4.79,4.68,3,3,0
14379,598415567140810840,f,Coyoacán,19.35813,-99.16641,Entire loft,Entire home/apt,2,1.0,1,1250,179,2,0,0,5.0,5.0,5.0,1,1,0
14381,598459465725304035,f,Cuauhtémoc,19.40414,-99.16149,Room in aparthotel,Private room,2,1.0,1,521,362,164,60,3,4.21,4.15,4.24,6,0,6
14382,598471416938640659,f,Miguel Hidalgo,19.42728,-99.17608,Entire serviced apartment,Entire home/apt,2,1.0,1,1082,358,104,70,5,4.74,4.78,4.78,15,15,0
14383,603012268120143645,t,Iztacalco,19.41733,-99.070198,Entire condo,Entire home/apt,3,1.0,2,800,305,13,2,0,4.69,4.77,4.69,2,2,0
14384,603055910005744331,f,Cuauhtémoc,19.41092,-99.18025,Entire condo,Entire home/apt,4,2.0,2,1399,0,44,19,1,4.96,4.96,4.96,2,2,0
14385,605260644126667547,f,Iztacalco,19.40545345853387,-99.06421437849164,Private room in condo,Private room,2,1.0,1,301,135,98,56,5,4.86,4.84,4.85,2,0,2
14387,603135251537650114,f,Iztapalapa,19.35494,-99.08389,Private room in serviced apartment,Private room,1,1.0,1,250,365,3,0,0,5.0,5.0,5.0,3,0,3
14389,603147381723491548,t,Cuauhtémoc,19.43362,-99.15088,Private room in rental unit,Private room,2,1.0,1,670,165,35,24,3,5.0,4.97,4.83,1,0,1
14390,612407517840034549,t,Miguel Hidalgo,19.42938,-99.174438,Private room in serviced apartment,Private room,2,1.0,1,879,360,80,24,0,4.78,4.85,4.73,106,86,20
14391,605744586539852270,f,Iztacalco,19.406026552274817,-99.06389935993026,Private room in condo,Private room,2,1.0,2,340,154,99,74,3,4.69,4.75,4.76,2,0,2
14393,612492182349639844,f,Cuauhtémoc,19.4116,-99.15666,Entire condo,Entire home/apt,2,1.0,1,1036,274,5,0,0,4.8,4.8,5.0,1,1,0
14394,603331027134132083,t,Cuauhtémoc,19.425927,-99.165542,Entire condo,Entire home/apt,2,1.0,1,979,238,53,20,0,4.81,4.87,4.81,3,3,0
14395,605915612484600040,f,Benito Juárez,19.4002,-99.16252,Entire home,Entire home/apt,10,3.5,10,1499,353,16,10,0,4.19,4.06,4.25,3,3,0
14396,603559653844143802,t,Cuauhtémoc,19.41839981,-99.16139984,Entire rental unit,Entire home/apt,2,1.0,1,1960,1,54,36,1,4.82,4.85,4.78,75,75,0
14397,606233641331365033,t,Cuauhtémoc,19.41395,-99.15642,Private room in rental unit,Private room,2,1.0,1,478,334,37,17,1,4.92,4.95,4.95,10,2,8
14398,603580576753597525,t,Cuauhtémoc,19.41694641113281,-99.17799377441406,Entire condo,Entire home/apt,5,2.5,3,2800,0,31,16,2,4.88,4.94,4.56,17,17,0
14399,612553201742304711,f,Cuauhtémoc,19.407833,-99.171761,Private room in home,Private room,2,3.0,1,614,174,43,10,1,4.86,4.88,4.84,6,0,6
14400,606340440498831686,f,Cuauhtémoc,19.41486,-99.16108,Private room in condo,Private room,1,1.0,1,650,299,13,1,0,4.85,4.85,4.85,3,1,2
14401,603632831801837809,t,Miguel Hidalgo,19.42848,-99.17532,Private room in serviced apartment,Private room,2,1.0,1,938,358,87,32,0,4.74,4.9,4.76,106,86,20
14402,606447860364308761,t,Cuauhtémoc,19.41051,-99.17301,Private room in home,Private room,2,1.0,2,1062,1,17,14,2,4.59,4.82,4.71,6,4,2
14403,603641043976902775,t,Miguel Hidalgo,19.43025,-99.17549,Private room in serviced apartment,Private room,2,1.0,1,938,359,84,26,0,4.82,4.83,4.76,106,86,20
14404,612919630279437774,t,Miguel Hidalgo,19.44786,-99.21477,Private room in home,Private room,2,1.0,1,385,0,117,71,8,4.88,4.91,4.84,3,0,3
14406,603648521718919643,t,Miguel Hidalgo,19.40792,-99.18489,Entire guesthouse,Entire home/apt,3,1.0,2,903,79,6,4,0,5.0,4.83,5.0,3,3,0
14407,606579601171148617,f,Coyoacán,19.34059,-99.17131,Entire guest suite,Entire home/apt,4,2.5,2,1500,359,2,0,0,5.0,5.0,5.0,2,2,0
14408,603673580334817354,t,Cuauhtémoc,19.42838,-99.17351,Private room in serviced apartment,Private room,2,1.0,1,779,362,49,16,0,4.86,4.9,4.82,106,86,20
14410,612925416123782559,f,Cuauhtémoc,19.426676,-99.16555,Private room in rental unit,Private room,3,1.0,1,1580,350,11,1,0,4.36,4.82,4.0,2,0,2
14411,606750967167192367,t,Cuauhtémoc,19.44018,-99.16037,Entire serviced apartment,Entire home/apt,6,2.0,3,761,1,66,42,1,4.66,4.75,4.61,106,106,0
14412,612937381022909617,t,Miguel Hidalgo,19.39823,-99.23643,Entire home,Entire home/apt,16,6.5,12,8640,179,33,23,2,5.0,5.0,5.0,1,1,0
14413,603678649037136367,t,Cuauhtémoc,19.42914,-99.17354,Private room in serviced apartment,Private room,2,1.0,1,779,362,48,11,0,4.88,4.92,4.85,106,86,20
14416,603690428720113989,t,Cuauhtémoc,19.42978,-99.1733,Private room in serviced apartment,Private room,2,1.0,1,779,0,54,12,0,4.95,5.0,4.91,106,86,20
14418,613026150702625734,f,Benito Juárez,19.37845931566797,-99.13599809365662,Entire condo,Entire home/apt,4,1.0,3,1000,302,7,7,0,4.86,4.71,4.57,1,1,0
14419,613087878984446338,t,Miguel Hidalgo,19.44399,-99.20209,Entire rental unit,Entire home/apt,4,2.0,2,1980,365,17,6,1,4.94,4.94,4.88,1,1,0
14420,607231110162557429,f,Coyoacán,19.344385,-99.168991,Private room in home,Private room,4,1.5,2,1615,364,1,0,0,5.0,5.0,5.0,2,0,2
14421,613133534408989674,t,Benito Juárez,19.35975,-99.14329,Entire condo,Entire home/apt,2,1.5,1,357,232,13,10,3,4.54,4.54,4.69,6,3,3
14422,613146462421127643,t,Cuauhtémoc,19.44116,-99.16339,Private room in hostel,Private room,3,2.0,2,299,365,19,10,0,4.42,4.89,4.63,10,3,7
14423,603727308684417941,f,Cuauhtémoc,19.41434,-99.15862,Private room in hostel,Private room,2,4.0,1,930,348,4,0,0,5.0,5.0,5.0,11,0,5
14424,603727389924900623,f,Cuauhtémoc,19.41434,-99.15871,Private room in hostel,Private room,2,1.0,1,1221,343,11,9,0,4.82,5.0,4.82,11,0,5
14425,603730670929048820,t,Cuauhtémoc,19.4216,-99.15974,Entire serviced apartment,Entire home/apt,6,2.0,3,2247,302,71,45,3,4.7,4.73,4.82,7,7,0
14426,607359647203765779,t,Tlalpan,19.28339,-99.16489,Entire home,Entire home/apt,3,1.0,2,1223,359,26,12,1,5.0,5.0,4.88,2,2,0
14427,607361635078157658,t,Miguel Hidalgo,19.437715530395508,-99.19744873046876,Entire rental unit,Entire home/apt,4,3.0,2,2877,346,66,35,2,4.73,4.8,4.73,43,43,0
14428,603759300375562706,t,Miguel Hidalgo,19.43475,-99.17641,Entire condo,Entire home/apt,6,2.0,3,1986,59,48,30,0,4.88,4.9,4.81,73,73,0
14429,613165988889020440,t,Miguel Hidalgo,19.45087,-99.16905,Private room in rental unit,Private room,2,1.0,1,343,143,12,6,0,4.83,4.83,5.0,1,0,1
14430,607648097809078771,t,Iztacalco,19.39979,-99.08997,Entire condo,Entire home/apt,5,1.0,3,881,0,93,62,3,4.88,4.89,4.78,2,2,0
14431,613173719271512408,t,Benito Juárez,19.38737678527832,-99.17759704589844,Entire condo,Entire home/apt,8,2.5,6,3407,364,33,21,0,4.82,4.85,4.82,3,3,0
14432,613202545492661704,t,Cuauhtémoc,19.43476104736328,-99.15227508544922,Entire loft,Entire home/apt,2,1.0,2,1462,85,32,20,0,4.94,4.91,4.78,10,10,0
14433,603772122213990628,f,Coyoacán,19.304108,-99.180862,Private room in rental unit,Private room,2,1.0,2,300,74,29,13,4,4.9,4.86,4.82,2,0,2
14434,603775657844582156,f,Álvaro Obregón,19.37393,-99.21628,Private room in guesthouse,Private room,1,4.0,1,280,197,4,3,0,4.25,4.25,4.0,9,0,9
14435,603793674051711504,t,Miguel Hidalgo,19.43045,-99.1748,Private room in serviced apartment,Private room,2,1.0,1,827,365,107,54,1,4.83,4.92,4.79,106,86,20
14436,607728055267808941,t,Cuauhtémoc,19.45911,-99.12312,Entire condo,Entire home/apt,3,1.0,1,683,360,18,14,2,4.83,4.89,4.72,1,1,0
14437,603803226490993068,t,Miguel Hidalgo,19.42988,-99.17529,Private room in serviced apartment,Private room,3,1.0,2,873,364,44,8,0,4.68,4.91,4.75,106,86,20
14438,603808094141008420,t,Cuauhtémoc,19.43024,-99.17337,Private room in serviced apartment,Private room,2,1.0,1,850,363,66,28,1,4.82,4.89,4.82,106,86,20
14439,613204716212210164,t,Cuauhtémoc,19.43044,-99.16826,Entire loft,Entire home/apt,4,1.0,3,1208,358,49,31,1,4.96,4.92,4.94,2,2,0
14440,613214535996109108,t,Miguel Hidalgo,19.43823,-99.20929,Entire rental unit,Entire home/apt,4,1.5,2,1250,168,35,22,3,4.66,4.74,4.69,4,1,3
14441,607841255982902536,t,Cuauhtémoc,19.43208,-99.13874,Entire rental unit,Entire home/apt,2,1.0,1,1860,0,132,79,3,4.97,4.96,4.89,7,7,0
14442,613247983912419132,f,Cuauhtémoc,19.42358,-99.16462,Entire condo,Entire home/apt,4,2.0,2,1290,308,4,3,0,5.0,5.0,4.5,2,2,0
14443,613572736759743791,f,Miguel Hidalgo,19.4341,-99.18061,Room in hotel,Private room,2,1.0,1,427,333,88,55,6,4.7,4.74,4.74,26,13,13
14444,603814825096107613,t,Miguel Hidalgo,19.42825,-99.17527,Private room in serviced apartment,Private room,2,1.0,1,884,359,68,24,0,4.97,4.99,4.94,106,86,20
14445,603815392608848505,t,Cuauhtémoc,19.43476104736328,-99.15227508544922,Entire rental unit,Entire home/apt,6,2.5,3,1962,55,39,24,1,4.9,4.92,4.85,10,10,0
14446,607867101878243456,f,Miguel Hidalgo,19.43512,-99.17481,Entire condo,Entire home/apt,3,1.0,2,950,283,28,15,0,4.89,5.0,4.96,4,4,0
14447,603822560772815280,t,Miguel Hidalgo,19.43289,-99.17628,Entire condo,Entire home/apt,6,2.0,3,2067,70,69,34,2,4.88,4.94,4.86,73,73,0
14449,613669123331321128,t,Cuauhtémoc,19.406214,-99.167618,Entire condo,Entire home/apt,3,1.0,2,856,295,106,72,6,4.92,4.92,4.86,5,5,0
14450,607886549738672485,t,Cuauhtémoc,19.40950012,-99.17910004,Entire rental unit,Entire home/apt,7,2.0,4,3399,337,66,39,2,4.85,4.77,4.8,75,75,0
14451,613670297715933823,t,Cuauhtémoc,19.406214,-99.167618,Entire loft,Entire home/apt,3,1.0,2,824,270,146,96,6,4.92,4.95,4.9,5,5,0
14452,603823054439397843,t,Miguel Hidalgo,19.4304,-99.1754,Private room in serviced apartment,Private room,2,1.0,1,827,365,124,50,0,4.85,4.94,4.82,106,86,20
14453,607903690328061582,f,Cuauhtémoc,19.437777,-99.159767,Entire condo,Entire home/apt,3,1.5,2,649,315,44,23,2,4.59,4.75,4.55,1,1,0
14454,603834061652759377,t,Miguel Hidalgo,19.42961,-99.1755,Private room in serviced apartment,Private room,3,1.0,2,917,0,99,49,1,4.84,4.91,4.84,106,86,20
14455,613670491628156698,t,Cuauhtémoc,19.406213760375977,-99.16761779785156,Entire loft,Entire home/apt,3,1.0,2,823,0,112,74,6,4.88,4.87,4.84,5,5,0
14456,613670646624538748,t,Cuauhtémoc,19.406214,-99.167618,Entire condo,Entire home/apt,3,1.0,2,897,0,88,59,3,4.96,4.96,4.92,5,5,0
14457,607911259432624327,t,Cuauhtémoc,19.440722,-99.140076,Entire condo,Entire home/apt,5,2.0,2,1104,355,32,19,1,4.94,4.97,4.94,1,1,0
14458,613710513260979636,f,Miguel Hidalgo,19.43165,-99.18514,Entire rental unit,Entire home/apt,4,1.5,2,1567,170,51,41,6,4.86,4.88,4.86,53,53,0
14460,603838194399780589,t,Cuauhtémoc,19.43003,-99.17339,Private room in serviced apartment,Private room,3,1.0,2,960,364,57,25,0,4.82,4.89,4.77,106,86,20
14461,603841462689906413,t,Cuauhtémoc,19.43016,-99.17325,Private room in serviced apartment,Private room,2,1.0,1,850,363,71,23,0,4.77,4.83,4.75,106,86,20
14462,607939074250897309,f,Venustiano Carranza,19.449562,-99.105736,Private room in home,Private room,6,2.5,3,1400,358,5,4,0,5.0,5.0,5.0,8,1,7
14463,607977317688266845,f,Cuauhtémoc,19.45267,-99.14539,Private room in condo,Private room,2,1.0,1,300,143,5,0,0,4.8,4.8,4.6,3,1,2
14464,603852545322213942,t,Coyoacán,19.30377,-99.16386,Entire condo,Entire home/apt,6,2.0,3,1982,360,15,7,2,4.87,4.87,4.67,6,6,0
14465,613780781110498304,t,Cuauhtémoc,19.417006,-99.177612,Entire rental unit,Entire home/apt,6,3.0,4,6546,0,66,38,1,4.99,4.99,4.94,20,18,2
14466,607998399547475718,f,Cuauhtémoc,19.452675,-99.145264,Entire condo,Entire home/apt,4,1.0,3,1057,143,8,2,0,5.0,4.88,4.88,3,1,2
14467,613820123524359989,t,Cuauhtémoc,19.43974,-99.16593,Entire serviced apartment,Entire home/apt,2,1.0,1,960,151,34,14,2,4.94,4.91,4.85,25,25,0
14468,603872773271537399,f,Miguel Hidalgo,19.432392,-99.18959,Entire condo,Entire home/apt,2,1.0,1,990,0,62,26,3,4.79,4.83,4.76,2,2,0
14469,603875817960244757,f,Cuauhtémoc,19.427794,-99.171242,Entire loft,Entire home/apt,2,1.0,1,869,258,26,14,0,4.35,4.65,4.38,13,13,0
14470,608004016842396764,f,Cuauhtémoc,19.40724,-99.16331,Tiny home,Entire home/apt,2,1.0,2,766,1,47,25,1,4.83,4.87,4.77,1,1,0
14471,613836004260201180,t,Cuauhtémoc,19.41715431213379,-99.1779327392578,Entire rental unit,Entire home/apt,2,1.0,1,4200,361,9,4,0,4.67,4.89,4.67,266,266,0
14472,608022572223900642,f,Iztacalco,19.40415,-99.07154,Entire condo,Entire home/apt,4,1.0,2,700,0,110,63,5,4.71,4.86,4.85,1,1,0
14473,613840850731149063,f,Cuauhtémoc,19.40491,-99.1685,Entire rental unit,Entire home/apt,6,2.0,4,2000,356,24,10,0,4.96,4.88,4.88,1,1,0
14474,613848620009137005,t,Cuauhtémoc,19.417006,-99.177612,Entire rental unit,Entire home/apt,5,2.0,2,6172,0,26,18,1,4.96,4.96,4.93,20,18,2
14475,604180338484759860,f,Cuauhtémoc,19.41148,-99.16535,Entire rental unit,Entire home/apt,2,1.0,1,893,137,63,29,1,4.67,4.76,4.63,1,1,0
14476,619645434763357737,t,Cuauhtémoc,19.41238,-99.17663,Entire rental unit,Entire home/apt,2,1.0,1,681,142,73,42,2,4.86,4.84,4.85,3,3,0
14477,608060943439277687,f,Coyoacán,19.30653,-99.16478,Private room in serviced apartment,Private room,2,1.0,1,1750,175,5,1,0,4.8,5.0,5.0,1,0,1
14478,619737258723640271,t,Álvaro Obregón,19.36146,-99.19167,Private room in condo,Private room,2,1.0,1,781,338,46,22,1,4.96,5.0,4.96,8,1,7
