superhost,neighbourhood,room_type,accommodates,bathrooms,beds,price,availability_365,number_of_reviews,review_scores_rating,days_rented,revenue
f,Cuajimalpa de Morelos,Entire home/apt,2,1.0,1,1457.0,0,0,0.0,365,531805.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,2212.0,1,358,4.86,364,805168.0
t,Benito Juárez,Entire home/apt,4,1.0,3,1426.0,351,97,4.96,14,19964.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,3429.0,147,21,4.57,218,747522.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,1215.0,58,187,4.92,307,373005.0
f,Coyoacán,Private room,1,1.0,1,600.0,364,11,4.64,1,600.0
f,Benito Juárez,Entire home/apt,3,1.0,2,849.0,0,49,4.84,365,309885.0
f,Venustiano Carranza,Private room,1,1.5,1,800.0,364,6,5.0,1,800.0
f,Miguel Hidalgo,Entire home/apt,8,2.5,5,3526.0,352,313,4.85,13,45838.0
f,Cuauhtémoc,Entire home/apt,2,1.5,1,1650.0,363,3,4.67,2,3300.0
f,Álvaro Obregón,Private room,2,1.0,1,900.0,0,0,0.0,365,328500.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,810.0,365,83,4.42,0,0.0
f,Benito Juárez,Private room,2,2.0,1,500.0,328,18,4.78,37,18500.0
f,Cuauhtémoc,Entire home/apt,10,5.0,5,6288.0,334,188,4.85,31,194928.0
t,Cuauhtémoc,Entire home/apt,6,2.5,4,3000.0,174,21,4.9,191,573000.0
f,Tlalpan,Private room,2,1.5,2,450.0,73,90,4.91,292,131400.0
t,Cuauhtémoc,Entire home/apt,4,2.0,2,1756.0,330,360,4.85,35,61460.0
t,Benito Juárez,Entire home/apt,2,1.0,2,490.0,58,125,4.89,307,150430.0
f,Cuauhtémoc,Entire home/apt,5,1.0,2,1336.0,268,100,4.86,97,129592.0
f,Tlalpan,Private room,2,2.0,1,509.0,0,43,4.91,365,185785.0
t,Cuauhtémoc,Entire home/apt,4,1.0,5,850.0,83,52,4.79,282,239700.0
f,Cuauhtémoc,Entire home/apt,8,2.0,4,1741.0,156,355,4.67,209,363869.0
f,Cuauhtémoc,Entire home/apt,3,1.0,2,538.0,0,248,4.61,365,196370.0
f,Cuauhtémoc,Entire home/apt,6,1.0,3,643.0,271,47,4.51,94,60442.0
t,Miguel Hidalgo,Entire home/apt,4,1.0,3,1100.0,0,83,4.93,365,401500.0
t,Álvaro Obregón,Entire home/apt,4,2.0,3,2169.0,360,45,4.71,5,10845.0
t,Miguel Hidalgo,Entire home/apt,2,1.0,1,1200.0,298,23,4.96,67,80400.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1200.0,344,36,4.81,21,25200.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,713.0,305,93,4.69,60,42780.0
t,Cuauhtémoc,Entire home/apt,8,4.5,10,9336.0,115,79,4.9,250,2334000.0
t,Álvaro Obregón,Private room,2,1.5,1,3200.0,342,37,4.95,23,73600.0
f,Miguel Hidalgo,Private room,2,1.0,1,390.0,344,2,5.0,21,8190.0
f,Cuauhtémoc,Private room,1,2.0,1,8200.0,0,0,0.0,365,2993000.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1200.0,330,36,4.69,35,42000.0
f,Miguel Hidalgo,Private room,1,1.0,1,560.0,89,0,0.0,276,154560.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,810.0,355,39,4.72,10,8100.0
f,Benito Juárez,Private room,1,1.0,1,450.0,30,0,0.0,335,150750.0
f,Coyoacán,Private room,6,3.0,6,750.0,75,7,4.86,290,217500.0
t,Álvaro Obregón,Private room,1,1.5,1,400.0,365,54,4.93,0,0.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1867.0,365,24,4.54,0,0.0
f,Miguel Hidalgo,Entire home/apt,4,2.0,3,1979.0,255,20,4.25,110,217690.0
f,Venustiano Carranza,Private room,2,1.5,1,800.0,365,6,4.67,0,0.0
f,Cuauhtémoc,Entire home/apt,6,1.0,3,1136.0,356,217,4.59,9,10224.0
t,Cuauhtémoc,Entire home/apt,4,1.0,2,1443.0,317,371,4.86,48,69264.0
t,Cuauhtémoc,Private room,2,1.0,1,607.0,348,260,4.96,17,10319.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,1124.0,0,402,4.94,365,410260.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,993.0,360,477,4.56,5,4965.0
f,Benito Juárez,Private room,1,1.0,1,430.0,344,19,4.74,21,9030.0
f,Miguel Hidalgo,Entire home/apt,4,2.0,2,1545.0,279,27,4.41,86,132870.0
f,Cuauhtémoc,Entire home/apt,3,1.5,3,2085.0,1,2,5.0,364,758940.0
t,Cuauhtémoc,Private room,2,1.0,1,1100.0,180,92,4.91,185,203500.0
t,Miguel Hidalgo,Private room,1,1.5,1,339.0,346,74,4.74,19,6441.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,810.0,365,61,4.52,0,0.0
f,Miguel Hidalgo,Entire home/apt,3,3.5,5,5941.0,0,0,0.0,365,2168465.0
f,Cuauhtémoc,Entire home/apt,4,1.0,3,5092.0,0,0,0.0,365,1858580.0
t,Coyoacán,Entire home/apt,2,1.0,2,665.0,297,192,4.82,68,45220.0
f,Tlalpan,Private room,6,1.0,4,400.0,364,1,3.0,1,400.0
f,Cuauhtémoc,Entire home/apt,6,3.0,3,1188.0,0,69,4.96,365,433620.0
f,Cuauhtémoc,Private room,2,1.0,1,550.0,89,117,4.64,276,151800.0
f,Cuauhtémoc,Entire home/apt,6,2.5,4,1275.0,48,114,4.76,317,404175.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,2,980.0,365,34,4.85,0,0.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,991.0,281,51,4.55,84,83244.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,980.0,365,37,4.73,0,0.0
f,Miguel Hidalgo,Entire home/apt,4,2.5,2,2038.0,298,24,5.0,67,136546.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,943.0,1,404,4.92,364,343252.0
f,Benito Juárez,Entire home/apt,1,1.0,1,1590.0,30,35,5.0,335,532650.0
t,Xochimilco,Entire home/apt,2,1.0,1,300.0,174,57,4.88,191,57300.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,1503.0,326,16,4.44,39,58617.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,990.0,365,42,4.24,0,0.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,468.0,329,69,4.68,36,16848.0
t,Benito Juárez,Entire home/apt,3,1.0,2,1122.0,341,31,4.97,24,26928.0
t,Miguel Hidalgo,Entire home/apt,2,1.0,1,1651.0,167,87,4.94,198,326898.0
t,Cuauhtémoc,Private room,1,1.0,1,301.0,0,229,4.83,365,109865.0
f,Cuauhtémoc,Entire home/apt,6,2.0,4,979.0,0,0,0.0,365,357335.0
t,Iztacalco,Private room,2,1.5,1,300.0,335,211,4.84,30,9000.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1200.0,299,25,4.84,66,79200.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,475.0,351,274,4.64,14,6650.0
t,Miguel Hidalgo,Entire home/apt,2,1.0,1,1000.0,360,93,4.92,5,5000.0
f,Coyoacán,Entire home/apt,2,2.0,2,921.0,300,50,4.74,65,59865.0
f,Miguel Hidalgo,Private room,1,1.0,1,585.0,0,52,4.96,365,213525.0
f,Cuauhtémoc,Private room,1,1.0,1,628.0,363,6,5.0,2,1256.0
f,Benito Juárez,Private room,2,1.0,2,277.0,365,0,0.0,0,0.0
f,Benito Juárez,Private room,1,1.5,2,350.0,365,0,0.0,0,0.0
t,Cuauhtémoc,Entire home/apt,4,2.0,4,1690.0,38,146,4.92,327,552630.0
f,Benito Juárez,Entire home/apt,4,2.0,2,2400.0,188,1,3.0,177,424800.0
f,Miguel Hidalgo,Entire home/apt,4,2.0,2,1402.0,297,135,4.79,68,95336.0
f,Benito Juárez,Private room,1,1.0,1,550.0,319,1,5.0,46,25300.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,1105.0,280,44,4.75,85,93925.0
f,Coyoacán,Private room,2,1.0,1,210.0,0,0,0.0,365,76650.0
t,Miguel Hidalgo,Private room,2,1.0,1,1638.0,160,250,4.97,205,335790.0
