superhost,neighbourhood,room_type,accommodates,bathrooms,beds,price,availability_365,number_of_reviews,review_scores_rating,days_rented,revenue
t,Cuauhtémoc,Private room,3,1.0,1,323.0,89,63,4.94,276,89148.0
f,Cuauhtémoc,Private room,2,1.0,1,1100.0,365,44,4.8,0,0.0
f,Venustiano Carranza,Entire home/apt,3,1.0,2,450.0,353,153,4.85,12,5400.0
f,Cuauhtémoc,Entire home/apt,4,1.5,2,955.0,0,67,4.47,365,348575.0
f,Cuajimalpa de Morelos,Entire home/apt,4,1.0,1,629.0,357,44,4.57,8,5032.0
f,Cuajimalpa de Morelos,Entire home/apt,5,1.0,2,690.0,356,87,4.7,9,6210.0
f,Venustiano Carranza,Entire home/apt,1,1.0,1,350.0,0,0,0.0,365,127750.0
f,Cuauhtémoc,Entire home/apt,4,2.0,3,1743.0,138,12,4.75,227,395661.0
t,Gustavo A. Madero,Entire home/apt,5,2.0,3,1609.0,256,51,4.96,109,175381.0
f,Cuauhtémoc,Private room,1,1.0,1,407.0,90,26,4.73,275,111925.0
t,Coyoacán,Entire home/apt,2,1.0,1,921.0,325,17,4.88,40,36840.0
t,Cuajimalpa de Morelos,Entire home/apt,2,1.0,1,1400.0,365,81,4.93,0,0.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,444.0,354,17,4.82,11,4884.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,1224.0,180,57,4.81,185,226440.0
f,Miguel Hidalgo,Private room,2,1.0,1,1274.0,246,40,4.6,119,151606.0
f,Cuauhtémoc,Private room,2,1.0,1,1100.0,364,52,4.67,1,1100.0
f,Cuauhtémoc,Entire home/apt,4,1.0,2,1200.0,359,60,4.97,6,7200.0
f,Coyoacán,Private room,1,1.0,1,260.0,50,1,5.0,315,81900.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,2157.0,363,47,4.83,2,4314.0
f,Cuauhtémoc,Entire home/apt,7,2.0,4,1257.0,0,69,4.68,365,458805.0
f,Cuauhtémoc,Entire home/apt,4,1.0,2,1102.0,352,33,4.61,13,14326.0
f,Benito Juárez,Private room,2,1.0,1,320.0,86,2,5.0,279,89280.0
t,Cuauhtémoc,Entire home/apt,3,1.0,2,1007.0,77,86,4.88,288,290016.0
t,Miguel Hidalgo,Entire home/apt,4,1.0,2,1897.0,365,22,4.77,0,0.0
f,Tlalpan,Private room,2,2.0,2,350.0,37,0,0.0,328,114800.0
f,Cuauhtémoc,Private room,2,1.0,1,600.0,80,12,4.92,285,171000.0
f,Azcapotzalco,Entire home/apt,6,2.0,3,1100.0,361,40,4.38,4,4400.0
t,Cuauhtémoc,Entire home/apt,4,2.0,2,1652.0,345,41,4.9,20,33040.0
t,Cuajimalpa de Morelos,Entire home/apt,2,1.0,1,1383.0,40,15,4.93,325,449475.0
f,Álvaro Obregón,Private room,2,1.0,1,799.0,342,2,5.0,23,18377.0
f,Álvaro Obregón,Private room,1,5.0,4,605.0,0,0,0.0,365,220825.0
f,Cuauhtémoc,Entire home/apt,4,1.0,2,950.0,170,45,4.62,195,185250.0
t,Venustiano Carranza,Entire home/apt,1,1.0,1,391.0,31,355,4.77,334,130594.0
t,Cuauhtémoc,Entire home/apt,2,1.0,2,754.0,327,151,4.96,38,28652.0
f,Coyoacán,Entire home/apt,2,1.0,1,1017.0,365,0,0.0,0,0.0
f,Coyoacán,Entire home/apt,4,3.0,3,1695.0,363,0,0.0,2,3390.0
f,Cuauhtémoc,Private room,2,1.5,1,416.0,363,287,4.47,2,832.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,850.0,0,0,0.0,365,310250.0
t,Coyoacán,Private room,2,1.0,4,733.0,1,113,4.88,364,266812.0
t,Cuauhtémoc,Entire home/apt,6,3.0,3,2880.0,0,91,4.8,365,1051200.0
t,Iztapalapa,Entire home/apt,4,1.0,2,250.0,49,41,4.78,316,79000.0
t,Cuauhtémoc,Entire home/apt,4,2.0,2,1715.0,349,11,4.82,16,27440.0
f,Cuauhtémoc,Private room,1,1.5,1,353.0,327,59,4.46,38,13414.0
t,Cuauhtémoc,Entire home/apt,3,1.5,1,1614.0,68,67,4.91,297,479358.0
f,Cuauhtémoc,Entire home/apt,4,1.0,1,1900.0,111,34,4.74,254,482600.0
f,Miguel Hidalgo,Private room,1,1.0,1,4245.0,365,0,0.0,0,0.0
t,Miguel Hidalgo,Entire home/apt,4,2.0,2,971.0,70,136,4.88,295,286445.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1121.0,175,115,4.64,190,212990.0
t,Cuauhtémoc,Entire home/apt,4,2.0,2,1098.0,1,83,4.85,364,399672.0
f,Cuauhtémoc,Entire home/apt,4,1.5,2,2086.0,363,44,4.93,2,4172.0
f,Cuauhtémoc,Private room,2,1.0,1,1100.0,365,31,4.61,0,0.0
f,Cuauhtémoc,Private room,2,1.0,1,1100.0,365,48,4.71,0,0.0
f,Cuauhtémoc,Private room,2,1.0,1,315.0,0,42,4.72,365,114975.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,500.0,156,5,4.6,209,104500.0
t,Cuauhtémoc,Entire home/apt,6,2.0,3,1371.0,160,73,4.86,205,281055.0
f,Cuauhtémoc,Private room,2,1.0,1,1100.0,365,31,4.61,0,0.0
f,Benito Juárez,Shared room,1,1.0,0,600.0,361,0,0.0,4,2400.0
f,Azcapotzalco,Entire home/apt,7,1.0,4,1464.0,358,50,4.74,7,10248.0
f,Tlalpan,Private room,2,1.5,1,599.0,330,11,5.0,35,20965.0
t,Miguel Hidalgo,Entire home/apt,7,3.0,5,2852.0,42,117,4.86,323,921196.0
f,Gustavo A. Madero,Private room,2,1.0,1,1429.0,0,1,1.0,365,521585.0
f,Miguel Hidalgo,Entire home/apt,6,2.0,4,1200.0,132,9,4.78,233,279600.0
f,Miguel Hidalgo,Entire home/apt,2,1.5,1,1082.0,176,35,4.66,189,204498.0
f,Cuauhtémoc,Private room,2,1.0,1,8476.0,365,0,0.0,0,0.0
f,Miguel Hidalgo,Private room,2,1.0,2,550.0,44,3,5.0,321,176550.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,517.0,79,98,4.42,286,147862.0
f,Cuauhtémoc,Entire home/apt,3,2.0,2,806.0,36,77,4.7,329,265174.0
f,Miguel Hidalgo,Entire home/apt,7,1.0,6,1650.0,3,8,4.75,362,597300.0
t,Benito Juárez,Entire home/apt,5,2.0,3,910.0,328,75,4.91,37,33670.0
f,Álvaro Obregón,Private room,2,1.0,1,600.0,89,1,5.0,276,165600.0
t,Miguel Hidalgo,Private room,2,1.0,1,1188.0,89,11,4.82,276,327888.0
f,Álvaro Obregón,Private room,1,1.0,1,900.0,365,0,0.0,0,0.0
f,Cuauhtémoc,Private room,1,1.5,1,507.0,283,46,4.65,82,41574.0
f,Álvaro Obregón,Entire home/apt,6,3.5,4,3000.0,364,2,5.0,1,3000.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,950.0,0,124,4.86,365,346750.0
f,Tlalpan,Shared room,5,1.0,2,350.0,87,1,4.0,278,97300.0
f,Benito Juárez,Private room,2,1.5,1,850.0,0,1,5.0,365,310250.0
f,Cuauhtémoc,Shared room,1,3.0,1,199.0,365,1,5.0,0,0.0
t,Cuauhtémoc,Entire home/apt,5,2.0,2,2107.0,358,92,4.85,7,14749.0
f,Cuauhtémoc,Shared room,1,3.0,1,199.0,365,0,0.0,0,0.0
f,Tlalpan,Private room,1,1.0,1,300.0,178,13,5.0,187,56100.0
f,Cuauhtémoc,Entire home/apt,5,1.0,3,700.0,334,18,4.83,31,21700.0
f,Cuauhtémoc,Private room,2,1.5,1,586.0,2,44,4.86,363,212718.0
f,Cuauhtémoc,Private room,1,1.0,0,415.0,358,60,4.68,7,2905.0
t,Benito Juárez,Entire home/apt,5,1.0,2,1035.0,0,233,4.88,365,377775.0
f,Cuauhtémoc,Entire home/apt,1,1.0,1,950.0,12,1,5.0,353,335350.0
t,Benito Juárez,Private room,2,1.0,1,329.0,0,294,4.87,365,120085.0
t,Miguel Hidalgo,Entire home/apt,10,3.0,6,3662.0,347,101,4.87,18,65916.0
f,Cuauhtémoc,Shared room,1,3.0,1,199.0,365,0,0.0,0,0.0
f,Benito Juárez,Entire home/apt,1,1.0,2,850.0,359,7,4.43,6,5100.0
f,Cuauhtémoc,Private room,2,5.0,2,200.0,359,4,4.75,6,1200.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,750.0,0,14,4.86,365,273750.0
f,Cuauhtémoc,Private room,2,2.5,1,400.0,363,55,4.58,2,800.0
f,Cuauhtémoc,Shared room,1,4.0,1,168.0,323,2,5.0,42,7056.0
f,Cuauhtémoc,Private room,4,1.0,2,2000.0,365,154,4.67,0,0.0
f,Cuauhtémoc,Private room,2,1.0,1,400.0,355,62,4.66,10,4000.0
t,Coyoacán,Private room,2,1.0,1,579.0,173,15,4.67,192,111168.0
f,Cuauhtémoc,Private room,2,2.5,1,403.0,364,34,4.71,1,403.0
t,Miguel Hidalgo,Entire home/apt,5,1.5,3,2886.0,365,6,5.0,0,0.0
f,Cuauhtémoc,Private room,2,2.5,1,393.0,1,75,4.62,364,143052.0
f,Miguel Hidalgo,Private room,2,1.5,2,700.0,0,0,0.0,365,255500.0
f,Cuauhtémoc,Private room,2,2.5,1,457.0,365,66,4.67,0,0.0
f,Cuauhtémoc,Private room,2,1.0,1,1286.0,0,225,4.58,365,469390.0
f,Xochimilco,Entire home/apt,2,1.0,1,400.0,365,31,4.48,0,0.0
f,Cuauhtémoc,Entire home/apt,4,1.0,2,700.0,251,12,4.67,114,79800.0
f,Cuauhtémoc,Entire home/apt,5,2.0,2,900.0,335,42,4.95,30,27000.0
f,Cuauhtémoc,Private room,2,1.0,1,427.0,361,79,4.34,4,1708.0
t,Miguel Hidalgo,Entire home/apt,3,1.0,2,1100.0,364,3,4.33,1,1100.0
t,Cuauhtémoc,Entire home/apt,4,2.0,2,2154.0,0,88,4.9,365,786210.0
t,Miguel Hidalgo,Entire home/apt,6,1.0,5,1450.0,345,15,4.87,20,29000.0
t,Miguel Hidalgo,Entire home/apt,4,2.0,3,1804.0,0,104,4.73,365,658460.0
f,Cuauhtémoc,Entire home/apt,6,2.5,3,1362.0,1,154,4.7,364,495768.0
f,Cuauhtémoc,Entire home/apt,2,1.5,2,1286.0,264,73,4.77,101,129886.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1268.0,94,55,4.55,271,343628.0
t,Cuauhtémoc,Entire home/apt,5,2.5,3,2158.0,0,141,4.77,365,787670.0
f,Benito Juárez,Private room,1,1.0,1,350.0,359,4,4.5,6,2100.0
f,Cuauhtémoc,Entire home/apt,3,2.0,2,2099.0,2,7,5.0,363,761937.0
f,Xochimilco,Entire home/apt,6,2.0,3,1993.0,1,36,4.86,364,725452.0
t,Miguel Hidalgo,Entire home/apt,5,1.5,3,2886.0,362,4,5.0,3,8658.0
t,Miguel Hidalgo,Private room,4,2.0,1,1950.0,356,19,4.84,9,17550.0
t,Miguel Hidalgo,Private room,2,1.0,1,1843.0,365,2,4.0,0,0.0
f,Cuauhtémoc,Entire home/apt,5,1.0,2,1140.0,341,48,4.4,24,27360.0
f,Benito Juárez,Entire home/apt,4,2.0,4,1500.0,363,97,4.47,2,3000.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,1507.0,0,66,4.93,365,550055.0
f,Cuauhtémoc,Entire home/apt,6,2.5,4,1549.0,361,53,4.85,4,6196.0
t,Miguel Hidalgo,Private room,2,1.0,1,1811.0,364,0,0.0,1,1811.0
f,Cuauhtémoc,Private room,2,1.0,1,1173.0,365,748,4.69,0,0.0
t,Miguel Hidalgo,Private room,2,1.0,1,1843.0,365,5,5.0,0,0.0
f,Miguel Hidalgo,Entire home/apt,4,2.0,2,1011.0,16,57,4.88,349,352839.0
t,Cuauhtémoc,Entire home/apt,4,2.0,2,907.0,0,138,4.68,365,331055.0
f,Miguel Hidalgo,Entire home/apt,3,2.0,2,2200.0,306,11,5.0,59,129800.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1107.0,268,27,5.0,97,107379.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1157.0,0,4,4.6,365,422305.0
f,Miguel Hidalgo,Entire home/apt,5,2.0,3,1505.0,340,79,4.43,25,37625.0
f,Cuauhtémoc,Entire home/apt,5,1.0,3,1500.0,360,0,0.0,5,7500.0
f,Miguel Hidalgo,Private room,1,1.0,1,500.0,87,0,0.0,278,139000.0
f,Coyoacán,Entire home/apt,1,1.0,1,419.0,174,11,4.09,191,80029.0
t,Miguel Hidalgo,Entire home/apt,2,1.0,1,1104.0,179,23,5.0,186,205344.0
t,Cuauhtémoc,Entire home/apt,6,2.0,3,4714.0,158,30,4.7,207,975798.0
t,Cuauhtémoc,Entire home/apt,16,3.5,8,3409.0,0,64,4.72,365,1244285.0
f,Cuauhtémoc,Entire home/apt,4,2.0,3,3395.0,177,2,3.0,188,638260.0
f,Benito Juárez,Entire home/apt,2,1.0,1,2450.0,90,12,4.92,275,673750.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1571.0,96,16,4.63,269,422599.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,590.0,345,46,5.0,20,11800.0
t,Cuauhtémoc,Entire home/apt,5,2.0,4,1584.0,87,86,4.74,278,440352.0
t,Benito Juárez,Entire home/apt,4,2.0,3,1200.0,0,191,4.95,365,438000.0
f,Benito Juárez,Private room,2,1.0,1,564.0,365,1,5.0,0,0.0
t,Miguel Hidalgo,Private room,1,1.0,1,611.0,364,106,4.83,1,611.0
f,Iztapalapa,Private room,2,1.5,1,200.0,342,23,4.74,23,4600.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,800.0,305,43,4.7,60,48000.0
t,Miguel Hidalgo,Entire home/apt,4,1.0,2,1717.0,171,65,4.65,194,333098.0
t,Miguel Hidalgo,Entire home/apt,5,2.0,2,1223.0,222,56,4.89,143,174889.0
t,Cuauhtémoc,Entire home/apt,3,1.0,2,1637.0,0,12,5.0,365,597505.0
f,Cuauhtémoc,Entire home/apt,4,1.5,2,2286.0,364,47,4.89,1,2286.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,1400.0,90,6,5.0,275,385000.0
f,Coyoacán,Entire home/apt,4,2.0,3,1200.0,174,28,4.75,191,229200.0
t,Cuauhtémoc,Entire home/apt,4,2.0,2,2500.0,13,103,4.9,352,880000.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,1857.0,319,130,4.97,46,85422.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,587.0,80,26,4.38,285,167295.0
f,Cuauhtémoc,Entire home/apt,4,2.0,4,811.0,147,71,4.65,218,176798.0
t,Miguel Hidalgo,Entire home/apt,6,2.5,3,4306.0,327,37,4.86,38,163628.0
f,Cuauhtémoc,Entire home/apt,15,4.5,10,7762.0,78,34,4.29,287,2227694.0
f,Cuauhtémoc,Entire home/apt,4,2.0,2,1274.0,335,95,4.73,30,38220.0
t,Coyoacán,Entire home/apt,3,1.0,2,778.0,341,95,4.87,24,18672.0
t,Cuauhtémoc,Private room,1,2.5,1,420.0,182,3,5.0,183,76860.0
f,Azcapotzalco,Entire home/apt,4,1.0,1,750.0,1,8,5.0,364,273000.0
t,Coyoacán,Private room,1,1.0,1,330.0,313,21,4.81,52,17160.0
t,Miguel Hidalgo,Entire home/apt,3,2.0,2,984.0,73,44,4.91,292,287328.0
f,Miguel Hidalgo,Entire home/apt,4,1.0,2,721.0,348,32,4.72,17,12257.0
f,Benito Juárez,Entire home/apt,6,2.0,5,1274.0,126,73,4.77,239,304486.0
f,Cuauhtémoc,Private room,2,1.5,1,579.0,0,20,5.0,365,211335.0
f,Cuauhtémoc,Private room,4,1.0,2,1270.0,359,105,4.66,6,7620.0
t,Miguel Hidalgo,Entire home/apt,5,2.5,2,2159.0,220,25,4.88,145,313055.0
f,Cuauhtémoc,Private room,2,1.0,1,1943.0,290,53,4.64,75,145725.0
f,Cuauhtémoc,Entire home/apt,8,2.0,4,1400.0,179,0,0.0,186,260400.0
f,Benito Juárez,Entire home/apt,4,2.0,3,650.0,357,25,4.32,8,5200.0
t,Tlalpan,Entire home/apt,8,2.0,6,1792.0,314,23,4.96,51,91392.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,2881.0,1,746,4.85,364,1048684.0
f,Cuauhtémoc,Entire home/apt,2,2.0,2,1189.0,268,0,0.0,97,115333.0
t,Tlalpan,Entire home/apt,6,2.0,4,1285.0,313,64,4.91,52,66820.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,3270.0,364,276,4.88,1,3270.0
t,Miguel Hidalgo,Entire home/apt,5,1.0,3,2886.0,365,12,5.0,0,0.0
t,Cuauhtémoc,Entire home/apt,4,3.0,2,20937.0,365,3,3.67,0,0.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,3478.0,1,371,4.89,364,1265992.0
t,Cuauhtémoc,Entire home/apt,10,4.0,6,10151.0,293,21,5.0,72,730872.0
f,Azcapotzalco,Entire home/apt,4,1.0,2,1499.0,359,6,4.5,6,8994.0
t,Cuauhtémoc,Entire home/apt,4,2.0,2,7324.0,362,49,4.9,3,21972.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,1086.0,301,38,4.97,64,69504.0
t,Cuauhtémoc,Entire home/apt,4,2.0,2,7570.0,360,25,4.88,5,37850.0
f,Azcapotzalco,Entire home/apt,4,1.0,2,999.0,359,1,5.0,6,5994.0
f,Miguel Hidalgo,Entire home/apt,8,2.0,5,1490.0,29,69,4.74,336,500640.0
t,Cuauhtémoc,Entire home/apt,4,2.0,2,1817.0,308,33,4.94,57,103569.0
f,Álvaro Obregón,Entire home/apt,5,2.0,5,10000.0,365,0,0.0,0,0.0
t,Benito Juárez,Entire home/apt,3,1.0,2,1450.0,257,21,4.95,108,156600.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,1022.0,334,57,4.6,31,31682.0
t,Iztacalco,Private room,2,1.0,1,380.0,334,27,4.96,31,11780.0
f,Cuauhtémoc,Entire home/apt,3,2.0,2,1057.0,143,58,4.9,222,234654.0
f,Coyoacán,Entire home/apt,2,1.0,1,2500.0,358,0,0.0,7,17500.0
f,Venustiano Carranza,Entire home/apt,2,1.0,1,450.0,352,118,4.7,13,5850.0
t,Benito Juárez,Entire home/apt,3,1.0,2,614.0,356,30,4.47,9,5526.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,909.0,365,42,4.88,0,0.0
f,Cuauhtémoc,Private room,2,1.0,1,704.0,6,26,4.38,359,252736.0
t,Gustavo A. Madero,Entire home/apt,16,2.0,10,1000.0,307,175,4.86,58,58000.0
f,Venustiano Carranza,Private room,2,1.0,1,894.0,364,448,4.55,1,894.0
f,Cuauhtémoc,Private room,1,1.0,1,450.0,364,2,2.0,1,450.0
f,Cuauhtémoc,Private room,2,1.0,1,704.0,6,13,4.31,359,252736.0
f,Cuauhtémoc,Private room,2,1.0,1,1970.0,312,7,5.0,53,104410.0
f,Miguel Hidalgo,Private room,1,1.0,1,437.0,329,3,5.0,36,15732.0
f,Miguel Hidalgo,Private room,2,1.0,1,284.0,1,42,4.93,364,103376.0
f,Cuauhtémoc,Private room,2,1.0,1,704.0,6,35,4.31,359,252736.0
t,Miguel Hidalgo,Entire home/apt,2,1.5,2,1750.0,338,9,4.78,27,47250.0
f,Cuauhtémoc,Entire home/apt,6,1.0,2,2035.0,355,45,4.8,10,20350.0
f,Coyoacán,Private room,1,1.0,0,300.0,330,2,5.0,35,10500.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,883.0,0,144,4.88,365,322295.0
f,Álvaro Obregón,Private room,2,1.0,1,350.0,0,0,0.0,365,127750.0
f,Cuauhtémoc,Entire home/apt,3,1.0,2,2500.0,31,27,4.85,334,835000.0
f,Miguel Hidalgo,Entire home/apt,6,2.0,3,2507.0,80,9,4.89,285,714495.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,890.0,351,33,4.52,14,12460.0
f,Cuauhtémoc,Private room,4,1.0,2,669.0,324,200,4.59,41,27429.0
t,Cuauhtémoc,Private room,2,1.0,1,858.0,229,86,4.85,136,116688.0
f,Álvaro Obregón,Private room,2,1.0,1,356.0,0,0,0.0,365,129940.0
t,Benito Juárez,Entire home/apt,3,1.5,2,800.0,114,39,4.92,251,200800.0
t,Coyoacán,Entire home/apt,5,2.0,3,850.0,291,85,4.87,74,62900.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1420.0,96,18,4.39,269,381980.0
f,Cuauhtémoc,Private room,2,1.0,1,1100.0,365,35,4.51,0,0.0
f,Cuauhtémoc,Entire home/apt,6,1.0,3,2100.0,90,2,5.0,275,577500.0
f,Cuauhtémoc,Private room,2,1.0,1,1100.0,362,43,4.58,3,3300.0
t,Iztacalco,Private room,2,1.0,1,600.0,365,18,4.83,0,0.0
f,Cuauhtémoc,Private room,2,1.0,1,850.0,0,279,4.76,365,310250.0
f,Miguel Hidalgo,Entire home/apt,5,1.0,4,617.0,355,76,4.76,10,6170.0
f,Álvaro Obregón,Private room,1,4.0,1,199.0,0,2,5.0,365,72635.0
f,Cuauhtémoc,Private room,2,1.0,1,1100.0,365,38,4.66,0,0.0
f,Cuauhtémoc,Private room,2,1.0,1,1100.0,365,23,4.43,0,0.0
f,Tlalpan,Private room,2,1.5,1,521.0,330,13,4.69,35,18235.0
f,Coyoacán,Private room,2,1.0,1,2057.0,365,10,3.8,0,0.0
f,Cuauhtémoc,Entire home/apt,4,2.0,4,3000.0,355,7,4.43,10,30000.0
f,Benito Juárez,Private room,2,1.0,1,1159.0,101,107,4.88,264,305976.0
t,Tláhuac,Entire home/apt,7,1.0,5,600.0,295,5,4.8,70,42000.0
f,Xochimilco,Private room,3,2.0,3,453.0,347,13,4.92,18,8154.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,550.0,71,24,4.5,294,161700.0
t,Tláhuac,Entire home/apt,4,1.5,4,600.0,209,2,5.0,156,93600.0
f,Cuauhtémoc,Entire home/apt,4,2.0,2,1350.0,302,33,4.97,63,85050.0
t,Cuauhtémoc,Entire home/apt,5,2.5,3,6000.0,321,26,4.96,44,264000.0
f,La Magdalena Contreras,Entire home/apt,7,3.0,3,5571.0,364,2,4.0,1,5571.0
t,Cuauhtémoc,Entire home/apt,5,2.0,3,2629.0,107,32,4.91,258,678282.0
f,Cuauhtémoc,Entire home/apt,2,1.0,1,1000.0,66,66,4.74,299,299000.0
t,Álvaro Obregón,Private room,1,2.0,1,677.0,167,47,5.0,198,134046.0
f,Cuajimalpa de Morelos,Entire home/apt,6,3.5,4,3500.0,361,10,4.8,4,14000.0
t,Benito Juárez,Private room,2,1.5,1,650.0,365,20,4.9,0,0.0
f,Cuauhtémoc,Entire home/apt,1,1.0,1,550.0,325,54,4.63,40,22000.0
t,Miguel Hidalgo,Entire home/apt,6,2.0,2,3133.0,359,21,5.0,6,18798.0
t,Cuauhtémoc,Private room,2,1.0,1,650.0,254,49,4.94,111,72150.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,1090.0,364,6,5.0,1,1090.0
t,Iztacalco,Private room,2,1.0,1,490.0,363,14,4.86,2,980.0
t,Venustiano Carranza,Entire home/apt,4,1.5,3,699.0,0,95,4.98,365,255135.0
t,Miguel Hidalgo,Entire home/apt,2,1.0,1,1314.0,273,57,5.0,92,120888.0
t,Venustiano Carranza,Entire home/apt,4,1.0,2,434.0,0,131,4.91,365,158410.0
t,Miguel Hidalgo,Entire home/apt,3,1.0,2,2200.0,332,81,4.99,33,72600.0
t,Iztacalco,Entire home/apt,5,1.0,4,1300.0,324,97,4.98,41,53300.0
t,Cuauhtémoc,Entire home/apt,6,4.0,3,2802.0,89,16,4.88,276,773352.0
f,Benito Juárez,Entire home/apt,2,1.0,1,907.0,288,33,4.52,77,69839.0
f,Miguel Hidalgo,Entire home/apt,2,1.0,1,1030.0,365,38,4.45,0,0.0
t,Miguel Hidalgo,Private room,2,1.0,1,1673.0,362,3,4.67,3,5019.0
t,Iztapalapa,Entire home/apt,4,1.0,2,1697.0,331,22,4.95,34,57698.0
t,Cuauhtémoc,Entire home/apt,4,1.0,2,1275.0,339,29,4.9,26,33150.0
f,Miguel Hidalgo,Entire home/apt,4,1.0,2,1020.0,177,27,4.81,188,191760.0
f,Coyoacán,Private room,2,1.0,1,580.0,364,2,5.0,1,580.0
f,Cuauhtémoc,Shared room,1,3.0,1,199.0,365,0,0.0,0,0.0
f,Cuauhtémoc,Shared room,1,5.0,1,168.0,354,2,5.0,11,1848.0
f,Cuajimalpa de Morelos,Entire home/apt,4,1.0,1,1500.0,347,7,5.0,18,27000.0
f,Cuauhtémoc,Entire home/apt,4,2.0,2,1731.0,108,52,4.83,257,444867.0
f,Cuauhtémoc,Entire home/apt,4,2.0,2,1357.0,297,19,4.79,68,92276.0
t,Cuauhtémoc,Entire home/apt,3,1.0,1,839.0,34,114,4.81,331,277709.0
f,Coyoacán,Entire home/apt,2,1.0,2,1100.0,0,1,5.0,365,401500.0
t,Cuauhtémoc,Entire home/apt,4,1.0,2,553.0,303,105,4.97,62,34286.0
t,Miguel Hidalgo,Entire home/apt,4,1.0,2,1014.0,299,41,4.9,66,66924.0
t,Cuauhtémoc,Private room,2,1.0,1,600.0,15,45,4.96,350,210000.0
f,Miguel Hidalgo,Private room,1,1.0,1,3330.0,0,0,0.0,365,1215450.0
t,Gustavo A. Madero,Entire home/apt,4,1.0,1,403.0,342,107,4.79,23,9269.0
t,Cuajimalpa de Morelos,Entire home/apt,5,2.0,2,1736.0,342,9,4.78,23,39928.0
t,Álvaro Obregón,Entire home/apt,3,1.0,2,500.0,0,49,4.88,365,182500.0
f,Miguel Hidalgo,Entire home/apt,6,2.5,3,2711.0,80,55,4.73,285,772635.0
f,Cuauhtémoc,Shared room,1,2.5,1,199.0,365,2,5.0,0,0.0
f,Tlalpan,Private room,2,1.0,1,380.0,363,53,4.81,2,760.0
f,Cuajimalpa de Morelos,Private room,2,1.0,1,213.0,365,1,4.0,0,0.0
f,Benito Juárez,Private room,3,1.0,1,1159.0,99,107,4.89,266,308294.0
f,La Magdalena Contreras,Private room,2,1.0,2,2500.0,83,3,4.67,282,705000.0
f,Benito Juárez,Entire home/apt,4,2.0,2,1970.0,346,0,0.0,19,37430.0
t,Cuauhtémoc,Entire home/apt,5,2.5,2,2963.0,3,96,4.95,362,1072606.0
t,Tlalpan,Private room,2,2.5,1,2366.0,291,2,5.0,74,175084.0
f,Cuauhtémoc,Private room,2,1.0,1,678.0,1,277,4.59,364,246792.0
t,Benito Juárez,Entire home/apt,4,2.0,2,920.0,140,38,4.84,225,207000.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,2109.0,329,59,4.9,36,75924.0
f,Cuauhtémoc,Entire home/apt,2,1.0,2,1479.0,88,2,4.5,277,409683.0
f,Cuauhtémoc,Entire home/apt,3,1.5,2,1150.0,322,69,4.55,43,49450.0
t,Cuauhtémoc,Entire home/apt,2,1.0,1,2243.0,334,68,4.87,31,69533.0
f,Cuauhtémoc,Private room,1,1.0,1,450.0,364,0,0.0,1,450.0
f,Cuauhtémoc,Private room,4,1.5,2,1296.0,362,155,4.61,3,3888.0
t,Cuauhtémoc,Entire home/apt,4,2.5,2,2123.0,121,32,4.81,244,518012.0
f,Cuauhtémoc,Entire home/apt,4,2.0,3,5500.0,173,1,5.0,192,1056000.0
t,Miguel Hidalgo,Entire home/apt,5,1.0,4,1231.0,161,52,4.79,204,251124.0
f,Cuajimalpa de Morelos,Private room,2,1.0,1,1000.0,180,0,0.0,185,185000.0
f,Benito Juárez,Private room,3,1.0,1,550.0,365,0,0.0,0,0.0
f,Coyoacán,Private room,2,1.0,1,560.0,362,92,4.71,3,1680.0
