Neighbourhood,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Availability 365,Number of Reviews,days_rented,revenue
Friedrichshain,Entire home/apt,3,1.0,1.0,1.0,78.0,0,0,365,28470.0
Mitte,Entire home/apt,4,2.0,2.0,2.0,225.0,117,15,248,55800.0
Mitte,Private room,2,1.0,1.0,2.0,156.0,1,8,364,56784.0
Mitte,Entire home/apt,4,1.0,2.0,1.0,130.0,0,2,365,47450.0
Mitte,Entire home/apt,3,1.0,2.0,2.0,84.0,15,12,350,29400.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,100.0,127,6,238,23800.0
Schöneberg,Private room,1,1.0,1.0,1.0,22.0,164,2,201,4422.0
Schöneberg,Private room,2,1.0,1.0,1.0,45.0,0,1,365,16425.0
Schöneberg,Entire home/apt,5,1.0,2.0,3.0,75.0,0,0,365,27375.0
Schöneberg,Private room,2,1.0,1.0,1.0,55.0,251,61,114,6270.0
Schöneberg,Entire home/apt,4,1.0,2.0,3.0,60.0,0,0,365,21900.0
Schöneberg,Entire home/apt,4,1.0,1.0,1.0,80.0,0,0,365,29200.0
Schöneberg,Private room,2,1.5,1.0,1.0,50.0,21,22,344,17200.0
Schöneberg,Private room,2,1.0,1.0,1.0,43.0,250,30,115,4945.0
Schöneberg,Entire home/apt,1,1.0,0.0,1.0,49.0,298,79,67,3283.0
Schöneberg,Private room,2,1.0,1.0,2.0,29.0,138,48,227,6583.0
Schöneberg,Entire home/apt,2,1.0,0.0,1.0,69.0,323,6,42,2898.0
Schöneberg,Entire home/apt,4,1.0,2.0,2.0,86.0,24,38,341,29326.0
Schöneberg,Entire home/apt,2,1.0,1.0,2.0,27.0,0,1,365,9855.0
Schöneberg,Private room,2,1.0,1.0,2.0,40.0,314,28,51,2040.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,30.0,0,4,365,10950.0
Schöneberg,Entire home/apt,4,1.0,2.0,3.0,80.0,0,1,365,29200.0
Schöneberg,Entire home/apt,4,1.0,1.0,2.0,38.0,231,2,134,5092.0
Schöneberg,Private room,2,1.0,1.0,1.0,34.0,149,1,216,7344.0
Schöneberg,Private room,1,1.0,1.0,1.0,40.0,64,13,301,12040.0
Schöneberg,Private room,2,2.0,1.0,1.0,45.0,0,1,365,16425.0
Schöneberg,Private room,2,1.0,1.0,1.0,32.0,351,8,14,448.0
Tempelhof,Private room,2,1.0,2.0,2.0,60.0,57,0,308,18480.0
Neukölln,Private room,1,1.0,1.0,1.0,35.0,0,0,365,12775.0
Neukölln,Private room,2,1.0,1.0,2.0,31.0,301,54,64,1984.0
Neukölln,Private room,2,1.5,1.0,1.0,35.0,52,4,313,10955.0
Neukölln,Entire home/apt,2,1.0,2.0,2.0,32.0,127,5,238,7616.0
Neukölln,Private room,1,1.0,1.0,1.0,22.0,311,0,54,1188.0
Neukölln,Private room,1,1.0,1.0,1.0,22.0,0,4,365,8030.0
Neukölln,Entire home/apt,4,1.0,1.0,1.0,62.0,45,1,320,19840.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,58.0,0,10,365,21170.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,60.0,89,4,276,16560.0
Neukölln,Entire home/apt,4,1.0,2.0,2.0,120.0,95,2,270,32400.0
Mitte,Entire home/apt,2,1.5,1.0,2.0,194.0,296,57,69,13386.0
Schöneberg,Private room,2,1.0,1.0,2.0,59.0,85,6,280,16520.0
Schöneberg,Entire home/apt,4,1.0,2.0,2.0,80.0,0,0,365,29200.0
Schöneberg,Private room,1,2.0,1.0,1.0,30.0,0,0,365,10950.0
Schöneberg,Entire home/apt,4,1.0,2.0,4.0,95.0,300,15,65,6175.0
Schöneberg,Private room,1,1.0,1.0,2.0,30.0,354,12,11,330.0
Schöneberg,Private room,3,1.0,1.0,1.0,40.0,0,7,365,14600.0
Schöneberg,Private room,1,1.0,1.0,1.0,100.0,365,1,0,0.0
Schöneberg,Entire home/apt,1,1.0,1.0,1.0,37.0,263,2,102,3774.0
Schöneberg,Private room,1,1.0,1.0,1.0,20.0,38,3,327,6540.0
Schöneberg,Entire home/apt,4,1.0,2.0,2.0,75.0,0,2,365,27375.0
Schöneberg,Private room,3,1.0,1.0,2.0,37.0,27,33,338,12506.0
Schöneberg,Private room,2,1.0,1.0,1.0,25.0,274,16,91,2275.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,50.0,0,0,365,18250.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,55.0,315,10,50,2750.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,35.0,0,0,365,12775.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,45.0,0,1,365,16425.0
Schöneberg,Entire home/apt,4,1.0,1.0,2.0,100.0,0,3,365,36500.0
Schöneberg,Entire home/apt,4,1.0,0.0,3.0,85.0,319,0,46,3910.0
Schöneberg,Private room,4,1.0,1.0,1.0,28.0,58,26,307,8596.0
Tempelhof,Private room,1,1.0,1.0,1.0,20.0,32,0,333,6660.0
Tempelhof,Private room,2,1.0,1.0,2.0,35.0,249,7,116,4060.0
Tempelhof,Entire home/apt,5,1.5,3.0,3.0,85.0,0,8,365,31025.0
Tempelhof,Entire home/apt,2,1.0,1.0,2.0,50.0,211,17,154,7700.0
Tempelhof,Entire home/apt,4,1.0,1.0,2.0,96.0,234,28,131,12576.0
Tempelhof,Entire home/apt,2,1.0,1.0,1.0,45.0,286,20,79,3555.0
Neukölln,Private room,2,1.0,1.0,1.0,50.0,365,1,0,0.0
Neukölln,Entire home/apt,4,1.0,1.0,2.0,60.0,0,6,365,21900.0
Neukölln,Entire home/apt,2,1.0,0.0,1.0,55.0,26,1,339,18645.0
Neukölln,Entire home/apt,2,1.5,2.0,2.0,40.0,0,0,365,14600.0
Neukölln,Private room,2,1.0,1.0,1.0,37.0,363,4,2,74.0
Reinickendorf,Private room,1,1.0,1.0,1.0,34.0,82,7,283,9622.0
Reinickendorf,Private room,2,1.0,1.0,1.0,20.0,19,2,346,6920.0
Mitte,Entire home/apt,3,1.0,1.0,1.0,79.0,54,73,311,24569.0
Mitte,Private room,2,1.0,1.0,2.0,115.0,0,4,365,41975.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,70.0,0,1,365,25550.0
Spandau,Entire home/apt,12,3.0,5.0,10.0,290.0,298,1,67,19430.0
Schöneberg,Private room,2,1.0,1.0,1.0,55.0,258,7,107,5885.0
Schöneberg,Entire home/apt,8,2.0,3.0,5.0,195.0,126,77,239,46605.0
Schöneberg,Private room,3,1.0,1.0,2.0,40.0,134,17,231,9240.0
Neukölln,Private room,2,1.0,1.0,1.0,45.0,81,9,284,12780.0
Neukölln,Entire home/apt,4,1.0,2.0,2.0,55.0,0,1,365,20075.0
Neukölln,Entire home/apt,3,1.0,1.0,2.0,119.0,34,2,331,39389.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,40.0,343,7,22,880.0
Neukölln,Entire home/apt,3,1.0,1.0,1.0,58.0,31,4,334,19372.0
Marzahn,Entire home/apt,3,1.0,1.0,2.0,25.0,319,18,46,1150.0
Marzahn,Entire home/apt,3,1.0,0.0,2.0,100.0,362,0,3,300.0
Reinickendorf,Entire home/apt,2,1.0,1.0,2.0,19.0,328,6,37,703.0
Reinickendorf,Private room,2,1.0,1.0,1.0,35.0,295,7,70,2450.0
Schöneberg,Private room,2,1.0,1.0,1.0,40.0,0,0,365,14600.0
Schöneberg,Entire home/apt,3,1.0,1.0,2.0,100.0,85,13,280,28000.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,79.0,0,3,365,28835.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,50.0,34,4,331,16550.0
Schöneberg,Private room,2,1.0,1.0,1.0,45.0,256,52,109,4905.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,65.0,299,87,66,4290.0
Schöneberg,Entire home/apt,5,1.5,2.0,2.0,99.0,0,8,365,36135.0
Schöneberg,Private room,2,1.0,1.0,1.0,45.0,70,174,295,13275.0
Schöneberg,Private room,1,1.0,1.0,1.0,17.0,0,2,365,6205.0
Schöneberg,Entire home/apt,5,1.0,3.0,4.0,36.0,0,2,365,13140.0
Schöneberg,Private room,1,1.0,1.0,1.0,25.0,18,23,347,8675.0
Schöneberg,Private room,2,1.0,1.0,1.0,45.0,0,2,365,16425.0
Schöneberg,Private room,2,1.0,1.0,1.0,29.0,0,6,365,10585.0
Schöneberg,Private room,2,1.0,1.0,1.0,45.0,360,4,5,225.0
Schöneberg,Private room,1,1.0,1.0,1.0,35.0,341,34,24,840.0
Friedrichshain,Private room,2,1.0,1.0,1.0,30.0,0,3,365,10950.0
Friedrichshain,Private room,1,1.0,1.0,1.0,25.0,0,3,365,9125.0
Friedrichshain,Entire home/apt,4,1.0,2.0,2.0,60.0,0,9,365,21900.0
Friedrichshain,Entire home/apt,2,1.0,2.0,1.0,54.0,0,12,365,19710.0
Friedrichshain,Entire home/apt,4,2.5,2.0,2.0,125.0,0,1,365,45625.0
Friedrichshain,Private room,2,1.0,1.0,1.0,35.0,0,0,365,12775.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,60.0,13,14,352,21120.0
Friedrichshain,Entire home/apt,6,1.0,3.0,6.0,120.0,36,21,329,39480.0
Friedrichshain,Entire home/apt,6,1.0,2.0,2.0,120.0,349,49,16,1920.0
Friedrichshain,Private room,2,1.0,1.0,1.0,70.0,10,3,355,24850.0
Charlottenburg,Private room,2,1.5,1.0,1.0,50.0,360,2,5,250.0
Charlottenburg,Private room,2,1.0,1.0,1.0,41.0,300,34,65,2665.0
Charlottenburg,Private room,1,1.0,1.0,1.0,45.0,353,60,12,540.0
Friedrichshain,Private room,2,1.0,1.0,1.0,30.0,0,1,365,10950.0
Friedrichshain,Entire home/apt,5,2.0,3.0,3.0,21.0,139,0,226,4746.0
Friedrichshain,Entire home/apt,3,1.0,2.0,1.0,55.0,0,0,365,20075.0
Friedrichshain,Private room,4,1.0,2.0,2.0,50.0,69,26,296,14800.0
Friedrichshain,Private room,2,1.0,1.0,1.0,28.0,261,30,104,2912.0
Friedrichshain,Entire home/apt,4,1.0,2.0,3.0,100.0,148,0,217,21700.0
Friedrichshain,Private room,2,1.0,1.0,1.0,110.0,0,0,365,40150.0
Friedrichshain,Private room,2,1.0,1.0,2.0,65.0,7,2,358,23270.0
Friedrichshain,Private room,3,1.0,1.0,1.0,53.0,0,30,365,19345.0
Friedrichshain,Entire home/apt,4,1.0,1.0,4.0,165.0,348,10,17,2805.0
Friedrichshain,Private room,2,1.5,1.0,1.0,25.0,360,14,5,125.0
Friedrichshain,Private room,2,1.0,1.0,1.0,19.0,364,0,1,19.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,60.0,247,30,118,7080.0
Friedrichshain,Entire home/apt,3,1.0,1.0,2.0,99.0,268,45,97,9603.0
Friedrichshain,Entire home/apt,4,1.0,1.0,2.0,60.0,0,11,365,21900.0
Friedrichshain,Private room,2,1.0,1.0,1.0,40.0,218,3,147,5880.0
Tempelhof,Entire home/apt,4,1.0,2.0,1.0,119.0,148,9,217,25823.0
Neukölln,Private room,2,1.0,1.0,1.0,20.0,0,5,365,7300.0
Neukölln,Private room,2,1.0,1.0,1.0,44.0,177,1,188,8272.0
Neukölln,Private room,2,1.0,1.0,1.0,15.0,0,1,365,5475.0
Neukölln,Private room,1,2.0,1.0,1.0,33.0,125,26,240,7920.0
Schöneberg,Entire home/apt,2,1.0,2.0,2.0,30.0,0,2,365,10950.0
Schöneberg,Entire home/apt,1,1.0,1.0,1.0,59.0,0,0,365,21535.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,49.0,89,20,276,13524.0
Schöneberg,Entire home/apt,8,1.5,3.0,7.0,79.0,140,1,225,17775.0
Schöneberg,Entire home/apt,5,1.5,3.0,3.0,96.0,159,4,206,19776.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,25.0,3,5,362,9050.0
Schöneberg,Entire home/apt,5,1.0,2.0,4.0,60.0,0,1,365,21900.0
Schöneberg,Entire home/apt,3,1.0,1.0,2.0,50.0,0,2,365,18250.0
Schöneberg,Entire home/apt,2,1.0,0.0,2.0,50.0,66,1,299,14950.0
Schöneberg,Private room,2,1.0,1.0,1.0,25.0,32,1,333,8325.0
Schöneberg,Private room,2,1.0,1.0,1.0,25.0,0,2,365,9125.0
Schöneberg,Entire home/apt,4,1.0,1.0,2.0,55.0,0,8,365,20075.0
Schöneberg,Private room,3,1.0,1.0,1.0,82.0,365,2,0,0.0
Schöneberg,Entire home/apt,4,1.0,3.0,4.0,109.0,0,4,365,39785.0
Schöneberg,Entire home/apt,6,1.0,1.0,3.0,60.0,1,6,364,21840.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,60.0,330,32,35,2100.0
Tempelhof,Entire home/apt,2,1.0,1.0,1.0,30.0,0,2,365,10950.0
Tempelhof,Private room,2,1.0,1.0,1.0,25.0,0,12,365,9125.0
Tempelhof,Entire home/apt,10,3.0,4.0,5.0,285.0,288,21,77,21945.0
Tempelhof,Private room,2,1.0,1.0,1.0,30.0,0,1,365,10950.0
Tempelhof,Entire home/apt,3,1.0,0.0,1.0,42.0,0,8,365,15330.0
Friedrichshain,Private room,3,1.0,1.0,1.0,45.0,328,14,37,1665.0
Friedrichshain,Private room,2,2.0,1.0,1.0,40.0,0,1,365,14600.0
Friedrichshain,Entire home/apt,3,1.0,1.0,2.0,51.0,0,3,365,18615.0
Friedrichshain,Private room,2,1.0,1.0,1.0,35.0,19,3,346,12110.0
Friedrichshain,Private room,2,1.0,1.0,1.0,30.0,0,0,365,10950.0
Friedrichshain,Private room,2,1.0,1.0,1.0,20.0,4,1,361,7220.0
Friedrichshain,Entire home/apt,6,1.5,3.0,4.0,120.0,171,19,194,23280.0
Friedrichshain,Private room,1,1.0,1.0,1.0,38.0,0,3,365,13870.0
Friedrichshain,Entire home/apt,4,2.0,2.0,2.0,125.0,89,40,276,34500.0
Schöneberg,Entire home/apt,14,2.0,3.0,9.0,195.0,275,47,90,17550.0
Schöneberg,Private room,2,1.0,1.0,1.0,30.0,50,2,315,9450.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,60.0,32,3,333,19980.0
Schöneberg,Entire home/apt,4,1.0,2.0,2.0,80.0,0,1,365,29200.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,90.0,66,0,299,26910.0
Schöneberg,Entire home/apt,6,2.0,3.0,6.0,105.0,157,4,208,21840.0
Schöneberg,Private room,2,1.0,1.0,1.0,33.0,0,27,365,12045.0
Schöneberg,Entire home/apt,3,1.0,1.0,2.0,200.0,144,0,221,44200.0
Schöneberg,Private room,2,1.0,1.0,1.0,45.0,10,3,355,15975.0
Schöneberg,Entire home/apt,4,1.0,2.0,2.0,45.0,29,5,336,15120.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,75.0,8,5,357,26775.0
Schöneberg,Entire home/apt,2,1.0,1.0,2.0,49.0,0,7,365,17885.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,55.0,0,14,365,20075.0
Schöneberg,Entire home/apt,3,1.0,1.0,3.0,68.0,0,2,365,24820.0
Tempelhof,Entire home/apt,5,1.0,2.0,3.0,18.0,84,0,281,5058.0
Tempelhof,Entire home/apt,4,2.0,2.0,3.0,120.0,197,6,168,20160.0
Tempelhof,Private room,1,1.0,1.0,1.0,38.0,0,3,365,13870.0
Tempelhof,Entire home/apt,3,1.0,2.0,1.0,58.0,292,21,73,4234.0
Tempelhof,Private room,2,2.5,1.0,1.0,25.0,60,0,305,7625.0
Neukölln,Entire home/apt,8,1.0,3.0,5.0,170.0,133,11,232,39440.0
Neukölln,Private room,2,1.0,1.0,1.0,35.0,89,3,276,9660.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,55.0,0,2,365,20075.0
Schöneberg,Entire home/apt,6,0.0,2.0,1.0,66.0,253,1,112,7392.0
Treptow,Private room,2,1.0,1.0,1.0,35.0,364,1,1,35.0
Treptow,Entire home/apt,2,1.0,1.0,1.0,45.0,361,37,4,180.0
Treptow,Entire home/apt,2,1.0,2.0,2.0,49.0,0,0,365,17885.0
Treptow,Entire home/apt,2,1.0,1.0,1.0,55.0,362,13,3,165.0
Treptow,Private room,2,1.0,1.0,1.0,41.0,1,21,364,14924.0
Treptow,Private room,4,1.0,1.0,3.0,25.0,0,0,365,9125.0
Köpenick,Private room,2,1.0,1.0,2.0,41.0,34,21,331,13571.0
Lichtenberg,Entire home/apt,3,1.0,1.0,2.0,39.0,0,0,365,14235.0
Lichtenberg,Entire home/apt,1,1.0,0.0,1.0,20.0,151,0,214,4280.0
Neukölln,Private room,1,1.0,1.0,1.0,24.0,355,3,10,240.0
Neukölln,Entire home/apt,3,1.0,1.0,2.0,90.0,251,8,114,10260.0
Neukölln,Entire home/apt,4,1.0,1.0,2.0,55.0,0,4,365,20075.0
Neukölln,Private room,3,1.0,1.0,1.0,28.0,245,1,120,3360.0
Neukölln,Entire home/apt,4,1.0,1.0,2.0,100.0,222,80,143,14300.0
Neukölln,Entire home/apt,6,1.5,3.0,3.0,120.0,15,6,350,42000.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,75.0,0,4,365,27375.0
Neukölln,Entire home/apt,6,1.0,2.0,2.0,75.0,19,7,346,25950.0
Neukölln,Private room,2,1.0,1.0,1.0,22.0,281,2,84,1848.0
Neukölln,Entire home/apt,3,1.0,1.0,1.0,95.0,73,3,292,27740.0
Neukölln,Entire home/apt,3,1.0,2.0,3.0,80.0,0,6,365,29200.0
Neukölln,Private room,6,1.0,1.0,6.0,70.0,351,0,14,980.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,50.0,0,3,365,18250.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,43.0,0,2,365,15695.0
Neukölln,Entire home/apt,3,1.0,0.0,2.0,70.0,0,1,365,25550.0
Neukölln,Entire home/apt,3,1.0,2.0,2.0,100.0,0,1,365,36500.0
Neukölln,Shared room,6,1.0,1.0,6.0,119.0,175,1,190,22610.0
Neukölln,Entire home/apt,5,1.0,2.0,2.0,90.0,329,11,36,3240.0
Neukölln,Private room,1,1.0,1.0,1.0,28.0,0,0,365,10220.0
Neukölln,Private room,2,1.0,1.0,1.0,25.0,0,0,365,9125.0
Neukölln,Entire home/apt,4,1.0,2.0,3.0,49.0,297,32,68,3332.0
Neukölln,Private room,2,1.0,1.0,1.0,30.0,7,1,358,10740.0
Neukölln,Entire home/apt,2,1.0,0.0,1.0,60.0,0,1,365,21900.0
Mitte,Private room,2,1.0,1.0,1.0,49.0,34,4,331,16219.0
Neukölln,Entire home/apt,4,1.0,1.0,2.0,92.0,360,10,5,460.0
Neukölln,Private room,2,1.0,1.0,1.0,29.0,4,3,361,10469.0
Mitte,Entire home/apt,3,1.0,1.0,2.0,40.0,117,4,248,9920.0
Neukölln,Private room,2,1.0,1.0,1.0,27.0,6,3,359,9693.0
Neukölln,Entire home/apt,6,1.0,3.0,3.0,90.0,0,1,365,32850.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,56.0,9,31,356,19936.0
Neukölln,Entire home/apt,3,1.0,1.0,1.0,58.0,359,9,6,348.0
Neukölln,Private room,2,1.0,1.0,1.0,29.0,0,1,365,10585.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,45.0,158,2,207,9315.0
Neukölln,Private room,2,1.0,1.0,1.0,39.0,0,2,365,14235.0
Neukölln,Entire home/apt,6,1.0,3.0,3.0,83.0,0,1,365,30295.0
Neukölln,Entire home/apt,4,1.0,1.0,1.0,77.0,0,57,365,28105.0
Neukölln,Private room,1,1.0,1.0,1.0,30.0,231,4,134,4020.0
Neukölln,Private room,2,1.0,1.0,1.0,40.0,127,7,238,9520.0
Neukölln,Private room,1,1.0,1.0,1.0,15.0,0,0,365,5475.0
Neukölln,Private room,2,1.0,1.0,1.0,28.0,38,10,327,9156.0
Köpenick,Entire home/apt,4,1.0,3.0,4.0,40.0,249,2,116,4640.0
Marzahn,Entire home/apt,4,1.0,1.0,2.0,55.0,262,58,103,5665.0
Neukölln,Private room,2,1.5,1.0,1.0,22.0,0,0,365,8030.0
Neukölln,Private room,2,1.0,1.0,1.0,47.0,0,0,365,17155.0
Neukölln,Entire home/apt,2,1.0,1.0,2.0,49.0,0,11,365,17885.0
Mitte,Private room,4,1.0,1.0,2.0,30.0,86,24,279,8370.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,49.0,127,19,238,11662.0
Neukölln,Entire home/apt,4,1.0,2.0,2.0,70.0,19,4,346,24220.0
Neukölln,Private room,1,1.0,1.0,1.0,18.0,0,1,365,6570.0
Neukölln,Private room,2,1.0,1.0,1.0,30.0,107,1,258,7740.0
Neukölln,Private room,1,1.0,1.0,1.0,18.0,0,2,365,6570.0
Köpenick,Entire home/apt,4,1.0,2.0,1.0,75.0,173,2,192,14400.0
Neukölln,Entire home/apt,1,1.0,0.0,1.0,40.0,0,0,365,14600.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,40.0,0,0,365,14600.0
Neukölln,Entire home/apt,2,1.0,0.0,1.0,47.0,249,42,116,5452.0
Neukölln,Private room,1,1.0,1.0,1.0,29.0,0,12,365,10585.0
Lichtenberg,Entire home/apt,2,1.0,0.0,1.0,39.0,362,1,3,117.0
Lichtenberg,Private room,2,1.0,1.0,1.0,20.0,0,20,365,7300.0
Charlottenburg,Private room,3,1.0,1.0,1.0,32.0,357,14,8,256.0
Charlottenburg,Entire home/apt,6,1.0,2.0,3.0,85.0,326,35,39,3315.0
Charlottenburg,Entire home/apt,4,1.0,1.0,2.0,68.0,65,5,300,20400.0
Charlottenburg,Private room,3,1.0,1.0,2.0,29.0,0,6,365,10585.0
Friedrichshain,Private room,2,1.0,1.0,1.0,60.0,67,10,298,17880.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,45.0,341,27,24,1080.0
Friedrichshain,Entire home/apt,6,1.0,2.0,6.0,90.0,290,41,75,6750.0
Friedrichshain,Private room,2,1.0,1.0,1.0,50.0,164,10,201,10050.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,50.0,309,3,56,2800.0
Friedrichshain,Private room,4,1.0,1.0,2.0,34.0,285,57,80,2720.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,38.0,0,1,365,13870.0
Friedrichshain,Entire home/apt,3,1.0,1.0,2.0,49.0,0,0,365,17885.0
Friedrichshain,Private room,3,1.0,1.0,3.0,34.0,292,128,73,2482.0
Friedrichshain,Private room,2,1.0,1.0,1.0,23.0,0,0,365,8395.0
Friedrichshain,Entire home/apt,2,1.0,0.0,1.0,50.0,0,0,365,18250.0
Charlottenburg,Entire home/apt,2,1.0,1.0,1.0,85.0,0,4,365,31025.0
Charlottenburg,Private room,2,1.0,1.0,1.0,30.0,78,2,287,8610.0
Charlottenburg,Entire home/apt,5,1.0,2.0,3.0,59.0,127,79,238,14042.0
Charlottenburg,Entire home/apt,4,1.0,1.0,3.0,75.0,19,3,346,25950.0
Friedrichshain,Private room,2,1.0,1.0,1.0,36.0,17,8,348,12528.0
Friedrichshain,Private room,2,1.0,1.0,1.0,45.0,0,0,365,16425.0
Friedrichshain,Private room,2,1.0,1.0,1.0,58.0,158,7,207,12006.0
Friedrichshain,Private room,1,1.0,1.0,1.0,20.0,0,0,365,7300.0
Friedrichshain,Private room,2,1.0,1.0,1.0,25.0,20,2,345,8625.0
Friedrichshain,Private room,1,1.0,1.0,1.0,25.0,38,1,327,8175.0
Friedrichshain,Private room,10,1.0,3.0,6.0,100.0,68,86,297,29700.0
Friedrichshain,Entire home/apt,4,1.0,1.0,2.0,70.0,292,12,73,5110.0
Friedrichshain,Private room,2,1.0,1.0,2.0,30.0,0,7,365,10950.0
Schöneberg,Entire home/apt,3,1.0,1.0,2.0,89.0,340,31,25,2225.0
Schöneberg,Private room,2,1.0,1.0,1.0,40.0,0,11,365,14600.0
Schöneberg,Shared room,1,1.0,1.0,1.0,21.0,357,3,8,168.0
Schöneberg,Private room,2,1.0,1.0,1.0,30.0,67,31,298,8940.0
Schöneberg,Private room,2,1.0,1.0,1.0,45.0,91,4,274,12330.0
Schöneberg,Private room,2,1.0,1.0,1.0,45.0,365,0,0,0.0
Schöneberg,Private room,2,1.0,1.0,1.0,36.0,11,7,354,12744.0
Schöneberg,Entire home/apt,2,1.0,1.0,2.0,59.0,0,1,365,21535.0
Schöneberg,Private room,4,1.0,2.0,2.0,35.0,122,5,243,8505.0
Schöneberg,Entire home/apt,3,1.0,1.0,1.0,90.0,87,1,278,25020.0
Schöneberg,Entire home/apt,2,1.0,1.0,2.0,62.0,277,6,88,5456.0
Schöneberg,Entire home/apt,4,1.0,2.0,3.0,89.0,20,16,345,30705.0
Schöneberg,Private room,2,1.0,1.0,1.0,40.0,0,0,365,14600.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,54.0,239,76,126,6804.0
Schöneberg,Private room,2,1.0,1.0,1.0,25.0,79,99,286,7150.0
Schöneberg,Entire home/apt,5,1.0,2.0,6.0,130.0,257,0,108,14040.0
Schöneberg,Entire home/apt,4,2.0,2.0,4.0,100.0,55,0,310,31000.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,55.0,0,0,365,20075.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,90.0,97,21,268,24120.0
Schöneberg,Private room,2,1.0,1.0,1.0,45.0,82,9,283,12735.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,52.0,13,7,352,18304.0
Mitte,Entire home/apt,4,2.0,3.0,2.0,300.0,342,4,23,6900.0
Mitte,Entire home/apt,6,1.0,3.0,6.0,140.0,113,68,252,35280.0
Mitte,Private room,4,1.0,2.0,4.0,109.0,163,3,202,22018.0
Mitte,Entire home/apt,4,1.0,1.0,4.0,140.0,127,9,238,33320.0
Mitte,Entire home/apt,4,1.0,2.0,2.0,145.0,334,20,31,4495.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,69.0,245,73,120,8280.0
Mitte,Entire home/apt,2,1.0,1.0,2.0,20.0,0,2,365,7300.0
Mitte,Private room,4,3.0,1.0,4.0,90.0,286,1,79,7110.0
Tempelhof,Entire home/apt,2,1.0,1.0,2.0,27.0,235,12,130,3510.0
Tempelhof,Private room,2,1.0,1.0,1.0,25.0,0,0,365,9125.0
Neukölln,Private room,3,1.0,1.0,2.0,43.0,35,6,330,14190.0
Neukölln,Private room,2,1.0,1.0,1.0,25.0,188,2,177,4425.0
Neukölln,Private room,4,1.0,1.0,2.0,22.0,0,6,365,8030.0
Neukölln,Private room,2,1.0,1.0,1.0,60.0,0,1,365,21900.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,35.0,0,4,365,12775.0
Neukölln,Private room,2,1.0,1.0,1.0,45.0,62,0,303,13635.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,45.0,80,0,285,12825.0
Neukölln,Entire home/apt,3,1.0,2.0,2.0,45.0,0,2,365,16425.0
Neukölln,Private room,2,1.0,1.0,1.0,40.0,54,0,311,12440.0
Neukölln,Private room,3,1.0,1.0,2.0,35.0,50,0,315,11025.0
Neukölln,Private room,4,1.0,1.0,2.0,50.0,205,1,160,8000.0
Neukölln,Private room,2,1.0,1.0,1.0,32.0,0,2,365,11680.0
Neukölln,Entire home/apt,4,1.0,2.0,2.0,100.0,0,0,365,36500.0
Neukölln,Private room,1,1.0,1.0,1.0,49.0,0,10,365,17885.0
Kreuzberg,Private room,2,1.0,1.0,1.0,29.0,0,3,365,10585.0
Neukölln,Entire home/apt,7,1.0,2.0,4.0,197.0,0,0,365,71905.0
Kreuzberg,Private room,2,1.0,1.0,1.0,50.0,352,19,13,650.0
