Neighbourhood,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Availability 365,Number of Reviews,days_rented,revenue
Friedrichshain,Private room,4,1.5,1.0,2.0,42.0,323,36,42,1764.0
Friedrichshain,Private room,2,1.0,1.0,1.0,20.0,0,0,365,7300.0
Friedrichshain,Private room,2,1.0,1.0,1.0,35.0,82,4,283,9905.0
Friedrichshain,Private room,1,1.0,1.0,1.0,40.0,0,0,365,14600.0
Friedrichshain,Private room,2,1.0,1.0,1.0,50.0,49,38,316,15800.0
Friedrichshain,Private room,2,1.5,1.0,1.0,26.0,67,12,298,7748.0
Friedrichshain,Private room,2,1.0,1.0,1.0,35.0,4,5,361,12635.0
Friedrichshain,Private room,3,1.0,0.0,3.0,26.0,0,0,365,9490.0
Friedrichshain,Private room,1,1.0,1.0,1.0,14.0,0,2,365,5110.0
Friedrichshain,Private room,4,1.0,1.0,1.0,50.0,280,4,85,4250.0
Friedrichshain,Entire home/apt,3,1.0,1.0,4.0,69.0,247,59,118,8142.0
Friedrichshain,Private room,1,1.5,1.0,1.0,23.0,0,3,365,8395.0
Friedrichshain,Private room,4,1.0,1.0,2.0,115.0,302,9,63,7245.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,48.0,5,17,360,17280.0
Mitte,Entire home/apt,6,1.0,3.0,5.0,215.0,164,29,201,43215.0
Mitte,Entire home/apt,8,1.0,3.0,4.0,149.0,350,0,15,2235.0
Mitte,Private room,3,2.0,1.0,2.0,25.0,0,5,365,9125.0
Mitte,Entire home/apt,4,1.0,2.0,3.0,170.0,310,36,55,9350.0
Spandau,Private room,1,1.0,1.0,1.0,10.0,0,0,365,3650.0
Spandau,Private room,2,1.0,1.0,1.0,39.0,362,0,3,117.0
Schöneberg,Private room,2,2.0,1.0,1.0,50.0,0,0,365,18250.0
Schöneberg,Private room,2,1.5,1.0,1.0,25.0,5,8,360,9000.0
Neukölln,Entire home/apt,2,1.0,2.0,2.0,58.0,0,4,365,21170.0
Neukölln,Private room,2,1.0,1.0,1.0,33.0,0,1,365,12045.0
Neukölln,Private room,2,1.0,1.0,1.0,24.0,0,2,365,8760.0
Reinickendorf,Private room,1,1.0,1.0,1.0,26.0,183,12,182,4732.0
Friedrichshain,Private room,2,1.0,1.0,1.0,30.0,0,4,365,10950.0
Friedrichshain,Private room,3,1.0,1.0,2.0,35.0,21,14,344,12040.0
Friedrichshain,Entire home/apt,2,1.0,1.0,2.0,70.0,0,9,365,25550.0
Friedrichshain,Private room,2,1.0,1.0,1.0,45.0,84,0,281,12645.0
Friedrichshain,Entire home/apt,2,1.0,1.0,2.0,60.0,0,0,365,21900.0
Friedrichshain,Private room,2,1.0,1.0,1.0,39.0,0,1,365,14235.0
Schöneberg,Entire home/apt,5,1.0,3.0,3.0,70.0,2,8,363,25410.0
Schöneberg,Entire home/apt,2,1.0,0.0,1.0,75.0,57,6,308,23100.0
Schöneberg,Private room,2,1.0,1.0,1.0,26.0,10,31,355,9230.0
Schöneberg,Private room,2,1.0,1.0,1.0,60.0,360,7,5,300.0
Schöneberg,Entire home/apt,4,1.0,2.0,2.0,77.0,255,87,110,8470.0
Schöneberg,Entire home/apt,4,1.0,2.0,2.0,45.0,127,1,238,10710.0
Schöneberg,Private room,4,1.0,1.0,4.0,35.0,0,4,365,12775.0
Schöneberg,Private room,2,1.0,1.0,1.0,50.0,346,14,19,950.0
Schöneberg,Private room,1,1.0,1.0,1.0,35.0,147,20,218,7630.0
Schöneberg,Private room,2,1.0,1.0,1.0,65.0,349,9,16,1040.0
Schöneberg,Private room,2,1.0,1.0,1.0,29.0,301,80,64,1856.0
Schöneberg,Entire home/apt,6,1.5,3.0,6.0,199.0,134,18,231,45969.0
Schöneberg,Entire home/apt,2,1.0,1.0,1.0,45.0,43,32,322,14490.0
Schöneberg,Entire home/apt,3,1.0,1.0,2.0,50.0,0,4,365,18250.0
Schöneberg,Private room,1,1.0,1.0,1.0,35.0,0,0,365,12775.0
Tempelhof,Entire home/apt,2,1.0,1.0,2.0,35.0,0,0,365,12775.0
Tempelhof,Entire home/apt,6,1.0,1.0,3.0,49.0,134,0,231,11319.0
Tempelhof,Entire home/apt,2,1.0,0.0,1.0,50.0,0,0,365,18250.0
Tempelhof,Private room,2,1.0,1.0,1.0,25.0,0,1,365,9125.0
Tempelhof,Entire home/apt,4,1.0,2.0,2.0,100.0,0,0,365,36500.0
Tempelhof,Private room,1,0.5,1.0,1.0,28.0,249,0,116,3248.0
Tempelhof,Entire home/apt,2,1.0,1.0,1.0,45.0,274,21,91,4095.0
Tempelhof,Entire home/apt,2,1.0,1.0,2.0,80.0,0,0,365,29200.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,65.0,3,9,362,23530.0
Neukölln,Private room,2,1.5,1.0,1.0,20.0,0,0,365,7300.0
Neukölln,Private room,1,1.0,1.0,1.0,17.0,0,1,365,6205.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,39.0,0,0,365,14235.0
Neukölln,Private room,2,1.0,1.0,1.0,24.0,5,3,360,8640.0
Neukölln,Entire home/apt,2,1.0,2.0,1.0,58.0,0,2,365,21170.0
Neukölln,Private room,2,1.0,1.0,1.0,29.0,0,2,365,10585.0
Neukölln,Private room,2,1.0,1.0,1.0,40.0,261,39,104,4160.0
Neukölln,Private room,2,1.0,1.0,1.0,25.0,0,7,365,9125.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,65.0,0,12,365,23725.0
Neukölln,Private room,2,1.5,1.0,1.0,45.0,310,7,55,2475.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,50.0,14,8,351,17550.0
Neukölln,Private room,2,1.0,1.0,1.0,80.0,0,1,365,29200.0
Neukölln,Private room,3,1.0,1.0,1.0,22.0,36,4,329,7238.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,104.0,356,26,9,936.0
Friedrichshain,Private room,2,2.0,1.0,2.0,28.0,1,53,364,10192.0
Friedrichshain,Private room,3,1.0,1.0,3.0,40.0,0,1,365,14600.0
Friedrichshain,Entire home/apt,4,1.0,1.0,1.0,70.0,0,1,365,25550.0
Friedrichshain,Private room,2,1.0,1.0,1.0,35.0,362,35,3,105.0
Friedrichshain,Private room,1,1.0,1.0,1.0,40.0,22,0,343,13720.0
Friedrichshain,Private room,1,1.0,1.0,1.0,30.0,0,2,365,10950.0
Kreuzberg,Entire home/apt,2,0.5,0.0,1.0,29.0,0,0,365,10585.0
Kreuzberg,Entire home/apt,1,1.0,1.0,1.0,70.0,0,5,365,25550.0
Kreuzberg,Entire home/apt,5,1.0,1.0,3.0,200.0,362,10,3,600.0
Kreuzberg,Entire home/apt,5,1.0,2.0,3.0,93.0,316,14,49,4557.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,47.0,0,1,365,17155.0
Kreuzberg,Private room,2,1.0,1.0,1.0,35.0,0,0,365,12775.0
Kreuzberg,Private room,2,1.0,1.0,1.0,29.0,29,1,336,9744.0
Kreuzberg,Private room,2,1.0,1.0,1.0,30.0,0,1,365,10950.0
Kreuzberg,Entire home/apt,6,1.0,2.0,6.0,125.0,0,1,365,45625.0
Kreuzberg,Entire home/apt,5,2.0,3.0,3.0,150.0,266,78,99,14850.0
Kreuzberg,Private room,2,2.0,1.0,1.0,40.0,23,8,342,13680.0
Wilmersdorf,Entire home/apt,5,1.0,3.0,3.0,130.0,159,7,206,26780.0
Wilmersdorf,Entire home/apt,3,1.0,2.0,2.0,60.0,0,3,365,21900.0
Wilmersdorf,Entire home/apt,7,1.0,2.0,1.0,171.0,290,20,75,12825.0
Wilmersdorf,Private room,1,1.0,1.0,1.0,62.0,335,18,30,1860.0
Wilmersdorf,Private room,4,1.0,1.0,1.0,50.0,0,19,365,18250.0
Friedrichshain,Entire home/apt,2,1.0,1.0,1.0,35.0,245,10,120,4200.0
Friedrichshain,Private room,2,1.0,1.0,1.0,40.0,93,59,272,10880.0
Friedrichshain,Entire home/apt,2,1.0,0.0,1.0,60.0,281,0,84,5040.0
Friedrichshain,Private room,2,1.0,1.0,1.0,14.0,0,5,365,5110.0
Friedrichshain,Private room,1,1.0,1.0,1.0,20.0,18,0,347,6940.0
Friedrichshain,Private room,2,1.0,1.0,1.0,40.0,0,2,365,14600.0
Friedrichshain,Private room,2,2.0,1.0,1.0,70.0,0,0,365,25550.0
Friedrichshain,Private room,2,2.0,1.0,1.0,25.0,0,3,365,9125.0
Friedrichshain,Private room,2,1.5,1.0,1.0,36.0,0,1,365,13140.0
Friedrichshain,Private room,2,1.0,1.0,1.0,25.0,0,2,365,9125.0
Mitte,Private room,2,1.5,1.0,1.0,45.0,232,81,133,5985.0
Mitte,Entire home/apt,5,1.0,1.0,2.0,119.0,320,6,45,5355.0
Mitte,Entire home/apt,4,1.0,1.0,2.0,80.0,165,9,200,16000.0
Mitte,Entire home/apt,2,1.0,1.0,2.0,53.0,0,1,365,19345.0
Mitte,Entire home/apt,3,1.5,1.0,2.0,100.0,316,57,49,4900.0
Mitte,Private room,2,1.0,1.0,1.0,40.0,0,5,365,14600.0
Mitte,Entire home/apt,3,1.0,1.0,2.0,100.0,264,7,101,10100.0
Mitte,Entire home/apt,1,1.0,1.0,1.0,60.0,49,2,316,18960.0
Mitte,Entire home/apt,4,1.5,2.0,2.0,191.0,136,12,229,43739.0
Mitte,Entire home/apt,6,1.0,2.0,4.0,125.0,311,46,54,6750.0
Mitte,Entire home/apt,4,1.0,0.0,2.0,60.0,329,57,36,2160.0
Kreuzberg,Private room,2,1.0,1.0,1.0,35.0,0,2,365,12775.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,59.0,67,18,298,17582.0
Kreuzberg,Entire home/apt,5,1.0,1.0,3.0,90.0,247,46,118,10620.0
Kreuzberg,Private room,2,1.0,1.0,2.0,60.0,86,1,279,16740.0
Mitte,Entire home/apt,3,1.0,1.0,2.0,52.0,16,23,349,18148.0
Mitte,Entire home/apt,4,1.0,2.0,2.0,185.0,111,0,254,46990.0
Mitte,Private room,2,1.0,1.0,2.0,77.0,0,45,365,28105.0
Mitte,Entire home/apt,4,1.0,2.0,2.0,180.0,70,49,295,53100.0
Mitte,Entire home/apt,3,1.0,1.0,1.0,99.0,339,62,26,2574.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,100.0,304,0,61,6100.0
Mitte,Private room,2,1.0,1.0,1.0,40.0,0,0,365,14600.0
Mitte,Entire home/apt,2,1.0,0.0,1.0,89.0,129,33,236,21004.0
Mitte,Entire home/apt,3,1.0,2.0,2.0,69.0,10,1,355,24495.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,51.0,145,69,220,11220.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,65.0,3,2,362,23530.0
Mitte,Entire home/apt,3,1.0,1.0,2.0,59.0,153,1,212,12508.0
Mitte,Private room,4,1.0,1.0,4.0,32.0,78,6,287,9184.0
Mitte,Entire home/apt,3,1.0,1.0,1.0,80.0,338,20,27,2160.0
Mitte,Private room,2,1.0,1.0,1.0,40.0,318,123,47,1880.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,65.0,0,0,365,23725.0
Mitte,Private room,2,1.0,1.0,1.0,49.0,166,6,199,9751.0
Mitte,Private room,1,1.0,1.0,1.0,45.0,179,0,186,8370.0
Mitte,Entire home/apt,4,1.0,0.0,2.0,150.0,0,1,365,54750.0
Mitte,Private room,2,1.5,1.0,1.0,75.0,84,0,281,21075.0
Mitte,Entire home/apt,3,1.0,2.0,3.0,120.0,264,78,101,12120.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,65.0,0,28,365,23725.0
Mitte,Private room,2,1.0,1.0,1.0,79.0,0,0,365,28835.0
Mitte,Shared room,8,1.0,1.0,8.0,19.0,274,22,91,1729.0
Mitte,Entire home/apt,4,1.0,2.0,2.0,130.0,320,35,45,5850.0
Mitte,Private room,2,1.0,1.0,1.0,63.0,283,99,82,5166.0
Mitte,Entire home/apt,4,1.5,2.0,3.0,100.0,0,14,365,36500.0
Mitte,Private room,2,1.0,1.0,1.0,50.0,318,4,47,2350.0
Mitte,Private room,1,1.5,1.0,1.0,32.0,83,179,282,9024.0
Mitte,Private room,2,1.0,1.0,1.0,30.0,0,3,365,10950.0
Kreuzberg,Private room,2,1.0,1.0,2.0,38.0,77,20,288,10944.0
Kreuzberg,Entire home/apt,4,1.0,2.0,2.0,85.0,40,24,325,27625.0
Kreuzberg,Private room,3,1.0,1.0,2.0,30.0,0,9,365,10950.0
Kreuzberg,Private room,2,1.0,1.0,1.0,40.0,0,1,365,14600.0
Kreuzberg,Private room,2,1.0,1.0,1.0,65.0,151,36,214,13910.0
Kreuzberg,Private room,2,1.0,1.0,1.0,33.0,0,6,365,12045.0
Kreuzberg,Private room,2,1.0,1.0,1.0,80.0,359,2,6,480.0
Kreuzberg,Private room,2,1.0,1.0,1.0,50.0,0,0,365,18250.0
Kreuzberg,Entire home/apt,3,1.0,1.0,1.0,70.0,15,20,350,24500.0
Kreuzberg,Private room,2,1.0,0.0,2.0,28.0,0,5,365,10220.0
Kreuzberg,Entire home/apt,4,1.0,1.0,2.0,60.0,0,1,365,21900.0
Kreuzberg,Private room,2,1.0,1.0,1.0,34.0,0,1,365,12410.0
Kreuzberg,Private room,1,2.0,1.0,1.0,37.0,328,15,37,1369.0
Kreuzberg,Private room,2,1.0,1.0,1.0,39.0,23,2,342,13338.0
Kreuzberg,Private room,2,1.0,1.0,1.0,22.0,0,3,365,8030.0
Kreuzberg,Entire home/apt,2,1.0,1.0,2.0,80.0,0,6,365,29200.0
Kreuzberg,Private room,3,1.5,1.0,2.0,28.0,11,4,354,9912.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,60.0,8,11,357,21420.0
Kreuzberg,Private room,1,1.0,1.0,1.0,15.0,335,0,30,450.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,39.0,0,0,365,14235.0
Kreuzberg,Private room,2,1.0,1.0,1.0,46.0,127,21,238,10948.0
Kreuzberg,Entire home/apt,2,1.0,1.0,2.0,50.0,277,43,88,4400.0
Kreuzberg,Entire home/apt,2,1.0,2.0,1.0,40.0,0,2,365,14600.0
Kreuzberg,Entire home/apt,6,1.0,3.0,6.0,45.0,0,2,365,16425.0
Kreuzberg,Entire home/apt,2,1.0,0.0,1.0,45.0,22,0,343,15435.0
Kreuzberg,Private room,1,1.0,1.0,1.0,18.0,0,1,365,6570.0
Kreuzberg,Entire home/apt,4,1.0,1.0,1.0,50.0,322,96,43,2150.0
Kreuzberg,Entire home/apt,4,1.0,2.0,2.0,140.0,356,0,9,1260.0
Kreuzberg,Private room,2,1.0,1.0,1.0,30.0,0,11,365,10950.0
Kreuzberg,Private room,1,1.0,1.0,1.0,28.0,0,0,365,10220.0
Kreuzberg,Entire home/apt,4,1.0,2.0,3.0,35.0,254,7,111,3885.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,46.0,74,10,291,13386.0
Kreuzberg,Private room,2,1.0,1.0,1.0,20.0,4,7,361,7220.0
Kreuzberg,Entire home/apt,2,1.0,0.0,1.0,40.0,97,54,268,10720.0
Kreuzberg,Private room,2,1.0,1.0,1.0,60.0,2,1,363,21780.0
Kreuzberg,Entire home/apt,4,1.0,2.0,2.0,100.0,0,4,365,36500.0
Kreuzberg,Private room,2,1.0,1.0,1.0,40.0,188,3,177,7080.0
Kreuzberg,Private room,2,1.0,1.0,1.0,23.0,0,0,365,8395.0
Charlottenburg,Private room,2,1.0,1.0,1.0,25.0,17,7,348,8700.0
Pankow,Private room,3,1.0,1.0,2.0,25.0,332,1,33,825.0
Pankow,Private room,2,1.0,1.0,1.0,39.0,364,1,1,39.0
Pankow,Entire home/apt,5,1.0,1.0,3.0,54.0,350,0,15,810.0
Pankow,Entire home/apt,3,2.0,1.0,2.0,79.0,0,1,365,28835.0
Pankow,Private room,2,1.0,1.0,1.0,26.0,12,21,353,9178.0
Pankow,Private room,2,1.0,1.0,1.0,32.0,0,1,365,11680.0
Pankow,Private room,1,1.0,1.0,1.0,28.0,364,1,1,28.0
Pankow,Private room,2,1.0,1.0,1.0,35.0,363,6,2,70.0
Pankow,Entire home/apt,4,1.0,3.0,4.0,85.0,0,10,365,31025.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,60.0,265,30,100,6000.0
Kreuzberg,Entire home/apt,3,1.0,1.0,1.0,50.0,0,0,365,18250.0
Kreuzberg,Private room,1,1.0,1.0,1.0,40.0,24,1,341,13640.0
Kreuzberg,Entire home/apt,2,1.0,1.0,1.0,65.0,132,11,233,15145.0
Kreuzberg,Private room,2,1.0,1.0,1.0,59.0,0,1,365,21535.0
Friedrichshain,Private room,4,1.0,1.0,1.0,36.0,361,25,4,144.0
Friedrichshain,Entire home/apt,1,1.0,1.0,1.0,30.0,0,2,365,10950.0
Friedrichshain,Entire home/apt,2,1.0,0.0,1.0,95.0,282,11,83,7885.0
Friedrichshain,Entire home/apt,4,1.0,2.0,4.0,120.0,87,45,278,33360.0
Friedrichshain,Private room,2,1.0,1.0,1.0,44.0,363,22,2,88.0
Kreuzberg,Entire home/apt,4,1.5,1.0,1.0,49.0,98,10,267,13083.0
Kreuzberg,Private room,2,1.0,1.0,1.0,45.0,0,0,365,16425.0
Kreuzberg,Shared room,1,3.0,1.0,1.0,20.0,127,8,238,4760.0
Kreuzberg,Entire home/apt,2,1.0,0.0,1.0,60.0,130,0,235,14100.0
Kreuzberg,Entire home/apt,4,1.5,3.0,3.0,150.0,301,21,64,9600.0
Kreuzberg,Entire home/apt,5,1.0,1.0,3.0,65.0,252,98,113,7345.0
Kreuzberg,Entire home/apt,3,1.0,1.0,1.0,102.0,20,29,345,35190.0
Kreuzberg,Entire home/apt,3,1.0,1.0,2.0,130.0,126,4,239,31070.0
Charlottenburg,Entire home/apt,2,1.0,1.0,1.0,25.0,233,22,132,3300.0
Charlottenburg,Entire home/apt,2,1.0,2.0,2.0,78.0,187,1,178,13884.0
Charlottenburg,Entire home/apt,2,1.0,1.0,2.0,65.0,158,105,207,13455.0
Wilmersdorf,Entire home/apt,2,1.0,1.0,1.0,41.0,40,0,325,13325.0
Steglitz,Entire home/apt,2,1.0,1.0,1.0,50.0,34,0,331,16550.0
Steglitz,Private room,2,1.0,1.0,1.0,22.0,0,6,365,8030.0
Steglitz,Private room,2,1.0,1.0,2.0,45.0,364,5,1,45.0
Steglitz,Entire home/apt,2,1.0,1.0,1.0,42.0,3,0,362,15204.0
Steglitz,Entire home/apt,4,1.0,1.0,2.0,60.0,62,15,303,18180.0
Zehlendorf,Entire home/apt,4,1.0,2.0,2.0,99.0,188,1,177,17523.0
Zehlendorf,Entire home/apt,2,1.0,1.0,1.0,98.0,341,45,24,2352.0
Schöneberg,Private room,2,1.0,1.0,1.0,55.0,304,0,61,3355.0
Schöneberg,Private room,2,1.0,1.0,1.0,25.0,0,1,365,9125.0
Schöneberg,Private room,2,1.0,1.0,1.0,49.0,79,1,286,14014.0
Treptow,Entire home/apt,4,1.0,2.0,2.0,65.0,0,1,365,23725.0
Treptow,Entire home/apt,3,2.0,3.0,2.0,120.0,309,0,56,6720.0
Treptow,Entire home/apt,3,1.0,2.0,2.0,25.0,10,1,355,8875.0
Treptow,Entire home/apt,2,1.0,1.0,1.0,63.0,46,0,319,20097.0
Charlottenburg,Entire home/apt,2,1.0,1.0,1.0,55.0,25,22,340,18700.0
Charlottenburg,Entire home/apt,6,1.0,1.0,3.0,70.0,107,13,258,18060.0
Charlottenburg,Private room,1,1.0,1.0,1.0,24.0,0,2,365,8760.0
Charlottenburg,Entire home/apt,5,1.0,1.0,3.0,132.0,300,3,65,8580.0
Wilmersdorf,Entire home/apt,2,1.0,2.0,1.0,85.0,236,42,129,10965.0
Wilmersdorf,Entire home/apt,3,1.0,1.0,1.0,135.0,365,0,0,0.0
Wilmersdorf,Entire home/apt,1,1.0,1.0,1.0,45.0,280,17,85,3825.0
Wilmersdorf,Private room,2,1.0,1.0,1.0,35.0,0,8,365,12775.0
Wilmersdorf,Private room,2,1.0,1.0,2.0,25.0,0,1,365,9125.0
Wilmersdorf,Entire home/apt,5,1.5,2.0,3.0,90.0,71,3,294,26460.0
Wilmersdorf,Private room,1,1.0,1.0,1.0,26.0,0,4,365,9490.0
Wilmersdorf,Entire home/apt,2,1.0,2.0,2.0,79.0,15,0,350,27650.0
Neukölln,Entire home/apt,6,1.0,2.0,3.0,50.0,361,2,4,200.0
Neukölln,Private room,3,1.0,1.0,1.0,30.0,218,18,147,4410.0
Neukölln,Private room,2,1.0,1.0,1.0,23.0,279,40,86,1978.0
Neukölln,Private room,2,1.0,1.0,1.0,29.0,0,2,365,10585.0
Neukölln,Private room,2,1.0,1.0,1.0,41.0,0,1,365,14965.0
Neukölln,Entire home/apt,7,1.0,3.0,5.0,99.0,289,0,76,7524.0
Neukölln,Entire home/apt,3,1.0,1.0,2.0,105.0,73,11,292,30660.0
Neukölln,Private room,2,1.0,1.0,1.0,18.0,0,1,365,6570.0
Neukölln,Private room,1,1.0,1.0,2.0,30.0,0,1,365,10950.0
Neukölln,Private room,1,1.0,1.0,1.0,20.0,0,4,365,7300.0
Neukölln,Entire home/apt,4,1.0,2.0,3.0,70.0,277,10,88,6160.0
Mitte,Private room,2,1.0,1.0,1.0,30.0,307,16,58,1740.0
Mitte,Private room,3,1.0,1.0,1.0,40.0,20,1,345,13800.0
Neukölln,Private room,3,1.0,1.0,3.0,37.0,72,6,293,10841.0
Mitte,Entire home/apt,4,1.0,2.0,2.0,75.0,0,2,365,27375.0
Neukölln,Private room,2,1.0,1.0,1.0,27.0,0,5,365,9855.0
Neukölln,Entire home/apt,4,1.0,2.0,4.0,120.0,16,3,349,41880.0
Neukölln,Private room,2,1.0,1.0,1.0,35.0,0,0,365,12775.0
Köpenick,Entire home/apt,2,1.0,0.0,2.0,55.0,39,3,326,17930.0
Neukölln,Private room,1,1.0,1.0,2.0,21.0,299,0,66,1386.0
Neukölln,Private room,2,1.0,1.0,1.0,35.0,43,9,322,11270.0
Neukölln,Private room,1,1.0,1.0,1.0,36.0,0,1,365,13140.0
Neukölln,Private room,2,1.0,1.0,2.0,25.0,217,14,148,3700.0
Neukölln,Entire home/apt,4,1.0,1.0,2.0,28.0,0,0,365,10220.0
Mitte,Private room,1,1.0,1.0,1.0,25.0,0,0,365,9125.0
Mitte,Private room,2,1.0,1.0,1.0,36.0,0,45,365,13140.0
Neukölln,Private room,2,1.0,1.0,1.0,49.0,0,1,365,17885.0
Neukölln,Entire home/apt,4,1.0,1.0,1.0,50.0,5,3,360,18000.0
Neukölln,Private room,3,1.0,1.0,2.0,50.0,344,1,21,1050.0
Neukölln,Private room,1,1.0,1.0,1.0,25.0,0,2,365,9125.0
Neukölln,Entire home/apt,4,1.0,2.0,2.0,45.0,0,0,365,16425.0
Neukölln,Private room,2,1.0,1.0,1.0,34.0,361,6,4,136.0
Neukölln,Private room,4,1.0,1.0,2.0,38.0,314,3,51,1938.0
Neukölln,Private room,2,1.0,1.0,1.0,18.0,0,2,365,6570.0
Neukölln,Private room,2,1.0,1.0,1.0,30.0,363,0,2,60.0
Mitte,Entire home/apt,3,1.0,1.0,2.0,55.0,335,8,30,1650.0
Mitte,Private room,2,1.0,1.0,1.0,35.0,84,0,281,9835.0
Neukölln,Private room,2,2.0,1.0,1.0,35.0,219,4,146,5110.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,39.0,329,14,36,1404.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,40.0,0,1,365,14600.0
Neukölln,Private room,3,1.0,1.0,1.0,29.0,341,1,24,696.0
Mitte,Entire home/apt,2,1.0,1.0,1.0,75.0,7,7,358,26850.0
Neukölln,Private room,2,1.0,1.0,1.0,24.0,0,5,365,8760.0
Neukölln,Entire home/apt,3,1.0,1.0,2.0,90.0,0,1,365,32850.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,60.0,290,22,75,4500.0
Neukölln,Entire home/apt,2,0.5,0.0,1.0,45.0,29,1,336,15120.0
Neukölln,Entire home/apt,2,1.0,1.0,2.0,70.0,281,4,84,5880.0
Neukölln,Private room,2,1.0,1.0,1.0,28.0,0,1,365,10220.0
Neukölln,Entire home/apt,3,1.0,2.0,2.0,43.0,0,7,365,15695.0
Neukölln,Private room,1,1.5,1.0,1.0,30.0,20,20,345,10350.0
Neukölln,Entire home/apt,2,1.0,2.0,4.0,60.0,0,0,365,21900.0
Neukölln,Private room,2,1.0,1.0,1.0,25.0,0,3,365,9125.0
Neukölln,Entire home/apt,4,1.0,2.0,2.0,50.0,0,1,365,18250.0
Neukölln,Private room,5,1.0,2.0,2.0,110.0,51,18,314,34540.0
Neukölln,Private room,2,1.0,1.0,1.0,24.0,0,0,365,8760.0
Neukölln,Private room,2,1.0,1.0,1.0,35.0,37,2,328,11480.0
Neukölln,Private room,1,1.0,1.0,1.0,40.0,35,3,330,13200.0
Reinickendorf,Private room,2,1.0,1.0,1.0,25.0,218,1,147,3675.0
Reinickendorf,Private room,2,2.0,1.0,1.0,26.0,362,5,3,78.0
Reinickendorf,Entire home/apt,1,1.0,2.0,1.0,45.0,83,1,282,12690.0
Tempelhof,Private room,2,1.0,1.0,1.0,25.0,17,30,348,8700.0
Tempelhof,Private room,2,1.0,1.0,1.0,30.0,0,1,365,10950.0
Neukölln,Private room,2,1.0,1.0,1.0,39.0,0,1,365,14235.0
Neukölln,Entire home/apt,3,1.0,1.0,1.0,95.0,89,0,276,26220.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,60.0,0,4,365,21900.0
Neukölln,Private room,2,1.0,1.0,1.0,30.0,310,11,55,1650.0
Neukölln,Private room,2,1.5,1.0,1.0,35.0,101,6,264,9240.0
Neukölln,Entire home/apt,2,1.0,1.0,2.0,45.0,46,8,319,14355.0
Neukölln,Private room,2,2.5,1.0,1.0,26.0,0,4,365,9490.0
Neukölln,Entire home/apt,12,3.0,3.0,10.0,235.0,302,27,63,14805.0
Neukölln,Entire home/apt,2,1.0,2.0,1.0,40.0,0,1,365,14600.0
Neukölln,Entire home/apt,5,1.0,1.0,3.0,80.0,0,2,365,29200.0
Neukölln,Entire home/apt,1,1.0,0.0,1.0,40.0,0,9,365,14600.0
Neukölln,Private room,2,1.0,1.0,2.0,43.0,45,1,320,13760.0
Neukölln,Private room,1,1.5,0.0,1.0,27.0,281,0,84,2268.0
Neukölln,Private room,1,1.0,1.0,1.0,40.0,0,1,365,14600.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,10.0,14,5,351,3510.0
Neukölln,Entire home/apt,2,1.0,2.0,2.0,70.0,218,20,147,10290.0
Neukölln,Private room,4,1.0,1.0,2.0,75.0,289,0,76,5700.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,100.0,0,5,365,36500.0
Neukölln,Entire home/apt,4,1.0,2.0,3.0,70.0,0,0,365,25550.0
Neukölln,Entire home/apt,6,1.5,2.0,2.0,59.0,0,1,365,21535.0
Neukölln,Entire home/apt,2,1.0,1.0,1.0,35.0,0,8,365,12775.0
Neukölln,Entire home/apt,2,1.0,0.0,1.0,49.0,0,0,365,17885.0
Neukölln,Private room,3,1.0,1.0,2.0,30.0,87,61,278,8340.0
Reinickendorf,Private room,2,1.0,1.0,1.0,19.0,84,27,281,5339.0
Wilmersdorf,Private room,3,1.0,1.0,3.0,89.0,157,1,208,18512.0
Friedrichshain,Entire home/apt,4,1.0,1.0,2.0,85.0,61,1,304,25840.0
Friedrichshain,Entire home/apt,3,1.0,2.0,2.0,50.0,0,8,365,18250.0
Friedrichshain,Shared room,4,0.0,1.0,4.0,24.0,362,4,3,72.0
Friedrichshain,Private room,2,1.0,1.0,1.0,35.0,0,6,365,12775.0
